IDX__global,IDX__step,IDX__sub_step,TARG__MGP_CSUD,FUTU__D_CSUD,FUTU__WIND_CSUD,CONST__wd_sin,CONST__wd_cos,Hour,Date
2197,91,13,42.33,6113,294.886,0.433884,-0.900969,13,2015-04-02
2198,91,14,46.64,6017,366.655,0.433884,-0.900969,14,2015-04-02
2199,91,15,43.25,6072,429.982,0.433884,-0.900969,15,2015-04-02
2200,91,16,45.46,6295,476.112,0.433884,-0.900969,16,2015-04-02
2201,91,17,50.0,5970,493.538,0.433884,-0.900969,17,2015-04-02
2202,91,18,52.25,5753,494.345,0.433884,-0.900969,18,2015-04-02
2203,91,19,60.99,6241,488.921,0.433884,-0.900969,19,2015-04-02
2204,91,20,63.91959,6453,486.032,0.433884,-0.900969,20,2015-04-02
2205,91,21,55.69,6029,482.802,0.433884,-0.900969,21,2015-04-02
2206,91,22,54.22,5528,471.561,0.433884,-0.900969,22,2015-04-02
2207,91,23,51.02,4876,444.359,0.433884,-0.900969,23,2015-04-02
2208,92,0,43.69,4406,512.775,-0.433884,-0.900969,0,2015-04-03
2209,92,1,37.34,3981,451.134,-0.433884,-0.900969,1,2015-04-03
2210,92,2,36.82,3416,311.84,-0.433884,-0.900969,2,2015-04-03
2211,92,3,31.50876,3236,294.755,-0.433884,-0.900969,3,2015-04-03
2212,92,4,32.86543,3256,265.375,-0.433884,-0.900969,4,2015-04-03
2213,92,5,38.30983,3444,247.404,-0.433884,-0.900969,5,2015-04-03
2214,92,6,42.02,3888,270.295,-0.433884,-0.900969,6,2015-04-03
2215,92,7,43.89,4426,306.19,-0.433884,-0.900969,7,2015-04-03
2216,92,8,50.34,5157,369.509,-0.433884,-0.900969,8,2015-04-03
2217,92,9,42.0,5515,405.744,-0.433884,-0.900969,9,2015-04-03
2218,92,10,20.47,5647,419.675,-0.433884,-0.900969,10,2015-04-03
2219,92,11,10.0,5702,425.957,-0.433884,-0.900969,11,2015-04-03
2220,92,12,34.13171,5497,417.067,-0.433884,-0.900969,12,2015-04-03
2221,92,13,7.98989,5336,401.226,-0.433884,-0.900969,13,2015-04-03
2222,92,14,1.1,5256,370.793,-0.433884,-0.900969,14,2015-04-03
2223,92,15,10.0,5089,326.353,-0.433884,-0.900969,15,2015-04-03
2224,92,16,33.35,5234,274.345,-0.433884,-0.900969,16,2015-04-03
2225,92,17,42.53,5088,223.643,-0.433884,-0.900969,17,2015-04-03
2226,92,18,47.46,5044,175.022,-0.433884,-0.900969,18,2015-04-03
2227,92,19,53.76,5560,129.458,-0.433884,-0.900969,19,2015-04-03
2228,92,20,56.94,5757,95.793,-0.433884,-0.900969,20,2015-04-03
2229,92,21,53.64,5335,70.283,-0.433884,-0.900969,21,2015-04-03
2230,92,22,54.53,4921,56.194,-0.433884,-0.900969,22,2015-04-03
2231,92,23,52.82097,4277,48.904,-0.433884,-0.900969,23,2015-04-03
2232,93,0,56.5,4286,43.45,-0.974928,-0.222521,0,2015-04-04
2233,93,1,53.98,3918,39.252,-0.974928,-0.222521,1,2015-04-04
2234,93,2,50.82,3652,27.384,-0.974928,-0.222521,2,2015-04-04
2235,93,3,50.7,3575,36.072,-0.974928,-0.222521,3,2015-04-04
2236,93,4,51.23,3545,42.728,-0.974928,-0.222521,4,2015-04-04
2237,93,5,51.23,3708,67.19,-0.974928,-0.222521,5,2015-04-04
2238,93,6,52.01,3914,80.402,-0.974928,-0.222521,6,2015-04-04
2239,93,7,52.71,4436,94.179,-0.974928,-0.222521,7,2015-04-04
2240,93,8,53.0,5003,109.211,-0.974928,-0.222521,8,2015-04-04
2241,93,9,52.14,5332,124.706,-0.974928,-0.222521,9,2015-04-04
2242,93,10,50.0,5386,169.426,-0.974928,-0.222521,10,2015-04-04
2243,93,11,47.75,5386,221.866,-0.974928,-0.222521,11,2015-04-04
2244,93,12,47.22,5438,274.515,-0.974928,-0.222521,12,2015-04-04
2245,93,13,44.98,5227,318.63,-0.974928,-0.222521,13,2015-04-04
2246,93,14,42.69,5014,352.564,-0.974928,-0.222521,14,2015-04-04
2247,93,15,42.69,4958,377.803,-0.974928,-0.222521,15,2015-04-04
2248,93,16,44.75,4868,406.432,-0.974928,-0.222521,16,2015-04-04
2249,93,17,45.75,4752,432.619,-0.974928,-0.222521,17,2015-04-04
2250,93,18,52.0,4900,446.885,-0.974928,-0.222521,18,2015-04-04
2251,93,19,56.24,5441,463.252,-0.974928,-0.222521,19,2015-04-04
2252,93,20,63.13908,5864,493.554,-0.974928,-0.222521,20,2015-04-04
2253,93,21,54.72662,5401,530.504,-0.974928,-0.222521,21,2015-04-04
2254,93,22,56.23,4969,557.342,-0.974928,-0.222521,22,2015-04-04
2255,93,23,48.0,4484,558.85,-0.974928,-0.222521,23,2015-04-04
2256,94,0,52.0,3440,668.008,-0.781831,0.62349,0,2015-04-05
2257,94,1,39.07,3105,642.631,-0.781831,0.62349,1,2015-04-05
2258,94,2,33.51,2913,599.194,-0.781831,0.62349,2,2015-04-05
2259,94,3,31.44,2794,548.218,-0.781831,0.62349,3,2015-04-05
2260,94,4,38.29,2809,495.282,-0.781831,0.62349,4,2015-04-05
2261,94,5,33.51,2890,434.596,-0.781831,0.62349,5,2015-04-05
2262,94,6,33.51,3025,371.281,-0.781831,0.62349,6,2015-04-05
2263,94,7,39.49,3156,308.689,-0.781831,0.62349,7,2015-04-05
2264,94,8,41.87,3573,273.874,-0.781831,0.62349,8,2015-04-05
2265,94,9,38.57,3995,233.778,-0.781831,0.62349,9,2015-04-05
2266,94,10,38.31,4295,224.65,-0.781831,0.62349,10,2015-04-05
2267,94,11,37.38,4482,219.191,-0.781831,0.62349,11,2015-04-05
2268,94,12,27.64,4403,224.856,-0.781831,0.62349,12,2015-04-05
2269,94,13,9.99,3823,234.408,-0.781831,0.62349,13,2015-04-05
2270,94,14,0.0,3481,264.899,-0.781831,0.62349,14,2015-04-05
2271,94,15,2.0,3479,273.929,-0.781831,0.62349,15,2015-04-05
2272,94,16,9.90923,3373,261.553,-0.781831,0.62349,16,2015-04-05
2273,94,17,20.0,3306,273.569,-0.781831,0.62349,17,2015-04-05
2274,94,18,38.44,3313,306.646,-0.781831,0.62349,18,2015-04-05
2275,94,19,51.78751,3665,330.402,-0.781831,0.62349,19,2015-04-05
2276,94,20,63.67,4026,348.709,-0.781831,0.62349,20,2015-04-05
2277,94,21,58.0,3920,364.079,-0.781831,0.62349,21,2015-04-05
2278,94,22,59.58,3635,379.061,-0.781831,0.62349,22,2015-04-05
2279,94,23,50.99,3294,411.162,-0.781831,0.62349,23,2015-04-05
2280,95,0,39.07,3450,481.731,0.0,1.0,0,2015-04-06
2281,95,1,31.39,3157,508.557,0.0,1.0,1,2015-04-06
2282,95,2,21.44,3007,532.948,0.0,1.0,2,2015-04-06
2283,95,3,17.92,2953,552.266,0.0,1.0,3,2015-04-06
2284,95,4,12.10184,2930,562.828,0.0,1.0,4,2015-04-06
2285,95,5,19.65,3040,577.767,0.0,1.0,5,2015-04-06
2286,95,6,20.0,3092,587.146,0.0,1.0,6,2015-04-06
2287,95,7,10.79,3127,596.382,0.0,1.0,7,2015-04-06
2288,95,8,9.0,3538,611.867,0.0,1.0,8,2015-04-06
2289,95,9,9.99,3908,631.626,0.0,1.0,9,2015-04-06
2290,95,10,0.0,4061,648.978,0.0,1.0,10,2015-04-06
2291,95,11,0.0,4141,659.416,0.0,1.0,11,2015-04-06
2292,95,12,0.0,4133,666.311,0.0,1.0,12,2015-04-06
2293,95,13,0.0,3874,674.888,0.0,1.0,13,2015-04-06
2294,95,14,0.0,3572,684.483,0.0,1.0,14,2015-04-06
2295,95,15,0.0,3443,687.996,0.0,1.0,15,2015-04-06
2296,95,16,0.0,3403,685.331,0.0,1.0,16,2015-04-06
2297,95,17,0.0,3345,671.255,0.0,1.0,17,2015-04-06
2298,95,18,25.0,3360,647.681,0.0,1.0,18,2015-04-06
2299,95,19,47.07,3873,620.636,0.0,1.0,19,2015-04-06
2300,95,20,64.29,4486,600.365,0.0,1.0,20,2015-04-06
2301,95,21,51.75,4386,589.434,0.0,1.0,21,2015-04-06
2302,95,22,48.0,4017,582.108,0.0,1.0,22,2015-04-06
2303,95,23,39.38,3540,585.612,0.0,1.0,23,2015-04-06
2304,96,0,47.58,3106,601.936,0.781831,0.62349,0,2015-04-07
2305,96,1,36.98,2811,602.936,0.781831,0.62349,1,2015-04-07
2306,96,2,29.29,2716,608.67,0.781831,0.62349,2,2015-04-07
2307,96,3,29.29,2694,611.685,0.781831,0.62349,3,2015-04-07
2308,96,4,31.9,2798,574.888,0.781831,0.62349,4,2015-04-07
2309,96,5,36.68,3120,571.08,0.781831,0.62349,5,2015-04-07
2310,96,6,36.98,3705,559.273,0.781831,0.62349,6,2015-04-07
2311,96,7,42.69,4227,556.386,0.781831,0.62349,7,2015-04-07
2312,96,8,51.75,5091,633.888,0.781831,0.62349,8,2015-04-07
2313,96,9,48.68,5621,662.939,0.781831,0.62349,9,2015-04-07
2314,96,10,45.23,5799,681.811,0.781831,0.62349,10,2015-04-07
2315,96,11,10.0,5901,698.614,0.781831,0.62349,11,2015-04-07
2316,96,12,19.93,5901,702.622,0.781831,0.62349,12,2015-04-07
2317,96,13,10.0,5714,702.969,0.781831,0.62349,13,2015-04-07
2318,96,14,10.0,5555,711.007,0.781831,0.62349,14,2015-04-07
2319,96,15,20.0,5497,715.963,0.781831,0.62349,15,2015-04-07
2320,96,16,10.0,5536,725.657,0.781831,0.62349,16,2015-04-07
2321,96,17,43.68,5279,730.182,0.781831,0.62349,17,2015-04-07
2322,96,18,50.0,5167,722.732,0.781831,0.62349,18,2015-04-07
2323,96,19,56.0,5595,717.183,0.781831,0.62349,19,2015-04-07
2324,96,20,62.12,5952,721.289,0.781831,0.62349,20,2015-04-07
2325,96,21,59.49254,5554,715.561,0.781831,0.62349,21,2015-04-07
2326,96,22,60.64061,5180,705.11,0.781831,0.62349,22,2015-04-07
2327,96,23,52.88,4573,686.284,0.781831,0.62349,23,2015-04-07
2328,97,0,43.0,3613,737.245,0.974928,-0.222521,0,2015-04-08
2329,97,1,38.75,3205,719.951,0.974928,-0.222521,1,2015-04-08
2330,97,2,36.68,3059,713.96,0.974928,-0.222521,2,2015-04-08
2331,97,3,25.01,2989,710.931,0.974928,-0.222521,3,2015-04-08
2332,97,4,28.98466,3084,705.061,0.974928,-0.222521,4,2015-04-08
2333,97,5,36.68,3308,702.103,0.974928,-0.222521,5,2015-04-08
2334,97,6,36.98,3855,679.364,0.974928,-0.222521,6,2015-04-08
2335,97,7,41.75,4556,686.651,0.974928,-0.222521,7,2015-04-08
2336,97,8,49.68,5195,728.501,0.974928,-0.222521,8,2015-04-08
2337,97,9,11.0,5615,752.97,0.974928,-0.222521,9,2015-04-08
2338,97,10,6.0,5813,768.161,0.974928,-0.222521,10,2015-04-08
2339,97,11,5.01,5931,777.958,0.974928,-0.222521,11,2015-04-08
2340,97,12,25.01,5890,779.016,0.974928,-0.222521,12,2015-04-08
2341,97,13,10.79,5670,777.374,0.974928,-0.222521,13,2015-04-08
2342,97,14,10.79,5569,776.493,0.974928,-0.222521,14,2015-04-08
2343,97,15,20.0,5506,770.909,0.974928,-0.222521,15,2015-04-08
2344,97,16,43.98,5583,752.381,0.974928,-0.222521,16,2015-04-08
2345,97,17,45.75,5396,721.714,0.974928,-0.222521,17,2015-04-08
2346,97,18,53.01,5297,688.356,0.974928,-0.222521,18,2015-04-08
2347,97,19,59.0,5661,653.651,0.974928,-0.222521,19,2015-04-08
2348,97,20,62.48,5903,637.392,0.974928,-0.222521,20,2015-04-08
2349,97,21,58.99,5516,635.065,0.974928,-0.222521,21,2015-04-08
2350,97,22,57.42,5020,622.121,0.974928,-0.222521,22,2015-04-08
2351,97,23,52.11,4414,613.135,0.974928,-0.222521,23,2015-04-08
2352,98,0,50.0,4209,631.18,0.433884,-0.900969,0,2015-04-09
2353,98,1,42.9,3833,611.599,0.433884,-0.900969,1,2015-04-09
2354,98,2,40.62894,3702,597.878,0.433884,-0.900969,2,2015-04-09
2355,98,3,36.98,3586,589.104,0.433884,-0.900969,3,2015-04-09
2356,98,4,38.75,3688,586.354,0.433884,-0.900969,4,2015-04-09
2357,98,5,41.75,3934,600.028,0.433884,-0.900969,5,2015-04-09
2358,98,6,53.09,4293,621.431,0.433884,-0.900969,6,2015-04-09
2359,98,7,59.33,4853,638.652,0.433884,-0.900969,7,2015-04-09
2360,98,8,59.33,5663,656.897,0.433884,-0.900969,8,2015-04-09
2361,98,9,58.99,6103,656.736,0.433884,-0.900969,9,2015-04-09
2362,98,10,46.68,6089,652.917,0.433884,-0.900969,10,2015-04-09
2363,98,11,27.51,6047,649.626,0.433884,-0.900969,11,2015-04-09
2364,98,12,20.0,5823,634.691,0.433884,-0.900969,12,2015-04-09
2365,98,13,10.0,5602,611.177,0.433884,-0.900969,13,2015-04-09
2366,98,14,10.0,5600,590.513,0.433884,-0.900969,14,2015-04-09
2367,98,15,27.51,5594,565.095,0.433884,-0.900969,15,2015-04-09
2368,98,16,35.07,5516,525.564,0.433884,-0.900969,16,2015-04-09
2369,98,17,43.68,5306,477.372,0.433884,-0.900969,17,2015-04-09
2370,98,18,52.11,4997,420.288,0.433884,-0.900969,18,2015-04-09
2371,98,19,56.19,5376,359.267,0.433884,-0.900969,19,2015-04-09
2372,98,20,64.99,5720,317.31,0.433884,-0.900969,20,2015-04-09
2373,98,21,57.85,5359,283.6,0.433884,-0.900969,21,2015-04-09
2374,98,22,55.0,4807,253.17,0.433884,-0.900969,22,2015-04-09
2375,98,23,50.82,4334,210.222,0.433884,-0.900969,23,2015-04-09
2376,99,0,47.69588,4378,102.052,-0.433884,-0.900969,0,2015-04-10
2377,99,1,42.34413,4014,71.462,-0.433884,-0.900969,1,2015-04-10
2378,99,2,40.37527,3848,51.948,-0.433884,-0.900969,2,2015-04-10
2379,99,3,36.98,3741,34.932,-0.433884,-0.900969,3,2015-04-10
2380,99,4,38.7,3772,24.799,-0.433884,-0.900969,4,2015-04-10
2381,99,5,41.79391,3967,22.313,-0.433884,-0.900969,5,2015-04-10
2382,99,6,51.6,4434,20.448,-0.433884,-0.900969,6,2015-04-10
2383,99,7,57.3,5286,17.909,-0.433884,-0.900969,7,2015-04-10
2384,99,8,61.6,6066,14.88,-0.433884,-0.900969,8,2015-04-10
2385,99,9,60.99,6457,13.776,-0.433884,-0.900969,9,2015-04-10
2386,99,10,50.23109,6520,13.326,-0.433884,-0.900969,10,2015-04-10
2387,99,11,45.98,6586,13.186,-0.433884,-0.900969,11,2015-04-10
2388,99,12,43.15,6309,35.095,-0.433884,-0.900969,12,2015-04-10
2389,99,13,34.85,5994,46.08,-0.433884,-0.900969,13,2015-04-10
2390,99,14,38.01,6187,65.881,-0.433884,-0.900969,14,2015-04-10
2391,99,15,40.41946,6349,83.184,-0.433884,-0.900969,15,2015-04-10
2392,99,16,43.68,6384,87.719,-0.433884,-0.900969,16,2015-04-10
2393,99,17,45.75,6244,95.115,-0.433884,-0.900969,17,2015-04-10
2394,99,18,48.30172,5900,103.613,-0.433884,-0.900969,18,2015-04-10
2395,99,19,53.36,6460,118.066,-0.433884,-0.900969,19,2015-04-10
2396,99,20,58.33151,6797,133.383,-0.433884,-0.900969,20,2015-04-10
2397,99,21,52.0,6372,148.803,-0.433884,-0.900969,21,2015-04-10
2398,99,22,56.03,5706,161.797,-0.433884,-0.900969,22,2015-04-10
2399,99,23,52.0,5017,180.335,-0.433884,-0.900969,23,2015-04-10
2400,100,0,51.07,4543,274.427,-0.974928,-0.222521,0,2015-04-11
2401,100,1,45.68,4121,292.98,-0.974928,-0.222521,1,2015-04-11
2402,100,2,43.88,3870,301.759,-0.974928,-0.222521,2,2015-04-11
2403,100,3,42.16,3707,306.744,-0.974928,-0.222521,3,2015-04-11
2404,100,4,43.88,3679,312.355,-0.974928,-0.222521,4,2015-04-11
2405,100,5,43.34,3754,311.02,-0.974928,-0.222521,5,2015-04-11
2406,100,6,43.88,3940,299.045,-0.974928,-0.222521,6,2015-04-11
2407,100,7,54.99,4472,284.843,-0.974928,-0.222521,7,2015-04-11
2408,100,8,68.0,5122,260.805,-0.974928,-0.222521,8,2015-04-11
2409,100,9,75.01,5579,242.34,-0.974928,-0.222521,9,2015-04-11
2410,100,10,63.21,5559,220.496,-0.974928,-0.222521,10,2015-04-11
2411,100,11,49.69,5511,228.67,-0.974928,-0.222521,11,2015-04-11
2412,100,12,44.72,5346,244.889,-0.974928,-0.222521,12,2015-04-11
2413,100,13,35.24,5064,262.11,-0.974928,-0.222521,13,2015-04-11
2414,100,14,35.35,5150,274.211,-0.974928,-0.222521,14,2015-04-11
2415,100,15,35.35,5217,277.14,-0.974928,-0.222521,15,2015-04-11
2416,100,16,44.27,5246,272.681,-0.974928,-0.222521,16,2015-04-11
2417,100,17,50.64,5292,264.617,-0.974928,-0.222521,17,2015-04-11
2418,100,18,52.98,5172,255.959,-0.974928,-0.222521,18,2015-04-11
2419,100,19,60.0,5663,238.448,-0.974928,-0.222521,19,2015-04-11
2420,100,20,62.06,6128,208.439,-0.974928,-0.222521,20,2015-04-11
2421,100,21,56.68,5729,131.808,-0.974928,-0.222521,21,2015-04-11
2422,100,22,57.17,5251,110.484,-0.974928,-0.222521,22,2015-04-11
2423,100,23,55.04427,4744,87.826,-0.974928,-0.222521,23,2015-04-11
2424,101,0,51.08,4175,65.486,-0.781831,0.62349,0,2015-04-12
2425,101,1,48.91,3777,58.774,-0.781831,0.62349,1,2015-04-12
2426,101,2,46.29,3693,58.608,-0.781831,0.62349,2,2015-04-12
2427,101,3,42.95,3615,58.289,-0.781831,0.62349,3,2015-04-12
2428,101,4,45.47127,3471,66.84,-0.781831,0.62349,4,2015-04-12
2429,101,5,50.0,3509,81.7,-0.781831,0.62349,5,2015-04-12
2430,101,6,49.18232,3559,100.934,-0.781831,0.62349,6,2015-04-12
2431,101,7,44.92,3565,124.88,-0.781831,0.62349,7,2015-04-12
2432,101,8,47.0,4186,131.263,-0.781831,0.62349,8,2015-04-12
2433,101,9,46.92,4542,144.094,-0.781831,0.62349,9,2015-04-12
2434,101,10,41.88,4586,152.249,-0.781831,0.62349,10,2015-04-12
2435,101,11,32.74,4573,158.3,-0.781831,0.62349,11,2015-04-12
2436,101,12,30.52,4555,161.21,-0.781831,0.62349,12,2015-04-12
2437,101,13,18.9,4373,159.795,-0.781831,0.62349,13,2015-04-12
2438,101,14,10.0,4119,163.899,-0.781831,0.62349,14,2015-04-12
2439,101,15,17.25,4122,167.269,-0.781831,0.62349,15,2015-04-12
2440,101,16,32.74,4098,164.695,-0.781831,0.62349,16,2015-04-12
2441,101,17,41.0,4119,151.962,-0.781831,0.62349,17,2015-04-12
2442,101,18,44.64,4276,132.499,-0.781831,0.62349,18,2015-04-12
2443,101,19,56.78,4863,118.313,-0.781831,0.62349,19,2015-04-12
2444,101,20,68.0,5326,103.727,-0.781831,0.62349,20,2015-04-12
2445,101,21,60.99,5181,97.184,-0.781831,0.62349,21,2015-04-12
2446,101,22,59.33,4951,102.411,-0.781831,0.62349,22,2015-04-12
2447,101,23,54.42779,4318,123.545,-0.781831,0.62349,23,2015-04-12
2448,102,0,50.46,3749,146.151,0.0,1.0,0,2015-04-13
2449,102,1,50.45,3338,147.325,0.0,1.0,1,2015-04-13
2450,102,2,45.9,3114,145.637,0.0,1.0,2,2015-04-13
2451,102,3,45.21,3039,151.463,0.0,1.0,3,2015-04-13
2452,102,4,49.8,3068,157.974,0.0,1.0,4,2015-04-13
2453,102,5,46.29,3344,168.034,0.0,1.0,5,2015-04-13
2454,102,6,53.089,3881,175.741,0.0,1.0,6,2015-04-13
2455,102,7,60.0,4721,176.041,0.0,1.0,7,2015-04-13
2456,102,8,69.99,5243,155.871,0.0,1.0,8,2015-04-13
2457,102,9,62.66,5524,129.88,0.0,1.0,9,2015-04-13
2458,102,10,57.48,5858,109.776,0.0,1.0,10,2015-04-13
2459,102,11,46.0,5799,103.963,0.0,1.0,11,2015-04-13
2460,102,12,42.0,5727,110.53,0.0,1.0,12,2015-04-13
2461,102,13,40.0,5602,111.587,0.0,1.0,13,2015-04-13
2462,102,14,42.0,5455,111.293,0.0,1.0,14,2015-04-13
2463,102,15,42.0,5278,112.823,0.0,1.0,15,2015-04-13
2464,102,16,42.72,5221,105.012,0.0,1.0,16,2015-04-13
2465,102,17,49.31037,5252,84.205,0.0,1.0,17,2015-04-13
2466,102,18,51.41,5253,60.892,0.0,1.0,18,2015-04-13
2467,102,19,56.95,5718,34.378,0.0,1.0,19,2015-04-13
2468,102,20,69.99,5958,21.464,0.0,1.0,20,2015-04-13
2469,102,21,60.69,5619,21.489,0.0,1.0,21,2015-04-13
2470,102,22,55.32,5091,30.964,0.0,1.0,22,2015-04-13
2471,102,23,50.36,4480,37.644,0.0,1.0,23,2015-04-13
2472,103,0,44.96,4283,29.812,0.781831,0.62349,0,2015-04-14
2473,103,1,42.34,3844,35.903,0.781831,0.62349,1,2015-04-14
2474,103,2,41.0,3615,42.131,0.781831,0.62349,2,2015-04-14
2475,103,3,40.37,3535,59.046,0.781831,0.62349,3,2015-04-14
2476,103,4,42.34,3598,64.775,0.781831,0.62349,4,2015-04-14
2477,103,5,42.34,3860,67.766,0.781831,0.62349,5,2015-04-14
2478,103,6,48.99,4145,57.439,0.781831,0.62349,6,2015-04-14
2479,103,7,55.0,4860,56.162,0.781831,0.62349,7,2015-04-14
2480,103,8,60.59,5384,47.583,0.781831,0.62349,8,2015-04-14
2481,103,9,55.0,5558,40.32,0.781831,0.62349,9,2015-04-14
2482,103,10,52.99153,5877,47.827,0.781831,0.62349,10,2015-04-14
2483,103,11,51.49,6002,56.813,0.781831,0.62349,11,2015-04-14
2484,103,12,45.01,5932,80.342,0.781831,0.62349,12,2015-04-14
2485,103,13,42.0,5767,95.954,0.781831,0.62349,13,2015-04-14
2486,103,14,44.01195,5672,110.792,0.781831,0.62349,14,2015-04-14
2487,103,15,43.69,5590,124.157,0.781831,0.62349,15,2015-04-14
2488,103,16,43.74,5722,133.685,0.781831,0.62349,16,2015-04-14
2489,103,17,47.42,5522,132.284,0.781831,0.62349,17,2015-04-14
2490,103,18,50.64,5453,114.6,0.781831,0.62349,18,2015-04-14
2491,103,19,55.05,5999,111.761,0.781831,0.62349,19,2015-04-14
2492,103,20,65.58,6560,116.797,0.781831,0.62349,20,2015-04-14
2493,103,21,55.0,6146,137.945,0.781831,0.62349,21,2015-04-14
2494,103,22,50.94,5596,156.248,0.781831,0.62349,22,2015-04-14
2495,103,23,45.7,4892,167.361,0.781831,0.62349,23,2015-04-14
2496,104,0,42.53345,3991,123.328,0.974928,-0.222521,0,2015-04-15
2497,104,1,41.84,3591,128.438,0.974928,-0.222521,1,2015-04-15
2498,104,2,41.0,3388,122.838,0.974928,-0.222521,2,2015-04-15
2499,104,3,40.74,3364,111.972,0.974928,-0.222521,3,2015-04-15
2500,104,4,40.24,3426,101.906,0.974928,-0.222521,4,2015-04-15
2501,104,5,41.0,3667,83.367,0.974928,-0.222521,5,2015-04-15
2502,104,6,44.66,4198,73.237,0.974928,-0.222521,6,2015-04-15
2503,104,7,50.0,5033,70.703,0.974928,-0.222521,7,2015-04-15
2504,104,8,50.01,5781,74.519,0.974928,-0.222521,8,2015-04-15
2505,104,9,42.91,6220,81.594,0.974928,-0.222521,9,2015-04-15
2506,104,10,40.01,6286,91.852,0.974928,-0.222521,10,2015-04-15
2507,104,11,35.02,6216,96.137,0.974928,-0.222521,11,2015-04-15
2508,104,12,38.72,6005,97.36,0.974928,-0.222521,12,2015-04-15
2509,104,13,10.0,5840,94.436,0.974928,-0.222521,13,2015-04-15
2510,104,14,30.0,5882,88.669,0.974928,-0.222521,14,2015-04-15
2511,104,15,40.0,5807,82.425,0.974928,-0.222521,15,2015-04-15
2512,104,16,42.11,5625,71.222,0.974928,-0.222521,16,2015-04-15
2513,104,17,50.12,5709,57.65,0.974928,-0.222521,17,2015-04-15
2514,104,18,53.63,5788,37.129,0.974928,-0.222521,18,2015-04-15
2515,104,19,56.0,6150,21.55,0.974928,-0.222521,19,2015-04-15
2516,104,20,87.64411,6654,21.698,0.974928,-0.222521,20,2015-04-15
2517,104,21,68.55,6322,26.154,0.974928,-0.222521,21,2015-04-15
2518,104,22,57.27,5714,43.535,0.974928,-0.222521,22,2015-04-15
2519,104,23,50.29,5068,61.737,0.974928,-0.222521,23,2015-04-15
2520,105,0,43.69788,4076,69.751,0.433884,-0.900969,0,2015-04-16
2521,105,1,43.88,3698,86.572,0.433884,-0.900969,1,2015-04-16
2522,105,2,42.16,3471,121.272,0.433884,-0.900969,2,2015-04-16
2523,105,3,39.8,3367,139.188,0.433884,-0.900969,3,2015-04-16
2524,105,4,40.87,3395,153.272,0.433884,-0.900969,4,2015-04-16
2525,105,5,42.16,3628,162.186,0.433884,-0.900969,5,2015-04-16
2526,105,6,49.94019,4160,160.045,0.433884,-0.900969,6,2015-04-16
2527,105,7,53.98,5038,151.813,0.433884,-0.900969,7,2015-04-16
2528,105,8,51.79,5744,130.484,0.433884,-0.900969,8,2015-04-16
2529,105,9,52.44,6147,91.495,0.433884,-0.900969,9,2015-04-16
2530,105,10,43.43,6160,101.103,0.433884,-0.900969,10,2015-04-16
2531,105,11,41.0,5999,100.116,0.433884,-0.900969,11,2015-04-16
2532,105,12,33.85,5926,117.064,0.433884,-0.900969,12,2015-04-16
2533,105,13,33.85,5655,132.939,0.433884,-0.900969,13,2015-04-16
2534,105,14,36.67,5747,158.507,0.433884,-0.900969,14,2015-04-16
2535,105,15,41.0,5754,182.739,0.433884,-0.900969,15,2015-04-16
2536,105,16,51.01,5868,208.785,0.433884,-0.900969,16,2015-04-16
2537,105,17,52.01,5622,233.053,0.433884,-0.900969,17,2015-04-16
2538,105,18,53.01,5536,255.81,0.433884,-0.900969,18,2015-04-16
2539,105,19,54.92,5958,277.388,0.433884,-0.900969,19,2015-04-16
2540,105,20,76.23,6285,281.25,0.433884,-0.900969,20,2015-04-16
2541,105,21,58.05,5825,277.388,0.433884,-0.900969,21,2015-04-16
2542,105,22,51.3,5251,280.477,0.433884,-0.900969,22,2015-04-16
2543,105,23,45.3,4623,310.357,0.433884,-0.900969,23,2015-04-16
2544,106,0,42.95211,4140,298.143,-0.433884,-0.900969,0,2015-04-17
2545,106,1,42.0,3728,335.538,-0.433884,-0.900969,1,2015-04-17
2546,106,2,39.29,3503,369.811,-0.433884,-0.900969,2,2015-04-17
2547,106,3,36.72,3449,392.762,-0.433884,-0.900969,3,2015-04-17
2548,106,4,34.75,3464,410.663,-0.433884,-0.900969,4,2015-04-17
2549,106,5,37.51,3688,429.986,-0.433884,-0.900969,5,2015-04-17
2550,106,6,42.84,4260,430.841,-0.433884,-0.900969,6,2015-04-17
2551,106,7,45.34,5034,411.913,-0.433884,-0.900969,7,2015-04-17
2552,106,8,50.01,5511,273.67,-0.433884,-0.900969,8,2015-04-17
2553,106,9,49.01,5519,215.225,-0.433884,-0.900969,9,2015-04-17
2554,106,10,37.28,5901,174.373,-0.433884,-0.900969,10,2015-04-17
2555,106,11,36.54,5975,180.493,-0.433884,-0.900969,11,2015-04-17
2556,106,12,35.74,5805,259.741,-0.433884,-0.900969,12,2015-04-17
2557,106,13,32.33,5597,367.102,-0.433884,-0.900969,13,2015-04-17
2558,106,14,20.0,5346,453.215,-0.433884,-0.900969,14,2015-04-17
2559,106,15,32.0,5187,468.196,-0.433884,-0.900969,15,2015-04-17
2560,106,16,41.0,5115,463.003,-0.433884,-0.900969,16,2015-04-17
2561,106,17,46.4258,5110,444.04,-0.433884,-0.900969,17,2015-04-17
2562,106,18,46.89,5000,426.031,-0.433884,-0.900969,18,2015-04-17
2563,106,19,49.92,5400,422.262,-0.433884,-0.900969,19,2015-04-17
