IDX__global,IDX__step,IDX__sub_step,TARG__MGP_SICI,FUTU__D_SICI,FUTU__WIND_SICI,CONST__wd_sin,CONST__wd_cos,Hour,Date
9480,395,0,49.14,1809.0,142.711,-0.781831,0.62349,0,2016-01-31
9481,395,1,35.0,1620.0,171.56,-0.781831,0.62349,1,2016-01-31
9482,395,2,27.66,1492.0,203.454,-0.781831,0.62349,2,2016-01-31
9483,395,3,27.66,1422.0,241.179,-0.781831,0.62349,3,2016-01-31
9484,395,4,27.66,1378.0,261.377,-0.781831,0.62349,4,2016-01-31
9485,395,5,27.66,1401.0,269.865,-0.781831,0.62349,5,2016-01-31
9486,395,6,27.66,1465.0,285.556,-0.781831,0.62349,6,2016-01-31
9487,395,7,35.0,1518.0,310.379,-0.781831,0.62349,7,2016-01-31
9488,395,8,49.14,1764.0,352.693,-0.781831,0.62349,8,2016-01-31
9489,395,9,49.14,1999.0,388.013,-0.781831,0.62349,9,2016-01-31
9490,395,10,49.14,2086.0,381.316,-0.781831,0.62349,10,2016-01-31
9491,395,11,49.14,2116.0,368.159,-0.781831,0.62349,11,2016-01-31
9492,395,12,49.14,2102.0,370.168,-0.781831,0.62349,12,2016-01-31
9493,395,13,35.0,1921.0,385.461,-0.781831,0.62349,13,2016-01-31
9494,395,14,35.0,1791.0,403.394,-0.781831,0.62349,14,2016-01-31
9495,395,15,35.0,1850.0,415.973,-0.781831,0.62349,15,2016-01-31
9496,395,16,49.14,1907.0,453.381,-0.781831,0.62349,16,2016-01-31
9497,395,17,53.39,2076.0,496.951,-0.781831,0.62349,17,2016-01-31
9498,395,18,55.11,2308.0,519.113,-0.781831,0.62349,18,2016-01-31
9499,395,19,55.11,2389.0,513.86,-0.781831,0.62349,19,2016-01-31
9500,395,20,55.11,2457.0,499.308,-0.781831,0.62349,20,2016-01-31
9501,395,21,55.11,2360.0,495.168,-0.781831,0.62349,21,2016-01-31
9502,395,22,53.39,2173.0,523.292,-0.781831,0.62349,22,2016-01-31
9503,395,23,31.59,1905.0,563.688,-0.781831,0.62349,23,2016-01-31
9504,396,0,28.46,1641.0,665.006,0.0,1.0,0,2016-02-01
9505,396,1,25.22,1461.0,657.901,0.0,1.0,1,2016-02-01
9506,396,2,22.24,1358.0,632.869,0.0,1.0,2,2016-02-01
9507,396,3,26.25,1315.0,591.982,0.0,1.0,3,2016-02-01
9508,396,4,27.38,1321.0,531.17,0.0,1.0,4,2016-02-01
9509,396,5,33.53,1418.0,460.958,0.0,1.0,5,2016-02-01
9510,396,6,42.75,1662.0,385.693,0.0,1.0,6,2016-02-01
9511,396,7,54.39,2002.0,314.814,0.0,1.0,7,2016-02-01
9512,396,8,54.39,2199.0,258.803,0.0,1.0,8,2016-02-01
9513,396,9,54.39,2227.0,214.244,0.0,1.0,9,2016-02-01
9514,396,10,49.99,2148.0,173.218,0.0,1.0,10,2016-02-01
9515,396,11,41.99,2002.0,145.938,0.0,1.0,11,2016-02-01
9516,396,12,39.99,1911.0,127.341,0.0,1.0,12,2016-02-01
9517,396,13,40.0,1897.0,106.004,0.0,1.0,13,2016-02-01
9518,396,14,45.99,2075.0,92.304,0.0,1.0,14,2016-02-01
9519,396,15,54.39,2159.0,76.213,0.0,1.0,15,2016-02-01
9520,396,16,54.52,2266.0,74.241,0.0,1.0,16,2016-02-01
9521,396,17,55.17,2426.0,63.43,0.0,1.0,17,2016-02-01
9522,396,18,55.17,2665.0,49.948,0.0,1.0,18,2016-02-01
9523,396,19,93.39,2739.0,47.793,0.0,1.0,19,2016-02-01
9524,396,20,55.17,2726.0,45.176,0.0,1.0,20,2016-02-01
9525,396,21,55.17,2553.0,52.863,0.0,1.0,21,2016-02-01
9526,396,22,54.52,2326.0,80.847,0.0,1.0,22,2016-02-01
9527,396,23,54.39,2021.0,90.675,0.0,1.0,23,2016-02-01
9528,397,0,54.39,1718.0,102.249,0.781831,0.62349,0,2016-02-02
9529,397,1,54.39,1527.0,102.706,0.781831,0.62349,1,2016-02-02
9530,397,2,54.39,1425.0,96.575,0.781831,0.62349,2,2016-02-02
9531,397,3,51.34,1389.0,91.304,0.781831,0.62349,3,2016-02-02
9532,397,4,51.34,1393.0,85.592,0.781831,0.62349,4,2016-02-02
9533,397,5,54.39,1495.0,74.803,0.781831,0.62349,5,2016-02-02
9534,397,6,54.39,1750.0,58.044,0.781831,0.62349,6,2016-02-02
9535,397,7,54.52,2102.0,59.407,0.781831,0.62349,7,2016-02-02
9536,397,8,54.39,2255.0,83.997,0.781831,0.62349,8,2016-02-02
9537,397,9,52.68,2285.0,89.065,0.781831,0.62349,9,2016-02-02
9538,397,10,44.99,2213.0,92.771,0.781831,0.62349,10,2016-02-02
9539,397,11,40.66,2081.0,93.804,0.781831,0.62349,11,2016-02-02
9540,397,12,38.04,1954.0,90.384,0.781831,0.62349,12,2016-02-02
9541,397,13,37.99,1885.0,102.053,0.781831,0.62349,13,2016-02-02
9542,397,14,39.5,1932.0,114.775,0.781831,0.62349,14,2016-02-02
9543,397,15,51.34,2064.0,124.374,0.781831,0.62349,15,2016-02-02
9544,397,16,54.39,2190.0,160.943,0.781831,0.62349,16,2016-02-02
9545,397,17,54.52,2342.0,169.21,0.781831,0.62349,17,2016-02-02
9546,397,18,55.17,2611.0,190.492,0.781831,0.62349,18,2016-02-02
9547,397,19,55.17,2711.0,197.19,0.781831,0.62349,19,2016-02-02
9548,397,20,55.17,2692.0,176.652,0.781831,0.62349,20,2016-02-02
9549,397,21,54.52,2541.0,184.164,0.781831,0.62349,21,2016-02-02
9550,397,22,54.39,2433.0,200.817,0.781831,0.62349,22,2016-02-02
9551,397,23,39.99,2005.0,216.402,0.781831,0.62349,23,2016-02-02
9552,398,0,51.34,1782.0,216.149,0.974928,-0.222521,0,2016-02-03
9553,398,1,37.99,1715.0,214.695,0.974928,-0.222521,1,2016-02-03
9554,398,2,35.99,1645.0,209.266,0.974928,-0.222521,2,2016-02-03
9555,398,3,30.0,1583.0,204.693,0.974928,-0.222521,3,2016-02-03
9556,398,4,35.0,1524.0,207.62,0.974928,-0.222521,4,2016-02-03
9557,398,5,44.79,1386.0,216.528,0.974928,-0.222521,5,2016-02-03
9558,398,6,52.68,1523.0,224.023,0.974928,-0.222521,6,2016-02-03
9559,398,7,54.39,1971.0,229.191,0.974928,-0.222521,7,2016-02-03
9560,398,8,54.39,2181.0,242.441,0.974928,-0.222521,8,2016-02-03
9561,398,9,52.68,2316.0,268.729,0.974928,-0.222521,9,2016-02-03
9562,398,10,35.0,2207.0,311.441,0.974928,-0.222521,10,2016-02-03
9563,398,11,33.91,2053.0,355.971,0.974928,-0.222521,11,2016-02-03
9564,398,12,28.46,1916.0,393.498,0.974928,-0.222521,12,2016-02-03
9565,398,13,24.82,1897.0,400.767,0.974928,-0.222521,13,2016-02-03
9566,398,14,26.6,2024.0,413.993,0.974928,-0.222521,14,2016-02-03
9567,398,15,26.6,2026.0,415.414,0.974928,-0.222521,15,2016-02-03
9568,398,16,37.66,2112.0,410.065,0.974928,-0.222521,16,2016-02-03
9569,398,17,54.39,2272.0,411.824,0.974928,-0.222521,17,2016-02-03
9570,398,18,54.52,2624.0,431.027,0.974928,-0.222521,18,2016-02-03
9571,398,19,55.17,2693.0,445.787,0.974928,-0.222521,19,2016-02-03
9572,398,20,54.52,2684.0,461.214,0.974928,-0.222521,20,2016-02-03
9573,398,21,54.39,2516.0,493.609,0.974928,-0.222521,21,2016-02-03
9574,398,22,54.39,2305.0,514.143,0.974928,-0.222521,22,2016-02-03
9575,398,23,32.63,1995.0,557.694,0.974928,-0.222521,23,2016-02-03
9576,399,0,38.0,1713.0,604.636,0.433884,-0.900969,0,2016-02-04
9577,399,1,27.76,1551.0,651.778,0.433884,-0.900969,1,2016-02-04
9578,399,2,25.63,1460.0,683.944,0.433884,-0.900969,2,2016-02-04
9579,399,3,25.06,1419.0,722.796,0.433884,-0.900969,3,2016-02-04
9580,399,4,26.59,1430.0,772.781,0.433884,-0.900969,4,2016-02-04
9581,399,5,29.12,1507.0,828.373,0.433884,-0.900969,5,2016-02-04
9582,399,6,36.81,1734.0,891.724,0.433884,-0.900969,6,2016-02-04
9583,399,7,51.34,2030.0,961.053,0.433884,-0.900969,7,2016-02-04
9584,399,8,44.33,2226.0,1016.069,0.433884,-0.900969,8,2016-02-04
9585,399,9,36.5,2243.0,1049.002,0.433884,-0.900969,9,2016-02-04
9586,399,10,34.12,2167.0,1085.779,0.433884,-0.900969,10,2016-02-04
9587,399,11,26.63,2036.0,1103.897,0.433884,-0.900969,11,2016-02-04
9588,399,12,18.33,1980.0,1107.824,0.433884,-0.900969,12,2016-02-04
9589,399,13,18.33,1942.0,1096.454,0.433884,-0.900969,13,2016-02-04
9590,399,14,26.63,1992.0,1083.383,0.433884,-0.900969,14,2016-02-04
9591,399,15,30.01,2168.0,1066.418,0.433884,-0.900969,15,2016-02-04
9592,399,16,38.91,2272.0,1050.703,0.433884,-0.900969,16,2016-02-04
9593,399,17,52.05,2408.0,1020.875,0.433884,-0.900969,17,2016-02-04
9594,399,18,54.39,2515.0,984.48,0.433884,-0.900969,18,2016-02-04
9595,399,19,54.39,2556.0,952.964,0.433884,-0.900969,19,2016-02-04
9596,399,20,54.39,2556.0,929.375,0.433884,-0.900969,20,2016-02-04
9597,399,21,54.39,2403.0,902.228,0.433884,-0.900969,21,2016-02-04
9598,399,22,54.39,2231.0,873.961,0.433884,-0.900969,22,2016-02-04
9599,399,23,33.99,2001.0,846.253,0.433884,-0.900969,23,2016-02-04
9600,400,0,26.6,1707.0,832.017,-0.433884,-0.900969,0,2016-02-05
9601,400,1,23.66,1553.0,810.752,-0.433884,-0.900969,1,2016-02-05
9602,400,2,20.0,1446.0,802.039,-0.433884,-0.900969,2,2016-02-05
9603,400,3,10.0,1427.0,787.314,-0.433884,-0.900969,3,2016-02-05
9604,400,4,19.99,1430.0,768.822,-0.433884,-0.900969,4,2016-02-05
9605,400,5,26.42,1501.0,734.504,-0.433884,-0.900969,5,2016-02-05
9606,400,6,35.0,1723.0,689.406,-0.433884,-0.900969,6,2016-02-05
9607,400,7,50.33,2057.0,648.656,-0.433884,-0.900969,7,2016-02-05
9608,400,8,51.34,2246.0,616.256,-0.433884,-0.900969,8,2016-02-05
9609,400,9,46.99,2326.0,604.284,-0.433884,-0.900969,9,2016-02-05
9610,400,10,37.5,2278.0,596.157,-0.433884,-0.900969,10,2016-02-05
9611,400,11,35.74,2149.0,587.611,-0.433884,-0.900969,11,2016-02-05
9612,400,12,28.9,2017.0,574.389,-0.433884,-0.900969,12,2016-02-05
9613,400,13,28.53,1995.0,544.846,-0.433884,-0.900969,13,2016-02-05
9614,400,14,31.92,1929.0,503.83,-0.433884,-0.900969,14,2016-02-05
9615,400,15,51.34,2067.0,461.118,-0.433884,-0.900969,15,2016-02-05
9616,400,16,54.39,2159.0,413.588,-0.433884,-0.900969,16,2016-02-05
9617,400,17,54.52,2336.0,359.759,-0.433884,-0.900969,17,2016-02-05
9618,400,18,55.17,2580.0,306.725,-0.433884,-0.900969,18,2016-02-05
9619,400,19,55.17,2684.0,250.012,-0.433884,-0.900969,19,2016-02-05
9620,400,20,55.17,2671.0,199.896,-0.433884,-0.900969,20,2016-02-05
9621,400,21,55.17,2515.0,153.942,-0.433884,-0.900969,21,2016-02-05
9622,400,22,54.52,2344.0,107.441,-0.433884,-0.900969,22,2016-02-05
9623,400,23,54.39,2060.0,72.929,-0.433884,-0.900969,23,2016-02-05
9624,401,0,52.05,1819.0,213.498,-0.974928,-0.222521,0,2016-02-06
9625,401,1,51.34,1544.0,187.522,-0.974928,-0.222521,1,2016-02-06
9626,401,2,51.34,1490.0,165.385,-0.974928,-0.222521,2,2016-02-06
9627,401,3,40.09,1496.0,155.299,-0.974928,-0.222521,3,2016-02-06
9628,401,4,38.67,1467.0,112.619,-0.974928,-0.222521,4,2016-02-06
9629,401,5,51.34,1597.0,91.682,-0.974928,-0.222521,5,2016-02-06
9630,401,6,52.05,1632.0,69.897,-0.974928,-0.222521,6,2016-02-06
9631,401,7,54.39,1799.0,48.02,-0.974928,-0.222521,7,2016-02-06
9632,401,8,54.39,2059.0,31.209,-0.974928,-0.222521,8,2016-02-06
9633,401,9,52.65,2220.0,37.957,-0.974928,-0.222521,9,2016-02-06
9634,401,10,52.05,2208.0,55.341,-0.974928,-0.222521,10,2016-02-06
9635,401,11,51.34,2108.0,70.981,-0.974928,-0.222521,11,2016-02-06
9636,401,12,40.43,2044.0,90.06,-0.974928,-0.222521,12,2016-02-06
9637,401,13,38.99,1979.0,102.518,-0.974928,-0.222521,13,2016-02-06
9638,401,14,51.34,1934.0,102.387,-0.974928,-0.222521,14,2016-02-06
9639,401,15,52.05,2007.0,103.374,-0.974928,-0.222521,15,2016-02-06
9640,401,16,54.39,2050.0,135.806,-0.974928,-0.222521,16,2016-02-06
9641,401,17,54.52,2297.0,179.472,-0.974928,-0.222521,17,2016-02-06
9642,401,18,55.17,2561.0,227.353,-0.974928,-0.222521,18,2016-02-06
9643,401,19,55.17,2636.0,269.532,-0.974928,-0.222521,19,2016-02-06
9644,401,20,55.17,2615.0,317.007,-0.974928,-0.222521,20,2016-02-06
9645,401,21,54.52,2439.0,399.054,-0.974928,-0.222521,21,2016-02-06
9646,401,22,54.39,2291.0,477.531,-0.974928,-0.222521,22,2016-02-06
9647,401,23,52.05,2036.0,530.67,-0.974928,-0.222521,23,2016-02-06
9648,402,0,51.34,1804.0,519.124,-0.781831,0.62349,0,2016-02-07
9649,402,1,32.96,1624.0,536.453,-0.781831,0.62349,1,2016-02-07
9650,402,2,30.6,1510.0,548.91,-0.781831,0.62349,2,2016-02-07
9651,402,3,27.89,1459.0,561.017,-0.781831,0.62349,3,2016-02-07
9652,402,4,27.26,1432.0,574.155,-0.781831,0.62349,4,2016-02-07
9653,402,5,27.26,1444.0,594.332,-0.781831,0.62349,5,2016-02-07
9654,402,6,28.5,1494.0,627.048,-0.781831,0.62349,6,2016-02-07
9655,402,7,32.5,1549.0,672.834,-0.781831,0.62349,7,2016-02-07
9656,402,8,35.0,1741.0,726.333,-0.781831,0.62349,8,2016-02-07
9657,402,9,47.03,1995.0,761.317,-0.781831,0.62349,9,2016-02-07
9658,402,10,43.99,2003.0,794.014,-0.781831,0.62349,10,2016-02-07
9659,402,11,38.44,1966.0,827.449,-0.781831,0.62349,11,2016-02-07
9660,402,12,35.0,1927.0,853.617,-0.781831,0.62349,12,2016-02-07
9661,402,13,26.09,1801.0,884.607,-0.781831,0.62349,13,2016-02-07
9662,402,14,26.09,1736.0,898.425,-0.781831,0.62349,14,2016-02-07
9663,402,15,35.0,1752.0,908.931,-0.781831,0.62349,15,2016-02-07
9664,402,16,39.33,1857.0,908.414,-0.781831,0.62349,16,2016-02-07
9665,402,17,51.34,1954.0,894.586,-0.781831,0.62349,17,2016-02-07
9666,402,18,54.52,2215.0,881.111,-0.781831,0.62349,18,2016-02-07
9667,402,19,54.52,2296.0,871.102,-0.781831,0.62349,19,2016-02-07
9668,402,20,54.52,2347.0,872.518,-0.781831,0.62349,20,2016-02-07
9669,402,21,52.65,2256.0,872.077,-0.781831,0.62349,21,2016-02-07
9670,402,22,52.05,2075.0,833.079,-0.781831,0.62349,22,2016-02-07
9671,402,23,36.05,1849.0,791.798,-0.781831,0.62349,23,2016-02-07
9672,403,0,29.54,1596.0,679.736,0.0,1.0,0,2016-02-08
9673,403,1,27.26,1427.0,589.199,0.0,1.0,1,2016-02-08
9674,403,2,26.36,1420.0,474.433,0.0,1.0,2,2016-02-08
9675,403,3,26.36,1402.0,391.468,0.0,1.0,3,2016-02-08
9676,403,4,27.26,1411.0,318.467,0.0,1.0,4,2016-02-08
9677,403,5,31.9,1440.0,266.186,0.0,1.0,5,2016-02-08
9678,403,6,54.46,1622.0,221.461,0.0,1.0,6,2016-02-08
9679,403,7,55.11,1859.0,172.465,0.0,1.0,7,2016-02-08
9680,403,8,55.11,2172.0,142.479,0.0,1.0,8,2016-02-08
9681,403,9,54.57,2290.0,117.477,0.0,1.0,9,2016-02-08
9682,403,10,54.46,2249.0,147.481,0.0,1.0,10,2016-02-08
9683,403,11,54.46,2168.0,177.142,0.0,1.0,11,2016-02-08
9684,403,12,36.56,2104.0,197.562,0.0,1.0,12,2016-02-08
9685,403,13,36.07,2041.0,212.465,0.0,1.0,13,2016-02-08
9686,403,14,36.44,2076.0,135.763,0.0,1.0,14,2016-02-08
9687,403,15,54.46,2197.0,129.468,0.0,1.0,15,2016-02-08
9688,403,16,54.46,2275.0,123.666,0.0,1.0,16,2016-02-08
9689,403,17,55.11,2345.0,161.854,0.0,1.0,17,2016-02-08
9690,403,18,55.11,2646.0,185.952,0.0,1.0,18,2016-02-08
9691,403,19,60.64,2748.0,196.419,0.0,1.0,19,2016-02-08
9692,403,20,60.64,2727.0,200.162,0.0,1.0,20,2016-02-08
9693,403,21,55.11,2522.0,199.597,0.0,1.0,21,2016-02-08
9694,403,22,55.11,2311.0,197.663,0.0,1.0,22,2016-02-08
9695,403,23,54.57,2014.0,182.739,0.0,1.0,23,2016-02-08
9696,404,0,54.46,1654.0,61.422,0.781831,0.62349,0,2016-02-09
9697,404,1,54.46,1477.0,67.942,0.781831,0.62349,1,2016-02-09
9698,404,2,35.0,1408.0,76.701,0.781831,0.62349,2,2016-02-09
9699,404,3,35.0,1381.0,99.192,0.781831,0.62349,3,2016-02-09
9700,404,4,34.99,1388.0,118.344,0.781831,0.62349,4,2016-02-09
9701,404,5,54.46,1452.0,125.159,0.781831,0.62349,5,2016-02-09
9702,404,6,54.46,1650.0,134.633,0.781831,0.62349,6,2016-02-09
9703,404,7,55.11,1897.0,119.005,0.781831,0.62349,7,2016-02-09
9704,404,8,55.11,2135.0,144.095,0.781831,0.62349,8,2016-02-09
9705,404,9,54.46,2246.0,196.663,0.781831,0.62349,9,2016-02-09
9706,404,10,52.65,2198.0,278.159,0.781831,0.62349,10,2016-02-09
9707,404,11,35.0,2126.0,342.743,0.781831,0.62349,11,2016-02-09
9708,404,12,30.89,2077.0,401.319,0.781831,0.62349,12,2016-02-09
9709,404,13,30.26,2015.0,484.783,0.781831,0.62349,13,2016-02-09
9710,404,14,30.27,2040.0,556.34,0.781831,0.62349,14,2016-02-09
9711,404,15,36.0,2077.0,615.951,0.781831,0.62349,15,2016-02-09
9712,404,16,52.65,2133.0,677.748,0.781831,0.62349,16,2016-02-09
9713,404,17,54.46,2281.0,737.544,0.781831,0.62349,17,2016-02-09
9714,404,18,54.46,2550.0,792.858,0.781831,0.62349,18,2016-02-09
9715,404,19,54.57,2631.0,837.448,0.781831,0.62349,19,2016-02-09
9716,404,20,54.46,2600.0,865.122,0.781831,0.62349,20,2016-02-09
9717,404,21,54.46,2417.0,884.445,0.781831,0.62349,21,2016-02-09
9718,404,22,52.24,2194.0,892.085,0.781831,0.62349,22,2016-02-09
9719,404,23,31.51,1908.0,896.978,0.781831,0.62349,23,2016-02-09
9720,405,0,28.98,1603.0,783.662,0.974928,-0.222521,0,2016-02-10
9721,405,1,25.97,1475.0,770.352,0.974928,-0.222521,1,2016-02-10
9722,405,2,25.0,1368.0,766.912,0.974928,-0.222521,2,2016-02-10
9723,405,3,19.99,1371.0,775.17,0.974928,-0.222521,3,2016-02-10
9724,405,4,24.04,1344.0,808.111,0.974928,-0.222521,4,2016-02-10
9725,405,5,27.26,1413.0,827.515,0.974928,-0.222521,5,2016-02-10
9726,405,6,34.29,1576.0,841.962,0.974928,-0.222521,6,2016-02-10
9727,405,7,48.99,1862.0,854.885,0.974928,-0.222521,7,2016-02-10
9728,405,8,52.24,2115.0,879.133,0.974928,-0.222521,8,2016-02-10
9729,405,9,34.29,2231.0,881.296,0.974928,-0.222521,9,2016-02-10
9730,405,10,25.97,2250.0,896.028,0.974928,-0.222521,10,2016-02-10
9731,405,11,25.97,2188.0,927.738,0.974928,-0.222521,11,2016-02-10
9732,405,12,29.51,2180.0,949.672,0.974928,-0.222521,12,2016-02-10
9733,405,13,25.97,2071.0,938.6,0.974928,-0.222521,13,2016-02-10
9734,405,14,25.97,2009.0,919.654,0.974928,-0.222521,14,2016-02-10
9735,405,15,30.27,2117.0,887.539,0.974928,-0.222521,15,2016-02-10
9736,405,16,39.38,2251.0,821.667,0.974928,-0.222521,16,2016-02-10
9737,405,17,52.24,2321.0,781.338,0.974928,-0.222521,17,2016-02-10
9738,405,18,52.65,2603.0,763.704,0.974928,-0.222521,18,2016-02-10
9739,405,19,52.65,2684.0,765.923,0.974928,-0.222521,19,2016-02-10
9740,405,20,54.46,2668.0,771.736,0.974928,-0.222521,20,2016-02-10
9741,405,21,52.65,2386.0,776.784,0.974928,-0.222521,21,2016-02-10
9742,405,22,52.24,2164.0,769.861,0.974928,-0.222521,22,2016-02-10
9743,405,23,33.51,1894.0,737.09,0.974928,-0.222521,23,2016-02-10
9744,406,0,31.0,1704.0,613.218,0.433884,-0.900969,0,2016-02-11
9745,406,1,29.01,1520.0,593.813,0.433884,-0.900969,1,2016-02-11
9746,406,2,26.0,1439.0,579.916,0.433884,-0.900969,2,2016-02-11
9747,406,3,26.0,1403.0,572.519,0.433884,-0.900969,3,2016-02-11
9748,406,4,26.0,1397.0,591.179,0.433884,-0.900969,4,2016-02-11
9749,406,5,31.0,1487.0,604.799,0.433884,-0.900969,5,2016-02-11
9750,406,6,36.5,1655.0,612.644,0.433884,-0.900969,6,2016-02-11
9751,406,7,52.24,1883.0,645.242,0.433884,-0.900969,7,2016-02-11
9752,406,8,52.24,2187.0,682.976,0.433884,-0.900969,8,2016-02-11
9753,406,9,52.24,2309.0,714.285,0.433884,-0.900969,9,2016-02-11
9754,406,10,39.01,2251.0,744.72,0.433884,-0.900969,10,2016-02-11
9755,406,11,35.0,2172.0,776.233,0.433884,-0.900969,11,2016-02-11
9756,406,12,34.28,2098.0,803.37,0.433884,-0.900969,12,2016-02-11
9757,406,13,33.0,2035.0,801.015,0.433884,-0.900969,13,2016-02-11
9758,406,14,33.0,2143.0,770.398,0.433884,-0.900969,14,2016-02-11
9759,406,15,35.0,2212.0,733.411,0.433884,-0.900969,15,2016-02-11
9760,406,16,52.24,2188.0,683.121,0.433884,-0.900969,16,2016-02-11
9761,406,17,54.46,2332.0,631.813,0.433884,-0.900969,17,2016-02-11
9762,406,18,55.11,2619.0,585.974,0.433884,-0.900969,18,2016-02-11
9763,406,19,55.11,2701.0,568.505,0.433884,-0.900969,19,2016-02-11
9764,406,20,55.11,2689.0,566.687,0.433884,-0.900969,20,2016-02-11
9765,406,21,55.11,2530.0,573.449,0.433884,-0.900969,21,2016-02-11
9766,406,22,54.46,2333.0,574.322,0.433884,-0.900969,22,2016-02-11
9767,406,23,52.24,2076.0,560.5,0.433884,-0.900969,23,2016-02-11
9768,407,0,52.24,1710.0,467.093,-0.433884,-0.900969,0,2016-02-12
9769,407,1,52.24,1542.0,509.351,-0.433884,-0.900969,1,2016-02-12
9770,407,2,35.0,1455.0,537.204,-0.433884,-0.900969,2,2016-02-12
9771,407,3,35.0,1419.0,542.02,-0.433884,-0.900969,3,2016-02-12
9772,407,4,33.99,1414.0,536.067,-0.433884,-0.900969,4,2016-02-12
9773,407,5,52.24,1475.0,510.921,-0.433884,-0.900969,5,2016-02-12
9774,407,6,52.24,1643.0,478.893,-0.433884,-0.900969,6,2016-02-12
9775,407,7,54.46,1898.0,458.552,-0.433884,-0.900969,7,2016-02-12
9776,407,8,54.46,2137.0,465.962,-0.433884,-0.900969,8,2016-02-12
9777,407,9,52.24,2306.0,492.236,-0.433884,-0.900969,9,2016-02-12
9778,407,10,52.24,2392.0,541.637,-0.433884,-0.900969,10,2016-02-12
9779,407,11,52.24,2329.0,596.93,-0.433884,-0.900969,11,2016-02-12
9780,407,12,38.99,2289.0,644.968,-0.433884,-0.900969,12,2016-02-12
9781,407,13,35.0,2267.0,697.363,-0.433884,-0.900969,13,2016-02-12
9782,407,14,40.99,2313.0,721.836,-0.433884,-0.900969,14,2016-02-12
9783,407,15,52.24,2290.0,727.171,-0.433884,-0.900969,15,2016-02-12
9784,407,16,52.24,2378.0,731.377,-0.433884,-0.900969,16,2016-02-12
9785,407,17,54.46,2416.0,738.517,-0.433884,-0.900969,17,2016-02-12
9786,407,18,54.46,2733.0,755.815,-0.433884,-0.900969,18,2016-02-12
9787,407,19,54.46,2837.0,793.241,-0.433884,-0.900969,19,2016-02-12
9788,407,20,54.46,2822.0,844.603,-0.433884,-0.900969,20,2016-02-12
9789,407,21,52.65,2649.0,876.168,-0.433884,-0.900969,21,2016-02-12
9790,407,22,52.24,2435.0,924.658,-0.433884,-0.900969,22,2016-02-12
9791,407,23,29.73,2196.0,987.548,-0.433884,-0.900969,23,2016-02-12
9792,408,0,26.23,1681.0,961.567,-0.974928,-0.222521,0,2016-02-13
9793,408,1,26.23,1508.0,945.685,-0.974928,-0.222521,1,2016-02-13
9794,408,2,24.0,1412.0,913.939,-0.974928,-0.222521,2,2016-02-13
9795,408,3,21.3,1376.0,876.139,-0.974928,-0.222521,3,2016-02-13
9796,408,4,22.74,1371.0,843.694,-0.974928,-0.222521,4,2016-02-13
9797,408,5,23.01,1433.0,812.956,-0.974928,-0.222521,5,2016-02-13
9798,408,6,26.23,1580.0,783.32,-0.974928,-0.222521,6,2016-02-13
9799,408,7,33.7,1762.0,776.657,-0.974928,-0.222521,7,2016-02-13
9800,408,8,35.0,2020.0,792.707,-0.974928,-0.222521,8,2016-02-13
9801,408,9,35.24,2181.0,818.687,-0.974928,-0.222521,9,2016-02-13
9802,408,10,35.0,2113.0,855.653,-0.974928,-0.222521,10,2016-02-13
9803,408,11,32.36,2000.0,892.644,-0.974928,-0.222521,11,2016-02-13
9804,408,12,29.88,1957.0,910.046,-0.974928,-0.222521,12,2016-02-13
9805,408,13,27.25,1921.0,920.235,-0.974928,-0.222521,13,2016-02-13
9806,408,14,27.92,1957.0,910.65,-0.974928,-0.222521,14,2016-02-13
9807,408,15,35.0,2028.0,876.687,-0.974928,-0.222521,15,2016-02-13
9808,408,16,40.6,2104.0,831.506,-0.974928,-0.222521,16,2016-02-13
9809,408,17,52.65,2172.0,798.369,-0.974928,-0.222521,17,2016-02-13
9810,408,18,54.46,2463.0,767.794,-0.974928,-0.222521,18,2016-02-13
9811,408,19,54.46,2548.0,731.502,-0.974928,-0.222521,19,2016-02-13
9812,408,20,54.46,2523.0,700.763,-0.974928,-0.222521,20,2016-02-13
9813,408,21,52.65,2333.0,688.209,-0.974928,-0.222521,21,2016-02-13
9814,408,22,52.24,2101.0,685.431,-0.974928,-0.222521,22,2016-02-13
9815,408,23,36.34,1894.0,680.126,-0.974928,-0.222521,23,2016-02-13
9816,409,0,31.99,1714.0,678.956,-0.781831,0.62349,0,2016-02-14
9817,409,1,28.9,1528.0,649.795,-0.781831,0.62349,1,2016-02-14
9818,409,2,26.15,1407.0,614.632,-0.781831,0.62349,2,2016-02-14
9819,409,3,26.15,1347.0,577.454,-0.781831,0.62349,3,2016-02-14
9820,409,4,26.15,1327.0,543.908,-0.781831,0.62349,4,2016-02-14
9821,409,5,25.0,1346.0,511.742,-0.781831,0.62349,5,2016-02-14
9822,409,6,26.88,1400.0,485.009,-0.781831,0.62349,6,2016-02-14
9823,409,7,35.0,1461.0,456.188,-0.781831,0.62349,7,2016-02-14
9824,409,8,52.24,1621.0,431.338,-0.781831,0.62349,8,2016-02-14
9825,409,9,52.24,1883.0,418.184,-0.781831,0.62349,9,2016-02-14
9826,409,10,52.24,2015.0,417.528,-0.781831,0.62349,10,2016-02-14
9827,409,11,52.24,2115.0,431.063,-0.781831,0.62349,11,2016-02-14
9828,409,12,52.24,2103.0,439.709,-0.781831,0.62349,12,2016-02-14
9829,409,13,35.0,1998.0,435.64,-0.781831,0.62349,13,2016-02-14
