IDX__global,IDX__step,IDX__sub_step,TARG__MGP_CNOR,FUTU__D_CNOR,FUTU__WIND_CNOR,CONST__wd_sin,CONST__wd_cos,Hour,Date
12466,519,10,45.8,3696.0,7.001,-0.433884,-0.900969,10,2016-06-03
12467,519,11,43.74,4072.0,7.464,-0.433884,-0.900969,11,2016-06-03
12468,519,12,40.43,4190.0,9.665,-0.433884,-0.900969,12,2016-06-03
12469,519,13,38.0,3879.0,9.744,-0.433884,-0.900969,13,2016-06-03
12470,519,14,39.8,4373.0,9.888,-0.433884,-0.900969,14,2016-06-03
12471,519,15,43.0,4128.0,9.049,-0.433884,-0.900969,15,2016-06-03
12472,519,16,44.62,3951.0,9.324,-0.433884,-0.900969,16,2016-06-03
12473,519,17,34.41,4028.0,8.547,-0.433884,-0.900969,17,2016-06-03
12474,519,18,36.0,3903.0,6.844,-0.433884,-0.900969,18,2016-06-03
12475,519,19,49.99,3779.0,5.28,-0.433884,-0.900969,19,2016-06-03
12476,519,20,64.71,3714.0,4.409,-0.433884,-0.900969,20,2016-06-03
12477,519,21,64.71,3580.0,3.598,-0.433884,-0.900969,21,2016-06-03
12478,519,22,59.75,3309.0,4.407,-0.433884,-0.900969,22,2016-06-03
12479,519,23,41.0,2958.0,4.202,-0.433884,-0.900969,23,2016-06-03
12480,520,0,54.64396,2701.0,5.459,-0.974928,-0.222521,0,2016-06-04
12481,520,1,50.71,2602.0,5.361,-0.974928,-0.222521,1,2016-06-04
12482,520,2,50.2,2502.0,5.767,-0.974928,-0.222521,2,2016-06-04
12483,520,3,45.11883,2422.0,6.124,-0.974928,-0.222521,3,2016-06-04
12484,520,4,46.0,2351.0,6.194,-0.974928,-0.222521,4,2016-06-04
12485,520,5,42.4,2396.0,5.494,-0.974928,-0.222521,5,2016-06-04
12486,520,6,47.4,2403.0,4.307,-0.974928,-0.222521,6,2016-06-04
12487,520,7,48.01,2751.0,3.211,-0.974928,-0.222521,7,2016-06-04
12488,520,8,50.71,3059.0,2.229,-0.974928,-0.222521,8,2016-06-04
12489,520,9,47.9,3217.0,2.042,-0.974928,-0.222521,9,2016-06-04
12490,520,10,39.1,3507.0,2.497,-0.974928,-0.222521,10,2016-06-04
12491,520,11,36.0,3456.0,3.557,-0.974928,-0.222521,11,2016-06-04
12492,520,12,32.93,3220.0,4.855,-0.974928,-0.222521,12,2016-06-04
12493,520,13,29.87,2968.0,6.436,-0.974928,-0.222521,13,2016-06-04
12494,520,14,28.0,3236.0,7.678,-0.974928,-0.222521,14,2016-06-04
12495,520,15,29.86,3405.0,8.171,-0.974928,-0.222521,15,2016-06-04
12496,520,16,32.81,3449.0,8.206,-0.974928,-0.222521,16,2016-06-04
12497,520,17,29.99,3578.0,7.693,-0.974928,-0.222521,17,2016-06-04
12498,520,18,41.8,3550.0,6.495,-0.974928,-0.222521,18,2016-06-04
12499,520,19,64.2,3638.0,4.545,-0.974928,-0.222521,19,2016-06-04
12500,520,20,64.71,3596.0,3.758,-0.974928,-0.222521,20,2016-06-04
12501,520,21,64.71,3421.0,2.947,-0.974928,-0.222521,21,2016-06-04
12502,520,22,50.0,3246.0,2.529,-0.974928,-0.222521,22,2016-06-04
12503,520,23,50.0,2990.0,2.333,-0.974928,-0.222521,23,2016-06-04
12504,521,0,51.44,2450.0,3.999,-0.781831,0.62349,0,2016-06-05
12505,521,1,43.66,2319.0,4.084,-0.781831,0.62349,1,2016-06-05
12506,521,2,38.4,2218.0,4.131,-0.781831,0.62349,2,2016-06-05
12507,521,3,38.4,2189.0,2.398,-0.781831,0.62349,3,2016-06-05
12508,521,4,38.4,2257.0,2.529,-0.781831,0.62349,4,2016-06-05
12509,521,5,38.4,2177.0,2.531,-0.781831,0.62349,5,2016-06-05
12510,521,6,38.4,2091.0,2.33,-0.781831,0.62349,6,2016-06-05
12511,521,7,40.1,2285.0,3.339,-0.781831,0.62349,7,2016-06-05
12512,521,8,37.0,2575.0,2.533,-0.781831,0.62349,8,2016-06-05
12513,521,9,37.0,2653.0,2.022,-0.781831,0.62349,9,2016-06-05
12514,521,10,30.8,2644.0,2.404,-0.781831,0.62349,10,2016-06-05
12515,521,11,30.7,3006.0,3.19,-0.781831,0.62349,11,2016-06-05
12516,521,12,29.99,3209.0,4.841,-0.781831,0.62349,12,2016-06-05
12517,521,13,27.17,2904.0,6.532,-0.781831,0.62349,13,2016-06-05
12518,521,14,27.17,3349.0,7.539,-0.781831,0.62349,14,2016-06-05
12519,521,15,27.17,3050.0,7.362,-0.781831,0.62349,15,2016-06-05
12520,521,16,27.99,2803.0,6.572,-0.781831,0.62349,16,2016-06-05
12521,521,17,27.99,2838.0,5.344,-0.781831,0.62349,17,2016-06-05
12522,521,18,37.0,2847.0,3.964,-0.781831,0.62349,18,2016-06-05
12523,521,19,50.11,2929.0,3.438,-0.781831,0.62349,19,2016-06-05
12524,521,20,40.1,3074.0,3.296,-0.781831,0.62349,20,2016-06-05
12525,521,21,64.25,3135.0,3.082,-0.781831,0.62349,21,2016-06-05
12526,521,22,57.4219,2910.0,3.193,-0.781831,0.62349,22,2016-06-05
12527,521,23,38.4,2593.0,1.957,-0.781831,0.62349,23,2016-06-05
12528,522,0,47.55,2166.0,2.708,0.0,1.0,0,2016-06-06
12529,522,1,38.0,2023.0,2.599,0.0,1.0,1,2016-06-06
12530,522,2,36.94,1945.0,2.706,0.0,1.0,2,2016-06-06
12531,522,3,37.0,1952.0,2.548,0.0,1.0,3,2016-06-06
12532,522,4,37.0,1937.0,2.228,0.0,1.0,4,2016-06-06
12533,522,5,38.0,2059.0,1.383,0.0,1.0,5,2016-06-06
12534,522,6,37.03,2309.0,0.79,0.0,1.0,6,2016-06-06
12535,522,7,50.21,2873.0,0.621,0.0,1.0,7,2016-06-06
12536,522,8,50.11,3294.0,0.475,0.0,1.0,8,2016-06-06
12537,522,9,42.0,3377.0,0.494,0.0,1.0,9,2016-06-06
12538,522,10,37.99,3395.0,0.866,0.0,1.0,10,2016-06-06
12539,522,11,37.0,3446.0,1.384,0.0,1.0,11,2016-06-06
12540,522,12,34.1,3672.0,2.473,0.0,1.0,12,2016-06-06
12541,522,13,32.0522,3703.0,4.029,0.0,1.0,13,2016-06-06
12542,522,14,35.4,3778.0,5.546,0.0,1.0,14,2016-06-06
12543,522,15,38.0,4038.0,6.289,0.0,1.0,15,2016-06-06
12544,522,16,37.0,3886.0,6.195,0.0,1.0,16,2016-06-06
12545,522,17,36.3042,3786.0,4.682,0.0,1.0,17,2016-06-06
12546,522,18,38.75603,3718.0,2.97,0.0,1.0,18,2016-06-06
12547,522,19,44.01,3688.0,2.422,0.0,1.0,19,2016-06-06
12548,522,20,64.72,3771.0,1.999,0.0,1.0,20,2016-06-06
12549,522,21,64.21,3765.0,1.71,0.0,1.0,21,2016-06-06
12550,522,22,55.0,3592.0,2.117,0.0,1.0,22,2016-06-06
12551,522,23,41.08,3197.0,2.138,0.0,1.0,23,2016-06-06
12552,523,0,50.72,2784.0,1.874,0.781831,0.62349,0,2016-06-07
12553,523,1,50.11,2636.0,0.751,0.781831,0.62349,1,2016-06-07
12554,523,2,41.00996,2458.0,0.856,0.781831,0.62349,2,2016-06-07
12555,523,3,38.0,2395.0,2.259,0.781831,0.62349,3,2016-06-07
12556,523,4,42.91,2385.0,3.045,0.781831,0.62349,4,2016-06-07
12557,523,5,40.08,2486.0,2.831,0.781831,0.62349,5,2016-06-07
12558,523,6,38.0,2705.0,2.753,0.781831,0.62349,6,2016-06-07
12559,523,7,58.21,3404.0,2.581,0.781831,0.62349,7,2016-06-07
12560,523,8,58.11,3921.0,2.132,0.781831,0.62349,8,2016-06-07
12561,523,9,42.82,4184.0,2.339,0.781831,0.62349,9,2016-06-07
12562,523,10,36.0,4299.0,2.742,0.781831,0.62349,10,2016-06-07
12563,523,11,34.1,4369.0,3.137,0.781831,0.62349,11,2016-06-07
12564,523,12,33.46,4235.0,3.454,0.781831,0.62349,12,2016-06-07
12565,523,13,32.05,4004.0,3.682,0.781831,0.62349,13,2016-06-07
12566,523,14,36.3,4270.0,3.741,0.781831,0.62349,14,2016-06-07
12567,523,15,37.74,4426.0,3.627,0.781831,0.62349,15,2016-06-07
12568,523,16,42.01,4416.0,4.381,0.781831,0.62349,16,2016-06-07
12569,523,17,41.01,4272.0,4.204,0.781831,0.62349,17,2016-06-07
12570,523,18,45.0,4031.0,4.201,0.781831,0.62349,18,2016-06-07
12571,523,19,70.11,4044.0,4.054,0.781831,0.62349,19,2016-06-07
12572,523,20,70.72,3883.0,4.106,0.781831,0.62349,20,2016-06-07
12573,523,21,70.21,3784.0,4.326,0.781831,0.62349,21,2016-06-07
12574,523,22,65.0,3409.0,4.305,0.781831,0.62349,22,2016-06-07
12575,523,23,46.0,3064.0,5.377,0.781831,0.62349,23,2016-06-07
12576,524,0,50.73,2864.0,5.002,0.974928,-0.222521,0,2016-06-08
12577,524,1,50.72,2624.0,4.963,0.974928,-0.222521,1,2016-06-08
12578,524,2,40.0,2457.0,4.631,0.974928,-0.222521,2,2016-06-08
12579,524,3,40.0,2395.0,4.377,0.974928,-0.222521,3,2016-06-08
12580,524,4,40.0,2395.0,4.022,0.974928,-0.222521,4,2016-06-08
12581,524,5,38.42,2495.0,3.044,0.974928,-0.222521,5,2016-06-08
12582,524,6,40.0,2774.0,2.533,0.974928,-0.222521,6,2016-06-08
12583,524,7,42.4,3367.0,1.931,0.974928,-0.222521,7,2016-06-08
12584,524,8,57.5,3922.0,1.649,0.974928,-0.222521,8,2016-06-08
12585,524,9,40.71,4039.0,1.596,0.974928,-0.222521,9,2016-06-08
12586,524,10,38.05,4058.0,1.509,0.974928,-0.222521,10,2016-06-08
12587,524,11,36.18,4122.0,2.55,0.974928,-0.222521,11,2016-06-08
12588,524,12,31.34,4109.0,3.252,0.974928,-0.222521,12,2016-06-08
12589,524,13,30.4,3926.0,4.119,0.974928,-0.222521,13,2016-06-08
12590,524,14,36.75,4276.0,4.881,0.974928,-0.222521,14,2016-06-08
12591,524,15,38.01,4370.0,5.363,0.974928,-0.222521,15,2016-06-08
12592,524,16,40.0,4349.0,5.536,0.974928,-0.222521,16,2016-06-08
12593,524,17,38.25,4111.0,5.381,0.974928,-0.222521,17,2016-06-08
12594,524,18,48.1,3939.0,4.897,0.974928,-0.222521,18,2016-06-08
12595,524,19,70.74,3949.0,4.177,0.974928,-0.222521,19,2016-06-08
12596,524,20,70.74,3745.0,3.217,0.974928,-0.222521,20,2016-06-08
12597,524,21,70.74,3647.0,2.021,0.974928,-0.222521,21,2016-06-08
12598,524,22,63.2,3327.0,2.173,0.974928,-0.222521,22,2016-06-08
12599,524,23,46.0,2988.0,2.542,0.974928,-0.222521,23,2016-06-08
12600,525,0,50.11,3145.0,7.861,0.433884,-0.900969,0,2016-06-09
12601,525,1,50.72,2956.0,9.637,0.433884,-0.900969,1,2016-06-09
12602,525,2,48.0,2862.0,11.1,0.433884,-0.900969,2,2016-06-09
12603,525,3,43.0,2759.0,8.63,0.433884,-0.900969,3,2016-06-09
12604,525,4,43.0,2770.0,8.921,0.433884,-0.900969,4,2016-06-09
12605,525,5,41.4,2829.0,11.483,0.433884,-0.900969,5,2016-06-09
12606,525,6,44.4,3149.0,9.801,0.433884,-0.900969,6,2016-06-09
12607,525,7,58.11,3721.0,8.359,0.433884,-0.900969,7,2016-06-09
12608,525,8,58.21,4215.0,8.276,0.433884,-0.900969,8,2016-06-09
12609,525,9,48.15,4485.0,9.682,0.433884,-0.900969,9,2016-06-09
12610,525,10,48.1,4589.0,11.568,0.433884,-0.900969,10,2016-06-09
12611,525,11,43.01,4679.0,12.397,0.433884,-0.900969,11,2016-06-09
12612,525,12,35.63,4518.0,12.807,0.433884,-0.900969,12,2016-06-09
12613,525,13,35.5,4205.0,13.027,0.433884,-0.900969,13,2016-06-09
12614,525,14,38.26,4781.0,13.192,0.433884,-0.900969,14,2016-06-09
12615,525,15,40.72,4888.0,12.936,0.433884,-0.900969,15,2016-06-09
12616,525,16,43.0,4508.0,12.008,0.433884,-0.900969,16,2016-06-09
12617,525,17,44.3,4491.0,10.309,0.433884,-0.900969,17,2016-06-09
12618,525,18,65.0,4321.0,8.275,0.433884,-0.900969,18,2016-06-09
12619,525,19,70.72,4208.0,6.454,0.433884,-0.900969,19,2016-06-09
12620,525,20,73.31016,3981.0,5.316,0.433884,-0.900969,20,2016-06-09
12621,525,21,70.72,4009.0,3.481,0.433884,-0.900969,21,2016-06-09
12622,525,22,62.2,3751.0,3.264,0.433884,-0.900969,22,2016-06-09
12623,525,23,46.52,3508.0,3.173,0.433884,-0.900969,23,2016-06-09
12624,526,0,50.21,3194.0,3.13,-0.433884,-0.900969,0,2016-06-10
12625,526,1,50.72,3071.0,3.587,-0.433884,-0.900969,1,2016-06-10
12626,526,2,46.98901,2958.0,3.416,-0.433884,-0.900969,2,2016-06-10
12627,526,3,43.5,2843.0,3.257,-0.433884,-0.900969,3,2016-06-10
12628,526,4,45.56548,2902.0,3.046,-0.433884,-0.900969,4,2016-06-10
12629,526,5,45.1,2931.0,2.706,-0.433884,-0.900969,5,2016-06-10
12630,526,6,47.1,3189.0,2.245,-0.433884,-0.900969,6,2016-06-10
12631,526,7,58.72,3745.0,1.826,-0.433884,-0.900969,7,2016-06-10
12632,526,8,59.0,4270.0,1.374,-0.433884,-0.900969,8,2016-06-10
12633,526,9,51.44,4393.0,1.379,-0.433884,-0.900969,9,2016-06-10
12634,526,10,50.72,4406.0,1.925,-0.433884,-0.900969,10,2016-06-10
12635,526,11,45.7,4354.0,1.466,-0.433884,-0.900969,11,2016-06-10
12636,526,12,37.2,3923.0,2.138,-0.433884,-0.900969,12,2016-06-10
12637,526,13,34.33,3833.0,2.606,-0.433884,-0.900969,13,2016-06-10
12638,526,14,34.3,4133.0,2.785,-0.433884,-0.900969,14,2016-06-10
12639,526,15,34.33,4423.0,2.463,-0.433884,-0.900969,15,2016-06-10
12640,526,16,42.03,4592.0,2.335,-0.433884,-0.900969,16,2016-06-10
12641,526,17,43.3,4623.0,2.935,-0.433884,-0.900969,17,2016-06-10
12642,526,18,70.11,4414.0,2.704,-0.433884,-0.900969,18,2016-06-10
12643,526,19,70.72,4213.0,2.413,-0.433884,-0.900969,19,2016-06-10
12644,526,20,72.31,3946.0,2.075,-0.433884,-0.900969,20,2016-06-10
12645,526,21,70.72,3868.0,1.903,-0.433884,-0.900969,21,2016-06-10
12646,526,22,64.8,3711.0,1.318,-0.433884,-0.900969,22,2016-06-10
12647,526,23,49.5,3466.0,1.58,-0.433884,-0.900969,23,2016-06-10
12648,527,0,50.72,3151.0,0.865,-0.974928,-0.222521,0,2016-06-11
12649,527,1,50.62606,2961.0,2.803,-0.974928,-0.222521,1,2016-06-11
12650,527,2,48.30047,2834.0,3.72,-0.974928,-0.222521,2,2016-06-11
12651,527,3,46.81605,2756.0,4.494,-0.974928,-0.222521,3,2016-06-11
12652,527,4,41.0,2725.0,5.441,-0.974928,-0.222521,4,2016-06-11
12653,527,5,41.0,2691.0,5.998,-0.974928,-0.222521,5,2016-06-11
12654,527,6,41.0,2678.0,6.029,-0.974928,-0.222521,6,2016-06-11
12655,527,7,41.0,3066.0,5.939,-0.974928,-0.222521,7,2016-06-11
12656,527,8,45.15,3476.0,6.9,-0.974928,-0.222521,8,2016-06-11
12657,527,9,50.11,3698.0,9.121,-0.974928,-0.222521,9,2016-06-11
12658,527,10,39.86,3606.0,12.294,-0.974928,-0.222521,10,2016-06-11
12659,527,11,32.25,3537.0,15.397,-0.974928,-0.222521,11,2016-06-11
12660,527,12,28.49,3307.0,18.179,-0.974928,-0.222521,12,2016-06-11
12661,527,13,26.0,3011.0,20.669,-0.974928,-0.222521,13,2016-06-11
12662,527,14,23.98508,2955.0,23.296,-0.974928,-0.222521,14,2016-06-11
12663,527,15,23.8,3008.0,24.988,-0.974928,-0.222521,15,2016-06-11
12664,527,16,25.0,3224.0,25.13,-0.974928,-0.222521,16,2016-06-11
12665,527,17,27.85,3419.0,24.572,-0.974928,-0.222521,17,2016-06-11
12666,527,18,34.5,3505.0,23.087,-0.974928,-0.222521,18,2016-06-11
12667,527,19,40.0,3650.0,21.96,-0.974928,-0.222521,19,2016-06-11
12668,527,20,40.86,3511.0,23.294,-0.974928,-0.222521,20,2016-06-11
12669,527,21,38.86,3313.0,25.928,-0.974928,-0.222521,21,2016-06-11
12670,527,22,34.86,3141.0,27.925,-0.974928,-0.222521,22,2016-06-11
12671,527,23,31.95,2900.0,29.144,-0.974928,-0.222521,23,2016-06-11
12672,528,0,37.0,2829.0,24.004,-0.781831,0.62349,0,2016-06-12
12673,528,1,34.86,2694.0,25.055,-0.781831,0.62349,1,2016-06-12
12674,528,2,31.84,2545.0,25.943,-0.781831,0.62349,2,2016-06-12
12675,528,3,31.86,2467.0,25.907,-0.781831,0.62349,3,2016-06-12
12676,528,4,29.45,2463.0,24.661,-0.781831,0.62349,4,2016-06-12
12677,528,5,29.0,2448.0,22.336,-0.781831,0.62349,5,2016-06-12
12678,528,6,29.0,2453.0,19.562,-0.781831,0.62349,6,2016-06-12
12679,528,7,29.45,2824.0,17.329,-0.781831,0.62349,7,2016-06-12
12680,528,8,31.5,3204.0,16.238,-0.781831,0.62349,8,2016-06-12
12681,528,9,43.0,3336.0,16.878,-0.781831,0.62349,9,2016-06-12
12682,528,10,33.01,3286.0,18.532,-0.781831,0.62349,10,2016-06-12
12683,528,11,29.15,3267.0,19.723,-0.781831,0.62349,11,2016-06-12
12684,528,12,27.85,3134.0,20.396,-0.781831,0.62349,12,2016-06-12
12685,528,13,26.0,3018.0,20.85,-0.781831,0.62349,13,2016-06-12
12686,528,14,22.49,3056.0,20.842,-0.781831,0.62349,14,2016-06-12
12687,528,15,25.0,3107.0,20.855,-0.781831,0.62349,15,2016-06-12
12688,528,16,23.89,3251.0,20.617,-0.781831,0.62349,16,2016-06-12
12689,528,17,27.86,3405.0,19.55,-0.781831,0.62349,17,2016-06-12
12690,528,18,34.86,3338.0,18.013,-0.781831,0.62349,18,2016-06-12
12691,528,19,43.06,3419.0,16.722,-0.781831,0.62349,19,2016-06-12
12692,528,20,57.51826,3443.0,16.607,-0.781831,0.62349,20,2016-06-12
12693,528,21,60.0,3410.0,17.209,-0.781831,0.62349,21,2016-06-12
12694,528,22,43.06,3247.0,18.141,-0.781831,0.62349,22,2016-06-12
12695,528,23,37.86,2940.0,17.619,-0.781831,0.62349,23,2016-06-12
12696,529,0,34.86,2823.0,15.744,0.0,1.0,0,2016-06-13
12697,529,1,33.02,2583.0,16.758,0.0,1.0,1,2016-06-13
12698,529,2,27.85,2501.0,17.766,0.0,1.0,2,2016-06-13
12699,529,3,27.84,2446.0,18.462,0.0,1.0,3,2016-06-13
12700,529,4,26.99,2431.0,18.507,0.0,1.0,4,2016-06-13
12701,529,5,27.84,2491.0,17.933,0.0,1.0,5,2016-06-13
12702,529,6,29.5,2791.0,15.834,0.0,1.0,6,2016-06-13
12703,529,7,35.0,3452.0,14.466,0.0,1.0,7,2016-06-13
12704,529,8,45.0,4108.0,13.502,0.0,1.0,8,2016-06-13
12705,529,9,50.21,4400.0,12.925,0.0,1.0,9,2016-06-13
12706,529,10,42.0,4337.0,12.495,0.0,1.0,10,2016-06-13
12707,529,11,40.0,4295.0,12.092,0.0,1.0,11,2016-06-13
12708,529,12,34.92265,4027.0,11.828,0.0,1.0,12,2016-06-13
12709,529,13,34.86,3807.0,12.239,0.0,1.0,13,2016-06-13
12710,529,14,35.0,4109.0,14.062,0.0,1.0,14,2016-06-13
12711,529,15,38.0,4389.0,15.665,0.0,1.0,15,2016-06-13
12712,529,16,35.0,4604.0,15.957,0.0,1.0,16,2016-06-13
12713,529,17,35.88,4785.0,14.723,0.0,1.0,17,2016-06-13
12714,529,18,37.82,4474.0,13.072,0.0,1.0,18,2016-06-13
12715,529,19,47.5,4301.0,11.608,0.0,1.0,19,2016-06-13
12716,529,20,53.0,4057.0,11.554,0.0,1.0,20,2016-06-13
12717,529,21,50.0,3902.0,11.98,0.0,1.0,21,2016-06-13
12718,529,22,38.0,3638.0,11.939,0.0,1.0,22,2016-06-13
12719,529,23,34.86,3278.0,13.287,0.0,1.0,23,2016-06-13
12720,530,0,35.62,3176.0,12.115,0.781831,0.62349,0,2016-06-14
12721,530,1,34.86,2917.0,12.638,0.781831,0.62349,1,2016-06-14
12722,530,2,32.98,2812.0,12.609,0.781831,0.62349,2,2016-06-14
12723,530,3,27.86,2754.0,14.412,0.781831,0.62349,3,2016-06-14
12724,530,4,27.86,2728.0,14.405,0.781831,0.62349,4,2016-06-14
12725,530,5,27.86,2776.0,14.326,0.781831,0.62349,5,2016-06-14
12726,530,6,34.25,2971.0,14.207,0.781831,0.62349,6,2016-06-14
12727,530,7,35.29,3578.0,14.089,0.781831,0.62349,7,2016-06-14
12728,530,8,39.0,4293.0,13.24,0.781831,0.62349,8,2016-06-14
12729,530,9,45.52,4556.0,12.388,0.781831,0.62349,9,2016-06-14
12730,530,10,36.55,4416.0,12.284,0.781831,0.62349,10,2016-06-14
12731,530,11,35.53,4424.0,13.645,0.781831,0.62349,11,2016-06-14
12732,530,12,32.0,4155.0,15.902,0.781831,0.62349,12,2016-06-14
12733,530,13,29.96,3979.0,18.51,0.781831,0.62349,13,2016-06-14
12734,530,14,32.56,4298.0,20.497,0.781831,0.62349,14,2016-06-14
12735,530,15,33.82,4344.0,21.039,0.781831,0.62349,15,2016-06-14
12736,530,16,30.24,4318.0,21.329,0.781831,0.62349,16,2016-06-14
12737,530,17,33.2,4392.0,21.485,0.781831,0.62349,17,2016-06-14
12738,530,18,35.08376,4238.0,21.331,0.781831,0.62349,18,2016-06-14
12739,530,19,37.5,4139.0,20.984,0.781831,0.62349,19,2016-06-14
12740,530,20,35.99987,4184.0,20.976,0.781831,0.62349,20,2016-06-14
12741,530,21,35.63,3962.0,21.017,0.781831,0.62349,21,2016-06-14
12742,530,22,35.53,3680.0,21.732,0.781831,0.62349,22,2016-06-14
12743,530,23,28.94976,3333.0,22.1,0.781831,0.62349,23,2016-06-14
12744,531,0,35.63,3186.0,25.534,0.974928,-0.222521,0,2016-06-15
12745,531,1,35.62,3004.0,25.994,0.974928,-0.222521,1,2016-06-15
12746,531,2,33.79,2917.0,25.711,0.974928,-0.222521,2,2016-06-15
12747,531,3,28.99,2822.0,24.891,0.974928,-0.222521,3,2016-06-15
12748,531,4,28.99,2917.0,23.945,0.974928,-0.222521,4,2016-06-15
12749,531,5,28.99,2973.0,22.796,0.974928,-0.222521,5,2016-06-15
12750,531,6,34.16,3265.0,18.367,0.974928,-0.222521,6,2016-06-15
12751,531,7,42.89,3809.0,17.423,0.974928,-0.222521,7,2016-06-15
12752,531,8,47.64,4302.0,17.098,0.974928,-0.222521,8,2016-06-15
12753,531,9,46.24,4359.0,21.398,0.974928,-0.222521,9,2016-06-15
12754,531,10,38.4,4364.0,23.638,0.974928,-0.222521,10,2016-06-15
12755,531,11,36.0,4343.0,25.358,0.974928,-0.222521,11,2016-06-15
12756,531,12,34.07,4077.0,25.708,0.974928,-0.222521,12,2016-06-15
12757,531,13,32.57,3916.0,26.32,0.974928,-0.222521,13,2016-06-15
12758,531,14,32.83,4148.0,27.71,0.974928,-0.222521,14,2016-06-15
12759,531,15,33.84,4148.0,27.68,0.974928,-0.222521,15,2016-06-15
12760,531,16,34.69,4366.0,25.998,0.974928,-0.222521,16,2016-06-15
12761,531,17,37.46,4601.0,25.106,0.974928,-0.222521,17,2016-06-15
12762,531,18,42.84199,4569.0,24.555,0.974928,-0.222521,18,2016-06-15
12763,531,19,60.0,4519.0,24.119,0.974928,-0.222521,19,2016-06-15
12764,531,20,70.11,4259.0,26.506,0.974928,-0.222521,20,2016-06-15
12765,531,21,69.98,4005.0,29.722,0.974928,-0.222521,21,2016-06-15
12766,531,22,53.05738,3725.0,31.509,0.974928,-0.222521,22,2016-06-15
12767,531,23,37.86,3431.0,32.561,0.974928,-0.222521,23,2016-06-15
12768,532,0,43.0,3323.0,33.181,0.433884,-0.900969,0,2016-06-16
12769,532,1,48.55,3070.0,33.887,0.433884,-0.900969,1,2016-06-16
12770,532,2,39.0,2927.0,34.136,0.433884,-0.900969,2,2016-06-16
12771,532,3,36.2,2897.0,33.002,0.433884,-0.900969,3,2016-06-16
12772,532,4,36.2,2916.0,31.418,0.433884,-0.900969,4,2016-06-16
12773,532,5,32.97,2945.0,31.307,0.433884,-0.900969,5,2016-06-16
12774,532,6,33.77,3200.0,31.51,0.433884,-0.900969,6,2016-06-16
12775,532,7,38.9,3786.0,31.979,0.433884,-0.900969,7,2016-06-16
12776,532,8,44.3,4338.0,32.741,0.433884,-0.900969,8,2016-06-16
12777,532,9,40.7,4595.0,33.62,0.433884,-0.900969,9,2016-06-16
12778,532,10,38.3,4717.0,36.144,0.433884,-0.900969,10,2016-06-16
12779,532,11,36.99119,4756.0,39.408,0.433884,-0.900969,11,2016-06-16
12780,532,12,32.63567,4590.0,41.558,0.433884,-0.900969,12,2016-06-16
12781,532,13,32.03893,4495.0,43.723,0.433884,-0.900969,13,2016-06-16
12782,532,14,32.74618,4474.0,45.461,0.433884,-0.900969,14,2016-06-16
12783,532,15,31.9674,4548.0,46.248,0.433884,-0.900969,15,2016-06-16
12784,532,16,33.01456,4787.0,45.85,0.433884,-0.900969,16,2016-06-16
12785,532,17,33.02548,4597.0,44.803,0.433884,-0.900969,17,2016-06-16
12786,532,18,34.7098,4527.0,43.977,0.433884,-0.900969,18,2016-06-16
12787,532,19,35.2,4580.0,43.004,0.433884,-0.900969,19,2016-06-16
12788,532,20,35.27905,4363.0,41.506,0.433884,-0.900969,20,2016-06-16
12789,532,21,37.37,4046.0,39.298,0.433884,-0.900969,21,2016-06-16
12790,532,22,31.39256,3775.0,36.532,0.433884,-0.900969,22,2016-06-16
12791,532,23,29.0,3464.0,34.598,0.433884,-0.900969,23,2016-06-16
12792,533,0,26.86991,3170.0,28.438,-0.433884,-0.900969,0,2016-06-17
12793,533,1,24.0,3000.0,30.192,-0.433884,-0.900969,1,2016-06-17
12794,533,2,22.16426,2860.0,30.671,-0.433884,-0.900969,2,2016-06-17
12795,533,3,21.36819,2810.0,29.535,-0.433884,-0.900969,3,2016-06-17
12796,533,4,21.72398,2783.0,25.666,-0.433884,-0.900969,4,2016-06-17
12797,533,5,22.45,2825.0,20.946,-0.433884,-0.900969,5,2016-06-17
12798,533,6,27.85,3087.0,17.045,-0.433884,-0.900969,6,2016-06-17
12799,533,7,35.30115,3630.0,14.044,-0.433884,-0.900969,7,2016-06-17
12800,533,8,39.7,4141.0,11.86,-0.433884,-0.900969,8,2016-06-17
12801,533,9,39.0,4492.0,11.35,-0.433884,-0.900969,9,2016-06-17
12802,533,10,34.93933,4580.0,11.489,-0.433884,-0.900969,10,2016-06-17
12803,533,11,33.24708,4614.0,12.107,-0.433884,-0.900969,11,2016-06-17
12804,533,12,29.07264,4387.0,12.425,-0.433884,-0.900969,12,2016-06-17
12805,533,13,28.40238,4294.0,12.536,-0.433884,-0.900969,13,2016-06-17
12806,533,14,28.99,4338.0,12.305,-0.433884,-0.900969,14,2016-06-17
12807,533,15,33.82,4485.0,11.257,-0.433884,-0.900969,15,2016-06-17
12808,533,16,33.27,4625.0,9.871,-0.433884,-0.900969,16,2016-06-17
12809,533,17,33.82,4583.0,8.599,-0.433884,-0.900969,17,2016-06-17
12810,533,18,34.3,4484.0,7.441,-0.433884,-0.900969,18,2016-06-17
12811,533,19,39.05,4298.0,6.226,-0.433884,-0.900969,19,2016-06-17
12812,533,20,40.62,4079.0,4.653,-0.433884,-0.900969,20,2016-06-17
12813,533,21,42.9,3951.0,4.198,-0.433884,-0.900969,21,2016-06-17
