IDX__global,IDX__step,IDX__sub_step,TARG__DE_price,FUTU__Load_DA_Forecast,F_L-1__Renewables_DA_Forecast,CONST_L-2__TTF_Gas,CONST__wd_sin,CONST__wd_cos,Hour,Date
12386,516,2,16.44,41742.1675,8239.037499999999,14.238,0.781831,0.62349,2,2016-05-31
12387,516,3,16.09,41880.6025,7735.42,14.238,0.781831,0.62349,3,2016-05-31
12388,516,4,17.31,43005.025,7311.4775,14.238,0.781831,0.62349,4,2016-05-31
12389,516,5,20.98,46006.32,7194.7425,14.238,0.781831,0.62349,5,2016-05-31
12390,516,6,24.52,53343.1075,7976.3325,14.238,0.781831,0.62349,6,2016-05-31
12391,516,7,32.93,59053.475,10049.245,14.238,0.781831,0.62349,7,2016-05-31
12392,516,8,35.81,61970.8725,13088.8275,14.238,0.781831,0.62349,8,2016-05-31
12393,516,9,35.47,62795.2075,16067.79,14.238,0.781831,0.62349,9,2016-05-31
12394,516,10,34.94,64440.6025,18485.34,14.238,0.781831,0.62349,10,2016-05-31
12395,516,11,35.8,65586.8,19812.5825,14.238,0.781831,0.62349,11,2016-05-31
12396,516,12,32.78,65241.9125,20069.88,14.238,0.781831,0.62349,12,2016-05-31
12397,516,13,30.94,64476.965,19988.075,14.238,0.781831,0.62349,13,2016-05-31
12398,516,14,30.57,63468.555,19278.545,14.238,0.781831,0.62349,14,2016-05-31
12399,516,15,28.82,62914.0525,17695.6225,14.238,0.781831,0.62349,15,2016-05-31
12400,516,16,29.26,61854.8925,15289.055,14.238,0.781831,0.62349,16,2016-05-31
12401,516,17,32.37,61107.3725,12377.055,14.238,0.781831,0.62349,17,2016-05-31
12402,516,18,34.94,60708.2525,9210.8025,14.238,0.781831,0.62349,18,2016-05-31
12403,516,19,35.92,60062.165,6425.9475,14.238,0.781831,0.62349,19,2016-05-31
12404,516,20,32.95,57640.69,4713.185,14.238,0.781831,0.62349,20,2016-05-31
12405,516,21,31.98,55582.7775,4503.93,14.238,0.781831,0.62349,21,2016-05-31
12406,516,22,30.78,52959.1425,4891.67,14.238,0.781831,0.62349,22,2016-05-31
12407,516,23,26.15,47883.6475,5139.695,14.238,0.781831,0.62349,23,2016-05-31
12408,517,0,24.0,44766.6225,5666.55,14.073,0.974928,-0.222521,0,2016-06-01
12409,517,1,22.23,42865.055,5852.915,14.073,0.974928,-0.222521,1,2016-06-01
12410,517,2,21.07,41763.3,5965.045,14.073,0.974928,-0.222521,2,2016-06-01
12411,517,3,20.08,41950.7825,5853.945,14.073,0.974928,-0.222521,3,2016-06-01
12412,517,4,20.18,43060.5975,6039.38,14.073,0.974928,-0.222521,4,2016-06-01
12413,517,5,23.1,45923.65,6330.3775000000005,14.073,0.974928,-0.222521,5,2016-06-01
12414,517,6,29.9,53023.7175,7302.42,14.073,0.974928,-0.222521,6,2016-06-01
12415,517,7,37.49,58875.135,9143.6225,14.073,0.974928,-0.222521,7,2016-06-01
12416,517,8,40.87,62135.395,11362.255,14.073,0.974928,-0.222521,8,2016-06-01
12417,517,9,41.0,63056.47,13651.3325,14.073,0.974928,-0.222521,9,2016-06-01
12418,517,10,40.44,64387.6325,15722.19,14.073,0.974928,-0.222521,10,2016-06-01
12419,517,11,40.51,65398.57,17486.12,14.073,0.974928,-0.222521,11,2016-06-01
12420,517,12,36.64,64841.995,19073.665,14.073,0.974928,-0.222521,12,2016-06-01
12421,517,13,32.11,64482.9925,20114.535,14.073,0.974928,-0.222521,13,2016-06-01
12422,517,14,30.9,63080.72,20364.68,14.073,0.974928,-0.222521,14,2016-06-01
12423,517,15,28.96,62320.82,19770.5975,14.073,0.974928,-0.222521,15,2016-06-01
12424,517,16,28.12,61162.885,18572.2775,14.073,0.974928,-0.222521,16,2016-06-01
12425,517,17,30.11,60525.5575,16710.6775,14.073,0.974928,-0.222521,17,2016-06-01
12426,517,18,32.66,60067.5075,14362.92,14.073,0.974928,-0.222521,18,2016-06-01
12427,517,19,32.92,59195.5875,12020.7775,14.073,0.974928,-0.222521,19,2016-06-01
12428,517,20,30.95,56781.82,10191.62,14.073,0.974928,-0.222521,20,2016-06-01
12429,517,21,29.57,54732.3025,9446.8275,14.073,0.974928,-0.222521,21,2016-06-01
12430,517,22,30.9,52242.385,9270.085,14.073,0.974928,-0.222521,22,2016-06-01
12431,517,23,26.64,47454.495,9017.81,14.073,0.974928,-0.222521,23,2016-06-01
12432,518,0,21.96,44576.2175,7837.32,14.393,0.433884,-0.900969,0,2016-06-02
12433,518,1,20.75,42736.565,7282.315,14.393,0.433884,-0.900969,1,2016-06-02
12434,518,2,20.06,41793.0725,6602.2025,14.393,0.433884,-0.900969,2,2016-06-02
12435,518,3,20.0,41763.05,5904.4125,14.393,0.433884,-0.900969,3,2016-06-02
12436,518,4,20.0,42691.0,5403.6025,14.393,0.433884,-0.900969,4,2016-06-02
12437,518,5,22.37,44893.655,4959.055,14.393,0.433884,-0.900969,5,2016-06-02
12438,518,6,29.03,51000.91,5437.9975,14.393,0.433884,-0.900969,6,2016-06-02
12439,518,7,37.97,56154.0775,7015.745,14.393,0.433884,-0.900969,7,2016-06-02
12440,518,8,39.54,58791.0175,9344.79,14.393,0.433884,-0.900969,8,2016-06-02
12441,518,9,37.98,59929.0975,11924.5625,14.393,0.433884,-0.900969,9,2016-06-02
12442,518,10,37.09,61399.335,14395.86,14.393,0.433884,-0.900969,10,2016-06-02
12443,518,11,36.37,62541.1825,16309.665,14.393,0.433884,-0.900969,11,2016-06-02
12444,518,12,32.08,62256.015,17794.0825,14.393,0.433884,-0.900969,12,2016-06-02
12445,518,13,28.67,61278.2525,18823.695,14.393,0.433884,-0.900969,13,2016-06-02
12446,518,14,26.68,60151.375,19097.85,14.393,0.433884,-0.900969,14,2016-06-02
12447,518,15,25.95,59393.935,18282.245,14.393,0.433884,-0.900969,15,2016-06-02
12448,518,16,25.92,58417.21,16417.372499999998,14.393,0.433884,-0.900969,16,2016-06-02
12449,518,17,28.22,57918.6275,13624.6175,14.393,0.433884,-0.900969,17,2016-06-02
12450,518,18,31.84,57813.3725,10464.09,14.393,0.433884,-0.900969,18,2016-06-02
12451,518,19,32.96,57309.715,7650.3425,14.393,0.433884,-0.900969,19,2016-06-02
12452,518,20,31.96,55248.5975,5783.5575,14.393,0.433884,-0.900969,20,2016-06-02
12453,518,21,29.46,53432.345,5352.075,14.393,0.433884,-0.900969,21,2016-06-02
12454,518,22,29.16,51269.45,5640.96,14.393,0.433884,-0.900969,22,2016-06-02
12455,518,23,24.59,46754.35,5838.7875,14.393,0.433884,-0.900969,23,2016-06-02
12456,519,0,24.1,44390.9,5893.505,14.268,-0.433884,-0.900969,0,2016-06-03
12457,519,1,21.68,42543.885,5788.400000000001,14.268,-0.433884,-0.900969,1,2016-06-03
12458,519,2,21.22,41548.5675,4654.969999999999,14.268,-0.433884,-0.900969,2,2016-06-03
12459,519,3,20.64,41572.325,4395.475,14.268,-0.433884,-0.900969,3,2016-06-03
12460,519,4,20.9,42653.1225,4196.0075,14.268,-0.433884,-0.900969,4,2016-06-03
12461,519,5,22.5,45603.685,4156.1875,14.268,-0.433884,-0.900969,5,2016-06-03
12462,519,6,27.46,53104.065,5089.8275,14.268,-0.433884,-0.900969,6,2016-06-03
12463,519,7,35.45,58808.765,7265.327499999999,14.268,-0.433884,-0.900969,7,2016-06-03
12464,519,8,40.08,61714.28,10011.54,14.268,-0.433884,-0.900969,8,2016-06-03
12465,519,9,39.93,62760.2575,13052.7225,14.268,-0.433884,-0.900969,9,2016-06-03
12466,519,10,36.44,64213.9925,15854.6375,14.268,-0.433884,-0.900969,10,2016-06-03
12467,519,11,35.64,65207.1575,18039.435,14.268,-0.433884,-0.900969,11,2016-06-03
12468,519,12,30.92,64511.8,19605.1025,14.268,-0.433884,-0.900969,12,2016-06-03
12469,519,13,27.77,63472.095,20348.175,14.268,-0.433884,-0.900969,13,2016-06-03
12470,519,14,25.28,62310.9425,20157.5975,14.268,-0.433884,-0.900969,14,2016-06-03
12471,519,15,25.26,61585.5975,19038.365,14.268,-0.433884,-0.900969,15,2016-06-03
12472,519,16,25.49,60971.7375,16988.36,14.268,-0.433884,-0.900969,16,2016-06-03
12473,519,17,28.0,60419.79,14172.9,14.268,-0.433884,-0.900969,17,2016-06-03
12474,519,18,31.82,59722.425,10799.5225,14.268,-0.433884,-0.900969,18,2016-06-03
12475,519,19,33.61,58899.55,7656.925,14.268,-0.433884,-0.900969,19,2016-06-03
12476,519,20,31.98,56487.985,5690.450000000001,14.268,-0.433884,-0.900969,20,2016-06-03
12477,519,21,30.66,54390.1,5231.669999999999,14.268,-0.433884,-0.900969,21,2016-06-03
12478,519,22,32.16,52274.3875,5462.2475,14.268,-0.433884,-0.900969,22,2016-06-03
12479,519,23,28.94,47615.9925,5486.8325,14.268,-0.433884,-0.900969,23,2016-06-03
12480,520,0,23.72,43548.955,4893.8925,14.268,-0.974928,-0.222521,0,2016-06-04
12481,520,1,23.21,41198.07,4573.1725,14.268,-0.974928,-0.222521,1,2016-06-04
12482,520,2,21.63,39697.925,4006.4275,14.268,-0.974928,-0.222521,2,2016-06-04
12483,520,3,21.29,39389.9375,3623.7425,14.268,-0.974928,-0.222521,3,2016-06-04
12484,520,4,21.26,39428.93,3249.9675,14.268,-0.974928,-0.222521,4,2016-06-04
12485,520,5,21.3,39507.305,3077.4475,14.268,-0.974928,-0.222521,5,2016-06-04
12486,520,6,21.53,40962.7175,3891.815,14.268,-0.974928,-0.222521,6,2016-06-04
12487,520,7,23.5,44240.39,6153.855,14.268,-0.974928,-0.222521,7,2016-06-04
12488,520,8,27.49,48274.9175,9448.85,14.268,-0.974928,-0.222521,8,2016-06-04
12489,520,9,28.98,51350.0425,13284.33,14.268,-0.974928,-0.222521,9,2016-06-04
12490,520,10,26.56,53102.5875,16577.932500000003,14.268,-0.974928,-0.222521,10,2016-06-04
12491,520,11,26.91,54309.2025,18941.465,14.268,-0.974928,-0.222521,11,2016-06-04
12492,520,12,25.73,53431.9425,20256.175000000003,14.268,-0.974928,-0.222521,12,2016-06-04
12493,520,13,22.78,51493.8075,20716.525,14.268,-0.974928,-0.222521,13,2016-06-04
12494,520,14,21.58,50090.84,20151.0975,14.268,-0.974928,-0.222521,14,2016-06-04
12495,520,15,21.41,49342.91,18459.7775,14.268,-0.974928,-0.222521,15,2016-06-04
12496,520,16,21.53,49226.9775,15983.615,14.268,-0.974928,-0.222521,16,2016-06-04
12497,520,17,25.29,49334.9375,12951.7825,14.268,-0.974928,-0.222521,17,2016-06-04
12498,520,18,28.19,49852.1425,9603.95,14.268,-0.974928,-0.222521,18,2016-06-04
12499,520,19,30.07,49409.7775,6626.982499999999,14.268,-0.974928,-0.222521,19,2016-06-04
12500,520,20,29.87,47683.05,4537.2625,14.268,-0.974928,-0.222521,20,2016-06-04
12501,520,21,29.88,46558.8325,3821.8625,14.268,-0.974928,-0.222521,21,2016-06-04
12502,520,22,30.99,46102.005,3853.1,14.268,-0.974928,-0.222521,22,2016-06-04
12503,520,23,28.88,42507.0425,3636.6975,14.268,-0.974928,-0.222521,23,2016-06-04
12504,521,0,24.43,38710.5025,3002.0325,14.268,-0.781831,0.62349,0,2016-06-05
12505,521,1,22.0,36476.3975,2552.285,14.268,-0.781831,0.62349,1,2016-06-05
12506,521,2,20.08,35411.915,2076.6775,14.268,-0.781831,0.62349,2,2016-06-05
12507,521,3,19.08,35025.6075,1871.0075,14.268,-0.781831,0.62349,3,2016-06-05
12508,521,4,18.03,34832.4275,1682.7125,14.268,-0.781831,0.62349,4,2016-06-05
12509,521,5,16.61,34637.4875,1811.78,14.268,-0.781831,0.62349,5,2016-06-05
12510,521,6,16.09,35429.335,3056.2125,14.268,-0.781831,0.62349,6,2016-06-05
12511,521,7,17.78,38035.8875,5981.3525,14.268,-0.781831,0.62349,7,2016-06-05
12512,521,8,17.89,41841.2975,9859.805,14.268,-0.781831,0.62349,8,2016-06-05
12513,521,9,17.08,44806.52,13940.7975,14.268,-0.781831,0.62349,9,2016-06-05
12514,521,10,17.84,47625.6025,17318.7625,14.268,-0.781831,0.62349,10,2016-06-05
12515,521,11,18.48,49674.17,19656.215000000004,14.268,-0.781831,0.62349,11,2016-06-05
12516,521,12,17.94,49378.08,21085.41,14.268,-0.781831,0.62349,12,2016-06-05
12517,521,13,15.15,47664.155,21447.687500000004,14.268,-0.781831,0.62349,13,2016-06-05
12518,521,14,14.47,46272.6525,20518.8575,14.268,-0.781831,0.62349,14,2016-06-05
12519,521,15,14.03,45701.02,18583.2775,14.268,-0.781831,0.62349,15,2016-06-05
12520,521,16,14.54,45785.6025,15999.1575,14.268,-0.781831,0.62349,16,2016-06-05
12521,521,17,18.62,46241.2275,12727.95,14.268,-0.781831,0.62349,17,2016-06-05
12522,521,18,23.91,47857.015,9121.73,14.268,-0.781831,0.62349,18,2016-06-05
12523,521,19,26.92,47975.3175,6036.2775,14.268,-0.781831,0.62349,19,2016-06-05
12524,521,20,28.85,47447.9875,4031.0475000000006,14.268,-0.781831,0.62349,20,2016-06-05
12525,521,21,29.14,46581.9625,3385.5675,14.268,-0.781831,0.62349,21,2016-06-05
12526,521,22,30.74,46435.0525,3608.4775,14.268,-0.781831,0.62349,22,2016-06-05
12527,521,23,27.93,42699.72,3707.335,14.268,-0.781831,0.62349,23,2016-06-05
12528,522,0,24.59,39682.82,3109.495,14.496,0.0,1.0,0,2016-06-06
12529,522,1,22.76,38131.43,2959.8450000000003,14.496,0.0,1.0,1,2016-06-06
12530,522,2,21.87,37311.53,2677.7825000000003,14.496,0.0,1.0,2,2016-06-06
12531,522,3,21.19,37345.0075,2750.815,14.496,0.0,1.0,3,2016-06-06
12532,522,4,21.15,39056.2325,2859.725,14.496,0.0,1.0,4,2016-06-06
12533,522,5,22.71,43043.825,3149.295,14.496,0.0,1.0,5,2016-06-06
12534,522,6,29.98,52132.23,4451.49,14.496,0.0,1.0,6,2016-06-06
12535,522,7,36.16,58704.135,7804.64,14.496,0.0,1.0,7,2016-06-06
12536,522,8,37.82,61817.65,12679.485,14.496,0.0,1.0,8,2016-06-06
12537,522,9,34.94,62447.835,17808.4475,14.496,0.0,1.0,9,2016-06-06
12538,522,10,32.57,63970.735,22088.9075,14.496,0.0,1.0,10,2016-06-06
12539,522,11,31.93,65279.8225,24931.042500000003,14.496,0.0,1.0,11,2016-06-06
12540,522,12,28.63,64183.75,26361.795,14.496,0.0,1.0,12,2016-06-06
12541,522,13,28.08,64146.7625,26375.7225,14.496,0.0,1.0,13,2016-06-06
12542,522,14,28.78,62897.915,24993.94,14.496,0.0,1.0,14,2016-06-06
12543,522,15,29.63,61753.33,22444.65,14.496,0.0,1.0,15,2016-06-06
12544,522,16,30.99,60102.57,19012.785,14.496,0.0,1.0,16,2016-06-06
12545,522,17,34.68,60014.125,14784.3125,14.496,0.0,1.0,17,2016-06-06
12546,522,18,38.76,59442.11,10319.66,14.496,0.0,1.0,18,2016-06-06
12547,522,19,41.06,58510.79,6963.39,14.496,0.0,1.0,19,2016-06-06
12548,522,20,37.31,56389.1725,5470.655000000001,14.496,0.0,1.0,20,2016-06-06
12549,522,21,34.2,54397.07,5263.99,14.496,0.0,1.0,21,2016-06-06
12550,522,22,33.81,51331.115,5788.700000000001,14.496,0.0,1.0,22,2016-06-06
12551,522,23,28.79,47112.3825,5972.925,14.496,0.0,1.0,23,2016-06-06
12552,523,0,24.85,43940.4625,5501.075,14.62,0.781831,0.62349,0,2016-06-07
12553,523,1,23.34,42118.895,5111.224999999999,14.62,0.781831,0.62349,1,2016-06-07
12554,523,2,22.59,41202.2775,4058.215,14.62,0.781831,0.62349,2,2016-06-07
12555,523,3,21.58,41433.8025,3618.995,14.62,0.781831,0.62349,3,2016-06-07
12556,523,4,21.67,42542.135,3212.015,14.62,0.781831,0.62349,4,2016-06-07
12557,523,5,22.09,45314.2125,3079.3925000000004,14.62,0.781831,0.62349,5,2016-06-07
12558,523,6,29.68,52817.2125,4025.405,14.62,0.781831,0.62349,6,2016-06-07
12559,523,7,35.82,59196.0975,7158.8325,14.62,0.781831,0.62349,7,2016-06-07
12560,523,8,39.48,62426.045,12093.535000000002,14.62,0.781831,0.62349,8,2016-06-07
12561,523,9,34.49,63223.8375,17267.0625,14.62,0.781831,0.62349,9,2016-06-07
12562,523,10,29.15,64554.4,21434.1075,14.62,0.781831,0.62349,10,2016-06-07
12563,523,11,28.8,65349.325,24106.5125,14.62,0.781831,0.62349,11,2016-06-07
12564,523,12,25.94,64850.855,25366.005,14.62,0.781831,0.62349,12,2016-06-07
12565,523,13,25.59,64551.6725,25228.955,14.62,0.781831,0.62349,13,2016-06-07
12566,523,14,25.18,63659.24,23893.0075,14.62,0.781831,0.62349,14,2016-06-07
12567,523,15,26.41,62666.3025,21338.6375,14.62,0.781831,0.62349,15,2016-06-07
12568,523,16,27.53,61513.0825,17674.179999999997,14.62,0.781831,0.62349,16,2016-06-07
12569,523,17,32.13,60961.9075,13082.495,14.62,0.781831,0.62349,17,2016-06-07
12570,523,18,36.02,60376.24,8170.110000000001,14.62,0.781831,0.62349,18,2016-06-07
12571,523,19,38.48,59504.775,4216.3825,14.62,0.781831,0.62349,19,2016-06-07
12572,523,20,34.9,57111.49,2361.2275,14.62,0.781831,0.62349,20,2016-06-07
12573,523,21,32.97,54918.925,2043.2975,14.62,0.781831,0.62349,21,2016-06-07
12574,523,22,32.59,52398.2375,2456.505,14.62,0.781831,0.62349,22,2016-06-07
12575,523,23,27.54,47590.455,2849.6375,14.62,0.781831,0.62349,23,2016-06-07
12576,524,0,25.98,44065.77,3281.9025,14.4,0.974928,-0.222521,0,2016-06-08
12577,524,1,23.89,42173.765,3530.455,14.4,0.974928,-0.222521,1,2016-06-08
12578,524,2,22.83,41042.5675,4046.755,14.4,0.974928,-0.222521,2,2016-06-08
12579,524,3,21.68,41124.9275,4101.415,14.4,0.974928,-0.222521,3,2016-06-08
12580,524,4,21.54,42143.88,4079.145,14.4,0.974928,-0.222521,4,2016-06-08
12581,524,5,23.38,44581.585,4334.7475,14.4,0.974928,-0.222521,5,2016-06-08
12582,524,6,28.21,51417.8975,5655.07,14.4,0.974928,-0.222521,6,2016-06-08
12583,524,7,35.07,56618.6,8506.605,14.4,0.974928,-0.222521,7,2016-06-08
12584,524,8,41.31,59434.255,12142.1475,14.4,0.974928,-0.222521,8,2016-06-08
12585,524,9,37.33,60471.2725,16318.000000000002,14.4,0.974928,-0.222521,9,2016-06-08
12586,524,10,34.25,62097.8225,20059.932500000003,14.4,0.974928,-0.222521,10,2016-06-08
12587,524,11,32.99,63047.275,23043.7075,14.4,0.974928,-0.222521,11,2016-06-08
12588,524,12,28.52,62390.16,25239.49,14.4,0.974928,-0.222521,12,2016-06-08
12589,524,13,27.6,61480.7,26333.4425,14.4,0.974928,-0.222521,13,2016-06-08
12590,524,14,27.18,60290.205,26316.265,14.4,0.974928,-0.222521,14,2016-06-08
12591,524,15,26.37,59132.2575,25113.5475,14.4,0.974928,-0.222521,15,2016-06-08
12592,524,16,26.0,58227.6225,22962.69,14.4,0.974928,-0.222521,16,2016-06-08
12593,524,17,28.24,57882.2725,19572.085,14.4,0.974928,-0.222521,17,2016-06-08
12594,524,18,30.68,57734.685,15633.9,14.4,0.974928,-0.222521,18,2016-06-08
12595,524,19,32.9,57301.0125,12120.3825,14.4,0.974928,-0.222521,19,2016-06-08
12596,524,20,32.12,55022.2725,9745.41,14.4,0.974928,-0.222521,20,2016-06-08
12597,524,21,32.55,52757.9725,8635.2075,14.4,0.974928,-0.222521,21,2016-06-08
12598,524,22,30.9,50696.7675,8488.1025,14.4,0.974928,-0.222521,22,2016-06-08
12599,524,23,26.5,46216.015,8299.14,14.4,0.974928,-0.222521,23,2016-06-08
12600,525,0,23.67,43298.19,7743.63,14.193,0.433884,-0.900969,0,2016-06-09
12601,525,1,21.87,41263.61,7276.2175,14.193,0.433884,-0.900969,1,2016-06-09
12602,525,2,20.81,40238.325,5837.74,14.193,0.433884,-0.900969,2,2016-06-09
12603,525,3,20.58,40329.08,5084.5525,14.193,0.433884,-0.900969,3,2016-06-09
12604,525,4,21.11,41342.19,4450.6075,14.193,0.433884,-0.900969,4,2016-06-09
12605,525,5,23.06,44038.95,4166.48,14.193,0.433884,-0.900969,5,2016-06-09
12606,525,6,28.03,50721.02,4902.467500000001,14.193,0.433884,-0.900969,6,2016-06-09
12607,525,7,33.97,55797.66,6685.56,14.193,0.433884,-0.900969,7,2016-06-09
12608,525,8,43.08,58396.2125,9031.8575,14.193,0.433884,-0.900969,8,2016-06-09
12609,525,9,44.0,59557.905,11784.555,14.193,0.433884,-0.900969,9,2016-06-09
12610,525,10,42.89,60962.2925,14576.5525,14.193,0.433884,-0.900969,10,2016-06-09
12611,525,11,41.4,62055.71,17161.8825,14.193,0.433884,-0.900969,11,2016-06-09
12612,525,12,34.99,61607.24,19362.7125,14.193,0.433884,-0.900969,12,2016-06-09
12613,525,13,33.93,60547.665,20934.625000000004,14.193,0.433884,-0.900969,13,2016-06-09
12614,525,14,30.2,59197.7475,21787.237500000003,14.193,0.433884,-0.900969,14,2016-06-09
12615,525,15,27.34,58225.805,21540.120000000003,14.193,0.433884,-0.900969,15,2016-06-09
12616,525,16,27.01,57570.8575,19907.0725,14.193,0.433884,-0.900969,16,2016-06-09
12617,525,17,28.84,57568.1625,16930.462499999998,14.193,0.433884,-0.900969,17,2016-06-09
12618,525,18,32.95,57397.77,13045.13,14.193,0.433884,-0.900969,18,2016-06-09
12619,525,19,34.94,57258.145,9418.8775,14.193,0.433884,-0.900969,19,2016-06-09
12620,525,20,33.7,55154.55,7276.682500000001,14.193,0.433884,-0.900969,20,2016-06-09
12621,525,21,31.51,52902.9125,6448.32,14.193,0.433884,-0.900969,21,2016-06-09
12622,525,22,30.49,51245.0725,6494.4,14.193,0.433884,-0.900969,22,2016-06-09
12623,525,23,25.89,46804.7075,6718.2275,14.193,0.433884,-0.900969,23,2016-06-09
12624,526,0,23.55,43861.5375,7049.6525,13.987,-0.433884,-0.900969,0,2016-06-10
12625,526,1,21.57,41814.5,7543.360000000001,13.987,-0.433884,-0.900969,1,2016-06-10
12626,526,2,21.03,40934.805,7084.077499999999,13.987,-0.433884,-0.900969,2,2016-06-10
12627,526,3,19.91,41136.9425,7646.91,13.987,-0.433884,-0.900969,3,2016-06-10
12628,526,4,19.16,42266.22,8170.8125,13.987,-0.433884,-0.900969,4,2016-06-10
12629,526,5,20.97,45348.395,8853.342499999999,13.987,-0.433884,-0.900969,5,2016-06-10
12630,526,6,27.25,52902.3575,10733.1525,13.987,-0.433884,-0.900969,6,2016-06-10
12631,526,7,33.94,58815.455,14586.74,13.987,-0.433884,-0.900969,7,2016-06-10
12632,526,8,35.95,61850.355,19659.9775,13.987,-0.433884,-0.900969,8,2016-06-10
12633,526,9,30.97,62801.2275,24648.46,13.987,-0.433884,-0.900969,9,2016-06-10
12634,526,10,24.68,64142.12,28957.96,13.987,-0.433884,-0.900969,10,2016-06-10
12635,526,11,24.47,65237.765,31961.56175,13.987,-0.433884,-0.900969,11,2016-06-10
12636,526,12,22.52,64698.47,33692.265,13.987,-0.433884,-0.900969,12,2016-06-10
12637,526,13,21.37,63633.4125,34070.705500000004,13.987,-0.433884,-0.900969,13,2016-06-10
12638,526,14,21.06,61923.2825,32920.49,13.987,-0.433884,-0.900969,14,2016-06-10
12639,526,15,21.8,61058.95,30375.2,13.987,-0.433884,-0.900969,15,2016-06-10
12640,526,16,23.09,60128.09,26557.45,13.987,-0.433884,-0.900969,16,2016-06-10
12641,526,17,26.29,59484.355,21397.6675,13.987,-0.433884,-0.900969,17,2016-06-10
12642,526,18,30.01,59286.43,15508.97,13.987,-0.433884,-0.900969,18,2016-06-10
12643,526,19,32.85,58568.055,10356.3775,13.987,-0.433884,-0.900969,19,2016-06-10
12644,526,20,32.06,56125.94,7045.637500000001,13.987,-0.433884,-0.900969,20,2016-06-10
12645,526,21,31.67,53885.8525,5350.762499999999,13.987,-0.433884,-0.900969,21,2016-06-10
12646,526,22,32.86,51742.7925,4710.830000000001,13.987,-0.433884,-0.900969,22,2016-06-10
12647,526,23,29.45,47244.8975,4167.8225,13.987,-0.433884,-0.900969,23,2016-06-10
12648,527,0,26.14,42852.9775,2730.9225,13.987,-0.974928,-0.222521,0,2016-06-11
12649,527,1,24.2,40559.02,2346.4175,13.987,-0.974928,-0.222521,1,2016-06-11
12650,527,2,23.01,39177.8025,2181.3425,13.987,-0.974928,-0.222521,2,2016-06-11
12651,527,3,21.57,38903.57,2013.6775,13.987,-0.974928,-0.222521,3,2016-06-11
12652,527,4,21.71,38883.37,1852.5875,13.987,-0.974928,-0.222521,4,2016-06-11
12653,527,5,21.25,38886.465,1975.4275,13.987,-0.974928,-0.222521,5,2016-06-11
12654,527,6,21.82,40617.78,3097.8475000000003,13.987,-0.974928,-0.222521,6,2016-06-11
12655,527,7,22.85,44111.34,5356.054999999999,13.987,-0.974928,-0.222521,7,2016-06-11
12656,527,8,26.06,48100.53,8012.4225,13.987,-0.974928,-0.222521,8,2016-06-11
12657,527,9,29.47,51065.87,10469.1525,13.987,-0.974928,-0.222521,9,2016-06-11
12658,527,10,29.46,52968.575,12453.97,13.987,-0.974928,-0.222521,10,2016-06-11
12659,527,11,30.03,54052.0225,13848.6975,13.987,-0.974928,-0.222521,11,2016-06-11
12660,527,12,28.49,53206.975,14619.37,13.987,-0.974928,-0.222521,12,2016-06-11
12661,527,13,25.69,51395.62,14573.345,13.987,-0.974928,-0.222521,13,2016-06-11
12662,527,14,23.85,49707.8625,13987.83,13.987,-0.974928,-0.222521,14,2016-06-11
12663,527,15,23.8,48840.01,12868.755,13.987,-0.974928,-0.222521,15,2016-06-11
12664,527,16,24.06,48523.0125,11098.695,13.987,-0.974928,-0.222521,16,2016-06-11
12665,527,17,27.92,48716.0875,8872.73,13.987,-0.974928,-0.222521,17,2016-06-11
12666,527,18,30.23,49201.02,6484.4525,13.987,-0.974928,-0.222521,18,2016-06-11
12667,527,19,31.47,48829.1325,4451.8475,13.987,-0.974928,-0.222521,19,2016-06-11
12668,527,20,31.85,47052.3625,3389.6875000000005,13.987,-0.974928,-0.222521,20,2016-06-11
12669,527,21,29.47,45675.47,3369.6175,13.987,-0.974928,-0.222521,21,2016-06-11
12670,527,22,30.94,45288.12,4016.415,13.987,-0.974928,-0.222521,22,2016-06-11
12671,527,23,27.73,41957.405,4489.407499999999,13.987,-0.974928,-0.222521,23,2016-06-11
12672,528,0,22.74,38490.6675,4403.2825,13.987,-0.781831,0.62349,0,2016-06-12
12673,528,1,18.6,36326.645,4404.2225,13.987,-0.781831,0.62349,1,2016-06-12
12674,528,2,18.58,35178.275,4111.5625,13.987,-0.781831,0.62349,2,2016-06-12
12675,528,3,18.58,34836.205,3856.04,13.987,-0.781831,0.62349,3,2016-06-12
12676,528,4,18.54,34746.915,3682.17,13.987,-0.781831,0.62349,4,2016-06-12
12677,528,5,17.5,34789.3475,3718.1425,13.987,-0.781831,0.62349,5,2016-06-12
12678,528,6,17.58,35595.0425,4544.41,13.987,-0.781831,0.62349,6,2016-06-12
12679,528,7,19.16,37989.305,6129.77,13.987,-0.781831,0.62349,7,2016-06-12
12680,528,8,21.57,41748.1075,7905.755,13.987,-0.781831,0.62349,8,2016-06-12
12681,528,9,22.91,45010.315,9895.165,13.987,-0.781831,0.62349,9,2016-06-12
12682,528,10,21.19,47496.63,11759.55,13.987,-0.781831,0.62349,10,2016-06-12
12683,528,11,25.3,49463.225,13375.6575,13.987,-0.781831,0.62349,11,2016-06-12
12684,528,12,22.94,49175.175,14654.9275,13.987,-0.781831,0.62349,12,2016-06-12
12685,528,13,19.16,47083.38,15349.3225,13.987,-0.781831,0.62349,13,2016-06-12
