IDX__global,IDX__step,IDX__sub_step,TARG__MGP_SARD,FUTU__D_SARD,FUTU__WIND_SARD,CONST__wd_sin,CONST__wd_cos,Hour,Date
3064,127,16,60.93989,941.0,90.153,-0.433884,-0.900969,16,2015-05-08
3065,127,17,59.4,946.0,79.388,-0.433884,-0.900969,17,2015-05-08
3066,127,18,55.86,950.0,84.29,-0.433884,-0.900969,18,2015-05-08
3067,127,19,58.25,972.0,85.046,-0.433884,-0.900969,19,2015-05-08
3068,127,20,72.27,1010.0,84.782,-0.433884,-0.900969,20,2015-05-08
3069,127,21,57.0,980.0,85.889,-0.433884,-0.900969,21,2015-05-08
3070,127,22,50.49,935.0,94.305,-0.433884,-0.900969,22,2015-05-08
3071,127,23,47.01,907.0,107.126,-0.433884,-0.900969,23,2015-05-08
3072,128,0,48.88,812.0,110.95,-0.974928,-0.222521,0,2015-05-09
3073,128,1,43.12,781.0,129.478,-0.974928,-0.222521,1,2015-05-09
3074,128,2,40.9,756.0,152.788,-0.974928,-0.222521,2,2015-05-09
3075,128,3,36.0,752.0,176.942,-0.974928,-0.222521,3,2015-05-09
3076,128,4,36.0,759.0,197.477,-0.974928,-0.222521,4,2015-05-09
3077,128,5,38.01,779.0,193.197,-0.974928,-0.222521,5,2015-05-09
3078,128,6,38.0,811.0,164.999,-0.974928,-0.222521,6,2015-05-09
3079,128,7,43.48,902.0,143.591,-0.974928,-0.222521,7,2015-05-09
3080,128,8,46.25804,947.0,151.563,-0.974928,-0.222521,8,2015-05-09
3081,128,9,44.27,1002.0,197.671,-0.974928,-0.222521,9,2015-05-09
3082,128,10,43.48,1039.0,260.132,-0.974928,-0.222521,10,2015-05-09
3083,128,11,40.01,1042.0,309.841,-0.974928,-0.222521,11,2015-05-09
3084,128,12,38.0,1030.0,339.466,-0.974928,-0.222521,12,2015-05-09
3085,128,13,34.0,1002.0,360.937,-0.974928,-0.222521,13,2015-05-09
3086,128,14,22.92,942.0,373.285,-0.974928,-0.222521,14,2015-05-09
3087,128,15,27.24,935.0,374.212,-0.974928,-0.222521,15,2015-05-09
3088,128,16,38.0,909.0,361.353,-0.974928,-0.222521,16,2015-05-09
3089,128,17,42.0,916.0,330.049,-0.974928,-0.222521,17,2015-05-09
3090,128,18,43.9,940.0,283.928,-0.974928,-0.222521,18,2015-05-09
3091,128,19,50.14,962.0,236.582,-0.974928,-0.222521,19,2015-05-09
3092,128,20,53.63,1012.0,189.132,-0.974928,-0.222521,20,2015-05-09
3093,128,21,52.53,972.0,151.537,-0.974928,-0.222521,21,2015-05-09
3094,128,22,50.2,923.0,124.236,-0.974928,-0.222521,22,2015-05-09
3095,128,23,43.48,902.0,109.0,-0.974928,-0.222521,23,2015-05-09
3096,129,0,47.6,829.0,110.834,-0.781831,0.62349,0,2015-05-10
3097,129,1,43.48,778.0,110.9,-0.781831,0.62349,1,2015-05-10
3098,129,2,38.31,765.0,107.783,-0.781831,0.62349,2,2015-05-10
3099,129,3,35.08,752.0,107.347,-0.781831,0.62349,3,2015-05-10
3100,129,4,36.0,757.0,104.551,-0.781831,0.62349,4,2015-05-10
3101,129,5,41.7,765.0,99.479,-0.781831,0.62349,5,2015-05-10
3102,129,6,38.01,738.0,88.209,-0.781831,0.62349,6,2015-05-10
3103,129,7,36.0,788.0,80.152,-0.781831,0.62349,7,2015-05-10
3104,129,8,29.46,850.0,70.741,-0.781831,0.62349,8,2015-05-10
3105,129,9,22.33,890.0,61.528,-0.781831,0.62349,9,2015-05-10
3106,129,10,17.0,892.0,66.864,-0.781831,0.62349,10,2015-05-10
3107,129,11,10.0,898.0,73.657,-0.781831,0.62349,11,2015-05-10
3108,129,12,10.0,901.0,86.637,-0.781831,0.62349,12,2015-05-10
3109,129,13,5.01,860.0,98.015,-0.781831,0.62349,13,2015-05-10
3110,129,14,5.0,811.0,101.374,-0.781831,0.62349,14,2015-05-10
3111,129,15,5.01,779.0,101.837,-0.781831,0.62349,15,2015-05-10
3112,129,16,14.21328,789.0,95.947,-0.781831,0.62349,16,2015-05-10
3113,129,17,24.11754,825.0,81.896,-0.781831,0.62349,17,2015-05-10
3114,129,18,38.0,861.0,60.891,-0.781831,0.62349,18,2015-05-10
3115,129,19,46.79,892.0,51.735,-0.781831,0.62349,19,2015-05-10
3116,129,20,53.12,992.0,43.369,-0.781831,0.62349,20,2015-05-10
3117,129,21,59.75,995.0,54.802,-0.781831,0.62349,21,2015-05-10
3118,129,22,51.06,929.0,64.541,-0.781831,0.62349,22,2015-05-10
3119,129,23,47.0,867.0,66.425,-0.781831,0.62349,23,2015-05-10
3120,130,0,42.66,812.0,101.388,0.0,1.0,0,2015-05-11
3121,130,1,40.0,779.0,106.625,0.0,1.0,1,2015-05-11
3122,130,2,36.28,763.0,105.954,0.0,1.0,2,2015-05-11
3123,130,3,33.89,759.0,95.932,0.0,1.0,3,2015-05-11
3124,130,4,34.99,767.0,91.568,0.0,1.0,4,2015-05-11
3125,130,5,37.32513,794.0,87.47,0.0,1.0,5,2015-05-11
3126,130,6,43.96,819.0,77.318,0.0,1.0,6,2015-05-11
3127,130,7,48.44,912.0,61.303,0.0,1.0,7,2015-05-11
3128,130,8,55.0,992.0,54.012,0.0,1.0,8,2015-05-11
3129,130,9,49.58312,992.0,43.332,0.0,1.0,9,2015-05-11
3130,130,10,42.0,976.0,41.32,0.0,1.0,10,2015-05-11
3131,130,11,40.01,930.0,41.658,0.0,1.0,11,2015-05-11
3132,130,12,40.01,907.0,44.081,0.0,1.0,12,2015-05-11
3133,130,13,37.55,897.0,72.821,0.0,1.0,13,2015-05-11
3134,130,14,13.46,910.0,93.677,0.0,1.0,14,2015-05-11
3135,130,15,40.01,900.0,121.472,0.0,1.0,15,2015-05-11
3136,130,16,49.31,931.0,138.803,0.0,1.0,16,2015-05-11
3137,130,17,50.48,947.0,128.716,0.0,1.0,17,2015-05-11
3138,130,18,50.98,945.0,100.32,0.0,1.0,18,2015-05-11
3139,130,19,53.06,980.0,77.999,0.0,1.0,19,2015-05-11
3140,130,20,60.99,1047.0,63.554,0.0,1.0,20,2015-05-11
3141,130,21,55.86,1024.0,51.012,0.0,1.0,21,2015-05-11
3142,130,22,50.86161,942.0,52.824,0.0,1.0,22,2015-05-11
3143,130,23,47.0,880.0,54.745,0.0,1.0,23,2015-05-11
3144,131,0,48.5,833.0,57.214,0.781831,0.62349,0,2015-05-12
3145,131,1,45.0,792.0,59.728,0.781831,0.62349,1,2015-05-12
3146,131,2,41.9,777.0,57.012,0.781831,0.62349,2,2015-05-12
3147,131,3,39.48,769.0,51.822,0.781831,0.62349,3,2015-05-12
3148,131,4,41.95,775.0,45.28,0.781831,0.62349,4,2015-05-12
3149,131,5,42.5,804.0,41.969,0.781831,0.62349,5,2015-05-12
3150,131,6,52.5,846.0,48.059,0.781831,0.62349,6,2015-05-12
3151,131,7,54.97,954.0,44.258,0.781831,0.62349,7,2015-05-12
3152,131,8,64.99,1027.0,42.544,0.781831,0.62349,8,2015-05-12
3153,131,9,53.53,1027.0,34.542,0.781831,0.62349,9,2015-05-12
3154,131,10,50.83,1013.0,31.961,0.781831,0.62349,10,2015-05-12
3155,131,11,40.04,1017.0,32.478,0.781831,0.62349,11,2015-05-12
3156,131,12,42.4962,985.0,37.431,0.781831,0.62349,12,2015-05-12
3157,131,13,43.61,987.0,46.179,0.781831,0.62349,13,2015-05-12
3158,131,14,36.28,946.0,75.656,0.781831,0.62349,14,2015-05-12
3159,131,15,41.7,889.0,90.294,0.781831,0.62349,15,2015-05-12
3160,131,16,49.48,919.0,105.548,0.781831,0.62349,16,2015-05-12
3161,131,17,59.64,924.0,93.742,0.781831,0.62349,17,2015-05-12
3162,131,18,59.36124,948.0,68.972,0.781831,0.62349,18,2015-05-12
3163,131,19,60.99,987.0,39.716,0.781831,0.62349,19,2015-05-12
3164,131,20,75.0,1072.0,25.051,0.781831,0.62349,20,2015-05-12
3165,131,21,73.74,1054.0,14.509,0.781831,0.62349,21,2015-05-12
3166,131,22,65.61,967.0,5.65,0.781831,0.62349,22,2015-05-12
3167,131,23,54.28,887.0,4.92,0.781831,0.62349,23,2015-05-12
3168,132,0,54.15,812.0,5.059,0.974928,-0.222521,0,2015-05-13
3169,132,1,49.99,765.0,11.977,0.974928,-0.222521,1,2015-05-13
3170,132,2,47.5,741.0,13.704,0.974928,-0.222521,2,2015-05-13
3171,132,3,47.0,740.0,10.303,0.974928,-0.222521,3,2015-05-13
3172,132,4,47.5,760.0,11.491,0.974928,-0.222521,4,2015-05-13
3173,132,5,47.75,786.0,12.372,0.974928,-0.222521,5,2015-05-13
3174,132,6,51.51,811.0,11.787,0.974928,-0.222521,6,2015-05-13
3175,132,7,56.3,902.0,11.651,0.974928,-0.222521,7,2015-05-13
3176,132,8,64.99,949.0,19.144,0.974928,-0.222521,8,2015-05-13
3177,132,9,50.18,978.0,22.127,0.974928,-0.222521,9,2015-05-13
3178,132,10,46.48,1001.0,28.714,0.974928,-0.222521,10,2015-05-13
3179,132,11,40.35,970.0,57.66,0.974928,-0.222521,11,2015-05-13
3180,132,12,36.28,933.0,69.339,0.974928,-0.222521,12,2015-05-13
3181,132,13,40.03,851.0,91.968,0.974928,-0.222521,13,2015-05-13
3182,132,14,34.96,865.0,111.761,0.974928,-0.222521,14,2015-05-13
3183,132,15,40.25,885.0,131.21,0.974928,-0.222521,15,2015-05-13
3184,132,16,42.96,954.0,143.021,0.974928,-0.222521,16,2015-05-13
3185,132,17,50.48,1012.0,140.329,0.974928,-0.222521,17,2015-05-13
3186,132,18,55.01,947.0,137.907,0.974928,-0.222521,18,2015-05-13
3187,132,19,60.9916,992.0,126.386,0.974928,-0.222521,19,2015-05-13
3188,132,20,76.2,1072.0,134.263,0.974928,-0.222521,20,2015-05-13
3189,132,21,72.0,1039.0,127.034,0.974928,-0.222521,21,2015-05-13
3190,132,22,61.47404,968.0,136.581,0.974928,-0.222521,22,2015-05-13
3191,132,23,52.01,881.0,128.401,0.974928,-0.222521,23,2015-05-13
3192,133,0,43.76,850.0,187.643,0.433884,-0.900969,0,2015-05-14
3193,133,1,40.0,811.0,202.293,0.433884,-0.900969,1,2015-05-14
3194,133,2,35.01,788.0,221.611,0.433884,-0.900969,2,2015-05-14
3195,133,3,35.01,772.0,238.5,0.433884,-0.900969,3,2015-05-14
3196,133,4,35.58,784.0,251.022,0.433884,-0.900969,4,2015-05-14
3197,133,5,37.97,814.0,251.269,0.433884,-0.900969,5,2015-05-14
3198,133,6,42.5,834.0,250.003,0.433884,-0.900969,6,2015-05-14
3199,133,7,48.74,931.0,249.025,0.433884,-0.900969,7,2015-05-14
3200,133,8,49.31,1006.0,239.126,0.433884,-0.900969,8,2015-05-14
3201,133,9,33.96,1027.0,229.338,0.433884,-0.900969,9,2015-05-14
3202,133,10,20.0,1020.0,217.827,0.433884,-0.900969,10,2015-05-14
3203,133,11,10.0,1025.0,222.591,0.433884,-0.900969,11,2015-05-14
3204,133,12,7.0,1011.0,231.571,0.433884,-0.900969,12,2015-05-14
3205,133,13,10.0,962.0,257.256,0.433884,-0.900969,13,2015-05-14
3206,133,14,10.0,914.0,268.925,0.433884,-0.900969,14,2015-05-14
3207,133,15,14.9,925.0,280.581,0.433884,-0.900969,15,2015-05-14
3208,133,16,33.96,914.0,288.324,0.433884,-0.900969,16,2015-05-14
3209,133,17,50.31,949.0,291.677,0.433884,-0.900969,17,2015-05-14
3210,133,18,50.98,960.0,292.895,0.433884,-0.900969,18,2015-05-14
3211,133,19,56.94972,1007.0,287.919,0.433884,-0.900969,19,2015-05-14
3212,133,20,67.16,1105.0,292.013,0.433884,-0.900969,20,2015-05-14
3213,133,21,68.0219,1088.0,319.996,0.433884,-0.900969,21,2015-05-14
3214,133,22,50.0,1017.0,329.554,0.433884,-0.900969,22,2015-05-14
3215,133,23,44.98,927.0,340.724,0.433884,-0.900969,23,2015-05-14
3216,134,0,43.03,831.0,262.032,-0.433884,-0.900969,0,2015-05-15
3217,134,1,40.0,789.0,260.53,-0.433884,-0.900969,1,2015-05-15
3218,134,2,32.68175,761.0,262.101,-0.433884,-0.900969,2,2015-05-15
3219,134,3,34.66,747.0,253.866,-0.433884,-0.900969,3,2015-05-15
3220,134,4,34.58638,752.0,245.853,-0.433884,-0.900969,4,2015-05-15
3221,134,5,36.92,779.0,241.675,-0.433884,-0.900969,5,2015-05-15
3222,134,6,46.04,816.0,231.801,-0.433884,-0.900969,6,2015-05-15
3223,134,7,53.94,912.0,248.622,-0.433884,-0.900969,7,2015-05-15
3224,134,8,54.27,971.0,291.246,-0.433884,-0.900969,8,2015-05-15
3225,134,9,48.98,988.0,343.21,-0.433884,-0.900969,9,2015-05-15
3226,134,10,46.48,978.0,396.34,-0.433884,-0.900969,10,2015-05-15
3227,134,11,40.53,927.0,451.356,-0.433884,-0.900969,11,2015-05-15
3228,134,12,44.48,903.0,494.278,-0.433884,-0.900969,12,2015-05-15
3229,134,13,42.6,880.0,522.979,-0.433884,-0.900969,13,2015-05-15
3230,134,14,33.96,882.0,556.561,-0.433884,-0.900969,14,2015-05-15
3231,134,15,37.78,907.0,606.339,-0.433884,-0.900969,15,2015-05-15
3232,134,16,49.31,932.0,631.1,-0.433884,-0.900969,16,2015-05-15
3233,134,17,57.95302,947.0,629.828,-0.433884,-0.900969,17,2015-05-15
3234,134,18,55.58,974.0,609.278,-0.433884,-0.900969,18,2015-05-15
3235,134,19,60.45,987.0,577.459,-0.433884,-0.900969,19,2015-05-15
3236,134,20,63.0,1027.0,530.526,-0.433884,-0.900969,20,2015-05-15
3237,134,21,57.97,1031.0,472.374,-0.433884,-0.900969,21,2015-05-15
3238,134,22,49.43,964.0,413.3,-0.433884,-0.900969,22,2015-05-15
3239,134,23,44.1,893.0,376.76,-0.433884,-0.900969,23,2015-05-15
3240,135,0,42.4,812.0,285.378,-0.974928,-0.222521,0,2015-05-16
3241,135,1,41.29,770.0,266.056,-0.974928,-0.222521,1,2015-05-16
3242,135,2,38.0,729.0,257.743,-0.974928,-0.222521,2,2015-05-16
3243,135,3,38.0,727.0,250.394,-0.974928,-0.222521,3,2015-05-16
3244,135,4,38.0,724.0,240.779,-0.974928,-0.222521,4,2015-05-16
3245,135,5,35.77,728.0,227.748,-0.974928,-0.222521,5,2015-05-16
3246,135,6,35.5,766.0,210.236,-0.974928,-0.222521,6,2015-05-16
3247,135,7,47.49,860.0,185.205,-0.974928,-0.222521,7,2015-05-16
3248,135,8,51.59,939.0,157.403,-0.974928,-0.222521,8,2015-05-16
3249,135,9,59.99,992.0,131.156,-0.974928,-0.222521,9,2015-05-16
3250,135,10,59.99,1007.0,102.875,-0.974928,-0.222521,10,2015-05-16
3251,135,11,49.19,1010.0,103.388,-0.974928,-0.222521,11,2015-05-16
3252,135,12,50.02,910.0,107.926,-0.974928,-0.222521,12,2015-05-16
3253,135,13,49.09,906.0,128.248,-0.974928,-0.222521,13,2015-05-16
3254,135,14,48.64199,899.0,137.315,-0.974928,-0.222521,14,2015-05-16
3255,135,15,50.17,901.0,152.265,-0.974928,-0.222521,15,2015-05-16
3256,135,16,53.74,912.0,183.18,-0.974928,-0.222521,16,2015-05-16
3257,135,17,53.83,943.0,195.465,-0.974928,-0.222521,17,2015-05-16
3258,135,18,53.83,967.0,183.298,-0.974928,-0.222521,18,2015-05-16
3259,135,19,53.98,995.0,168.459,-0.974928,-0.222521,19,2015-05-16
3260,135,20,65.18,990.0,147.084,-0.974928,-0.222521,20,2015-05-16
3261,135,21,61.15,997.0,122.881,-0.974928,-0.222521,21,2015-05-16
3262,135,22,51.61,911.0,100.666,-0.974928,-0.222521,22,2015-05-16
3263,135,23,48.45,841.0,90.364,-0.974928,-0.222521,23,2015-05-16
3264,136,0,44.85,784.0,89.867,-0.781831,0.62349,0,2015-05-17
3265,136,1,44.0,737.0,81.776,-0.781831,0.62349,1,2015-05-17
3266,136,2,40.0,730.0,78.811,-0.781831,0.62349,2,2015-05-17
3267,136,3,38.01,721.0,81.19,-0.781831,0.62349,3,2015-05-17
3268,136,4,39.0,720.0,82.583,-0.781831,0.62349,4,2015-05-17
3269,136,5,39.25,740.0,82.295,-0.781831,0.62349,5,2015-05-17
3270,136,6,39.0,744.0,80.496,-0.781831,0.62349,6,2015-05-17
3271,136,7,41.29,780.0,80.212,-0.781831,0.62349,7,2015-05-17
3272,136,8,38.16,845.0,83.973,-0.781831,0.62349,8,2015-05-17
3273,136,9,38.16,914.0,99.673,-0.781831,0.62349,9,2015-05-17
3274,136,10,34.41,887.0,118.869,-0.781831,0.62349,10,2015-05-17
3275,136,11,23.20951,998.0,135.248,-0.781831,0.62349,11,2015-05-17
3276,136,12,18.58849,1078.0,152.149,-0.781831,0.62349,12,2015-05-17
3277,136,13,10.1,1050.0,172.718,-0.781831,0.62349,13,2015-05-17
3278,136,14,10.0,863.0,184.075,-0.781831,0.62349,14,2015-05-17
3279,136,15,12.80105,810.0,189.227,-0.781831,0.62349,15,2015-05-17
3280,136,16,25.27,834.0,194.187,-0.781831,0.62349,16,2015-05-17
3281,136,17,35.16,842.0,191.384,-0.781831,0.62349,17,2015-05-17
3282,136,18,44.44,885.0,179.846,-0.781831,0.62349,18,2015-05-17
3283,136,19,53.0,917.0,165.151,-0.781831,0.62349,19,2015-05-17
3284,136,20,65.07,955.0,159.133,-0.781831,0.62349,20,2015-05-17
3285,136,21,65.11,953.0,166.343,-0.781831,0.62349,21,2015-05-17
3286,136,22,55.69388,904.0,176.491,-0.781831,0.62349,22,2015-05-17
3287,136,23,48.0,840.0,176.927,-0.781831,0.62349,23,2015-05-17
3288,137,0,42.41,754.0,163.097,0.0,1.0,0,2015-05-18
3289,137,1,40.01,710.0,149.63,0.0,1.0,1,2015-05-18
3290,137,2,40.0,706.0,132.213,0.0,1.0,2,2015-05-18
3291,137,3,39.03,702.0,115.662,0.0,1.0,3,2015-05-18
3292,137,4,40.0,708.0,104.473,0.0,1.0,4,2015-05-18
3293,137,5,40.0,744.0,93.973,0.0,1.0,5,2015-05-18
3294,137,6,42.44,780.0,81.073,0.0,1.0,6,2015-05-18
3295,137,7,50.45,871.0,71.535,0.0,1.0,7,2015-05-18
3296,137,8,55.5,954.0,65.164,0.0,1.0,8,2015-05-18
3297,137,9,54.63,976.0,41.82,0.0,1.0,9,2015-05-18
3298,137,10,49.72,921.0,54.844,0.0,1.0,10,2015-05-18
3299,137,11,46.52,970.0,71.662,0.0,1.0,11,2015-05-18
3300,137,12,40.79,1033.0,100.3,0.0,1.0,12,2015-05-18
3301,137,13,41.94,980.0,133.495,0.0,1.0,13,2015-05-18
3302,137,14,42.41,943.0,140.654,0.0,1.0,14,2015-05-18
3303,137,15,48.35,897.0,130.098,0.0,1.0,15,2015-05-18
3304,137,16,50.35,883.0,122.98,0.0,1.0,16,2015-05-18
3305,137,17,56.0,883.0,92.905,0.0,1.0,17,2015-05-18
3306,137,18,56.69,906.0,72.619,0.0,1.0,18,2015-05-18
3307,137,19,62.89,920.0,55.816,0.0,1.0,19,2015-05-18
3308,137,20,71.19,977.0,39.048,0.0,1.0,20,2015-05-18
3309,137,21,70.29,1002.0,25.44,0.0,1.0,21,2015-05-18
3310,137,22,56.19,944.0,18.179,0.0,1.0,22,2015-05-18
3311,137,23,50.07,876.0,15.362,0.0,1.0,23,2015-05-18
3312,138,0,44.70605,774.0,24.784,0.781831,0.62349,0,2015-05-19
3313,138,1,42.41,729.0,25.38,0.781831,0.62349,1,2015-05-19
3314,138,2,41.18,718.0,25.551,0.781831,0.62349,2,2015-05-19
3315,138,3,40.53,716.0,25.248,0.781831,0.62349,3,2015-05-19
3316,138,4,40.91,720.0,27.403,0.781831,0.62349,4,2015-05-19
3317,138,5,41.61,754.0,30.141,0.781831,0.62349,5,2015-05-19
3318,138,6,46.85,787.0,30.8,0.781831,0.62349,6,2015-05-19
3319,138,7,52.0,885.0,30.251,0.781831,0.62349,7,2015-05-19
3320,138,8,59.75,966.0,19.988,0.781831,0.62349,8,2015-05-19
3321,138,9,54.61,981.0,16.45,0.781831,0.62349,9,2015-05-19
3322,138,10,49.98,923.0,17.582,0.781831,0.62349,10,2015-05-19
3323,138,11,48.0,970.0,9.81,0.781831,0.62349,11,2015-05-19
3324,138,12,41.86,963.0,21.575,0.781831,0.62349,12,2015-05-19
3325,138,13,41.1,947.0,39.322,0.781831,0.62349,13,2015-05-19
3326,138,14,45.54,909.0,73.654,0.781831,0.62349,14,2015-05-19
3327,138,15,47.54,878.0,91.251,0.781831,0.62349,15,2015-05-19
3328,138,16,51.58,868.0,105.309,0.781831,0.62349,16,2015-05-19
3329,138,17,56.01528,887.0,94.459,0.781831,0.62349,17,2015-05-19
3330,138,18,56.32595,901.0,71.564,0.781831,0.62349,18,2015-05-19
3331,138,19,58.25,925.0,51.801,0.781831,0.62349,19,2015-05-19
3332,138,20,67.32,1005.0,50.151,0.781831,0.62349,20,2015-05-19
3333,138,21,63.28,1026.0,43.003,0.781831,0.62349,21,2015-05-19
3334,138,22,52.46,973.0,43.372,0.781831,0.62349,22,2015-05-19
3335,138,23,45.95565,913.0,47.798,0.781831,0.62349,23,2015-05-19
3336,139,0,42.5,810.0,39.276,0.974928,-0.222521,0,2015-05-20
3337,139,1,37.41,773.0,42.037,0.974928,-0.222521,1,2015-05-20
3338,139,2,31.26,744.0,45.652,0.974928,-0.222521,2,2015-05-20
3339,139,3,34.0,740.0,50.004,0.974928,-0.222521,3,2015-05-20
3340,139,4,34.0,754.0,53.459,0.974928,-0.222521,4,2015-05-20
3341,139,5,35.01,788.0,55.022,0.974928,-0.222521,5,2015-05-20
3342,139,6,41.37,879.0,56.264,0.974928,-0.222521,6,2015-05-20
3343,139,7,50.23,996.0,54.906,0.974928,-0.222521,7,2015-05-20
3344,139,8,56.11,1060.0,60.24,0.974928,-0.222521,8,2015-05-20
3345,139,9,53.47,1082.0,88.031,0.974928,-0.222521,9,2015-05-20
3346,139,10,47.35,1093.0,119.396,0.974928,-0.222521,10,2015-05-20
3347,139,11,42.41,1107.0,151.478,0.974928,-0.222521,11,2015-05-20
3348,139,12,43.0,1050.0,176.24,0.974928,-0.222521,12,2015-05-20
3349,139,13,40.53,1025.0,191.552,0.974928,-0.222521,13,2015-05-20
3350,139,14,32.09,978.0,204.484,0.974928,-0.222521,14,2015-05-20
3351,139,15,40.98,964.0,208.009,0.974928,-0.222521,15,2015-05-20
3352,139,16,42.41,960.0,200.397,0.974928,-0.222521,16,2015-05-20
3353,139,17,56.0,991.0,190.092,0.974928,-0.222521,17,2015-05-20
3354,139,18,52.61,1012.0,186.358,0.974928,-0.222521,18,2015-05-20
3355,139,19,54.00087,1055.0,192.365,0.974928,-0.222521,19,2015-05-20
3356,139,20,57.9,1052.0,205.905,0.974928,-0.222521,20,2015-05-20
3357,139,21,54.59,1040.0,222.211,0.974928,-0.222521,21,2015-05-20
3358,139,22,48.83,969.0,239.518,0.974928,-0.222521,22,2015-05-20
3359,139,23,44.41,879.0,261.11,0.974928,-0.222521,23,2015-05-20
3360,140,0,43.84,797.0,261.676,0.433884,-0.900969,0,2015-05-21
3361,140,1,41.94,748.0,281.823,0.433884,-0.900969,1,2015-05-21
3362,140,2,35.0,721.0,298.845,0.433884,-0.900969,2,2015-05-21
3363,140,3,35.99075,710.0,308.494,0.433884,-0.900969,3,2015-05-21
3364,140,4,35.03074,704.0,310.784,0.433884,-0.900969,4,2015-05-21
3365,140,5,38.89883,722.0,314.625,0.433884,-0.900969,5,2015-05-21
3366,140,6,43.84,759.0,327.62,0.433884,-0.900969,6,2015-05-21
3367,140,7,50.18982,854.0,349.823,0.433884,-0.900969,7,2015-05-21
3368,140,8,56.41,944.0,394.321,0.433884,-0.900969,8,2015-05-21
3369,140,9,55.05,981.0,442.661,0.433884,-0.900969,9,2015-05-21
3370,140,10,52.3,997.0,482.657,0.433884,-0.900969,10,2015-05-21
3371,140,11,46.35,997.0,513.449,0.433884,-0.900969,11,2015-05-21
3372,140,12,42.41,930.0,536.97,0.433884,-0.900969,12,2015-05-21
3373,140,13,39.16,948.0,555.422,0.433884,-0.900969,13,2015-05-21
3374,140,14,39.16,905.0,572.455,0.433884,-0.900969,14,2015-05-21
3375,140,15,42.41,907.0,584.417,0.433884,-0.900969,15,2015-05-21
3376,140,16,46.29,920.0,586.859,0.433884,-0.900969,16,2015-05-21
3377,140,17,52.57,928.0,574.706,0.433884,-0.900969,17,2015-05-21
3378,140,18,53.1,984.0,548.201,0.433884,-0.900969,18,2015-05-21
3379,140,19,54.34379,1010.0,508.568,0.433884,-0.900969,19,2015-05-21
3380,140,20,58.0,1042.0,452.848,0.433884,-0.900969,20,2015-05-21
3381,140,21,54.69,1037.0,406.809,0.433884,-0.900969,21,2015-05-21
3382,140,22,49.0,973.0,374.875,0.433884,-0.900969,22,2015-05-21
3383,140,23,45.04,898.0,350.944,0.433884,-0.900969,23,2015-05-21
3384,141,0,43.07,840.0,282.052,-0.433884,-0.900969,0,2015-05-22
3385,141,1,37.87,797.0,294.077,-0.433884,-0.900969,1,2015-05-22
3386,141,2,34.0,774.0,295.061,-0.433884,-0.900969,2,2015-05-22
3387,141,3,34.0,762.0,279.047,-0.433884,-0.900969,3,2015-05-22
3388,141,4,33.0,762.0,256.604,-0.433884,-0.900969,4,2015-05-22
3389,141,5,35.0,779.0,230.958,-0.433884,-0.900969,5,2015-05-22
3390,141,6,42.77,810.0,209.389,-0.433884,-0.900969,6,2015-05-22
3391,141,7,52.0,934.0,200.57,-0.433884,-0.900969,7,2015-05-22
3392,141,8,56.97964,950.0,227.732,-0.433884,-0.900969,8,2015-05-22
3393,141,9,59.77,1037.0,278.617,-0.433884,-0.900969,9,2015-05-22
3394,141,10,57.99,1097.0,324.853,-0.433884,-0.900969,10,2015-05-22
3395,141,11,46.52,1042.0,363.915,-0.433884,-0.900969,11,2015-05-22
3396,141,12,45.35,1079.0,397.125,-0.433884,-0.900969,12,2015-05-22
3397,141,13,34.0,1058.0,424.896,-0.433884,-0.900969,13,2015-05-22
3398,141,14,42.28,940.0,450.897,-0.433884,-0.900969,14,2015-05-22
3399,141,15,42.28,966.0,464.045,-0.433884,-0.900969,15,2015-05-22
3400,141,16,50.35,1002.0,451.299,-0.433884,-0.900969,16,2015-05-22
3401,141,17,51.35,1035.0,413.734,-0.433884,-0.900969,17,2015-05-22
3402,141,18,49.89,1036.0,357.093,-0.433884,-0.900969,18,2015-05-22
3403,141,19,49.34,1020.0,304.29,-0.433884,-0.900969,19,2015-05-22
3404,141,20,51.04,1022.0,251.331,-0.433884,-0.900969,20,2015-05-22
3405,141,21,49.07,1031.0,211.897,-0.433884,-0.900969,21,2015-05-22
3406,141,22,43.79,975.0,189.611,-0.433884,-0.900969,22,2015-05-22
3407,141,23,37.73,907.0,179.307,-0.433884,-0.900969,23,2015-05-22
3408,142,0,37.5,826.0,242.677,-0.974928,-0.222521,0,2015-05-23
3409,142,1,32.0,772.0,219.515,-0.974928,-0.222521,1,2015-05-23
3410,142,2,24.96631,753.0,212.035,-0.974928,-0.222521,2,2015-05-23
3411,142,3,24.18083,736.0,223.428,-0.974928,-0.222521,3,2015-05-23
3412,142,4,20.53394,750.0,235.1,-0.974928,-0.222521,4,2015-05-23
3413,142,5,20.21511,779.0,242.735,-0.974928,-0.222521,5,2015-05-23
3414,142,6,20.20658,778.0,249.968,-0.974928,-0.222521,6,2015-05-23
3415,142,7,34.5,825.0,276.699,-0.974928,-0.222521,7,2015-05-23
3416,142,8,41.46,899.0,343.362,-0.974928,-0.222521,8,2015-05-23
3417,142,9,44.5,955.0,418.67,-0.974928,-0.222521,9,2015-05-23
3418,142,10,45.5,899.0,477.046,-0.974928,-0.222521,10,2015-05-23
3419,142,11,44.5,905.0,511.88,-0.974928,-0.222521,11,2015-05-23
