IDX__global,IDX__step,IDX__sub_step,TARG__MGP_NORD,FUTU__D_NORD,FUTU__WIND_NORD,CONST__wd_sin,CONST__wd_cos,Hour,Date
8356,348,4,41.01,14070.0,0.252,0.781831,0.62349,4,2015-12-15
8357,348,5,43.19,15103.0,0.207,0.781831,0.62349,5,2015-12-15
8358,348,6,64.3,18498.0,0.206,0.781831,0.62349,6,2015-12-15
8359,348,7,75.0,23166.0,0.168,0.781831,0.62349,7,2015-12-15
8360,348,8,86.1,25986.0,0.139,0.781831,0.62349,8,2015-12-15
8361,348,9,77.99,26529.0,0.138,0.781831,0.62349,9,2015-12-15
8362,348,10,72.23,25840.0,0.149,0.781831,0.62349,10,2015-12-15
8363,348,11,67.0,25151.0,0.167,0.781831,0.62349,11,2015-12-15
8364,348,12,71.63,22540.0,0.229,0.781831,0.62349,12,2015-12-15
8365,348,13,68.1,22246.0,0.255,0.781831,0.62349,13,2015-12-15
8366,348,14,72.92,23527.0,0.299,0.781831,0.62349,14,2015-12-15
8367,348,15,76.2,24434.0,0.336,0.781831,0.62349,15,2015-12-15
8368,348,16,77.99,25668.0,0.385,0.781831,0.62349,16,2015-12-15
8369,348,17,98.67,27194.0,0.398,0.781831,0.62349,17,2015-12-15
8370,348,18,85.0,26140.0,0.423,0.781831,0.62349,18,2015-12-15
8371,348,19,72.91,25016.0,0.391,0.781831,0.62349,19,2015-12-15
8372,348,20,70.6,23329.0,0.412,0.781831,0.62349,20,2015-12-15
8373,348,21,71.63,21546.0,0.448,0.781831,0.62349,21,2015-12-15
8374,348,22,69.99,19199.0,0.563,0.781831,0.62349,22,2015-12-15
8375,348,23,61.99,17103.0,0.788,0.781831,0.62349,23,2015-12-15
8376,349,0,62.4172,15476.0,0.95,0.974928,-0.222521,0,2015-12-16
8377,349,1,48.67,14530.0,1.106,0.974928,-0.222521,1,2015-12-16
8378,349,2,45.17,14163.0,1.241,0.974928,-0.222521,2,2015-12-16
8379,349,3,43.76,14032.0,1.832,0.974928,-0.222521,3,2015-12-16
8380,349,4,44.2,14188.0,2.095,0.974928,-0.222521,4,2015-12-16
8381,349,5,51.99,15190.0,2.296,0.974928,-0.222521,5,2015-12-16
8382,349,6,78.66728,18749.0,2.4,0.974928,-0.222521,6,2015-12-16
8383,349,7,77.99,23248.0,2.338,0.974928,-0.222521,7,2015-12-16
8384,349,8,96.96288,26055.0,2.232,0.974928,-0.222521,8,2015-12-16
8385,349,9,91.41,26960.0,2.207,0.974928,-0.222521,9,2015-12-16
8386,349,10,81.01,26984.0,2.389,0.974928,-0.222521,10,2015-12-16
8387,349,11,77.4,26824.0,2.799,0.974928,-0.222521,11,2015-12-16
8388,349,12,64.42,24490.0,3.225,0.974928,-0.222521,12,2015-12-16
8389,349,13,64.66,23920.0,3.358,0.974928,-0.222521,13,2015-12-16
8390,349,14,69.3,24950.0,3.317,0.974928,-0.222521,14,2015-12-16
8391,349,15,77.99,25762.0,3.276,0.974928,-0.222521,15,2015-12-16
8392,349,16,92.01,26572.0,3.5,0.974928,-0.222521,16,2015-12-16
8393,349,17,115.0,27434.0,3.846,0.974928,-0.222521,17,2015-12-16
8394,349,18,90.0,26480.0,4.169,0.974928,-0.222521,18,2015-12-16
8395,349,19,83.99,25319.0,4.465,0.974928,-0.222521,19,2015-12-16
8396,349,20,77.99,23585.0,4.313,0.974928,-0.222521,20,2015-12-16
8397,349,21,77.99,21944.0,4.334,0.974928,-0.222521,21,2015-12-16
8398,349,22,71.63,19758.0,4.427,0.974928,-0.222521,22,2015-12-16
8399,349,23,70.99,17714.0,4.495,0.974928,-0.222521,23,2015-12-16
8400,350,0,48.2,16212.0,4.968,0.433884,-0.900969,0,2015-12-17
8401,350,1,41.96,15075.0,4.783,0.433884,-0.900969,1,2015-12-17
8402,350,2,40.63,14524.0,4.526,0.433884,-0.900969,2,2015-12-17
8403,350,3,40.5,14317.0,4.258,0.433884,-0.900969,3,2015-12-17
8404,350,4,40.5,14428.0,3.965,0.433884,-0.900969,4,2015-12-17
8405,350,5,45.41,15303.0,3.67,0.433884,-0.900969,5,2015-12-17
8406,350,6,70.5,18299.0,3.381,0.433884,-0.900969,6,2015-12-17
8407,350,7,71.63,23538.0,2.981,0.433884,-0.900969,7,2015-12-17
8408,350,8,73.01,26010.0,2.597,0.433884,-0.900969,8,2015-12-17
8409,350,9,76.23,26791.0,2.296,0.433884,-0.900969,9,2015-12-17
8410,350,10,72.0,26922.0,2.029,0.433884,-0.900969,10,2015-12-17
8411,350,11,70.5,26891.0,1.769,0.433884,-0.900969,11,2015-12-17
8412,350,12,60.0,24254.0,1.524,0.433884,-0.900969,12,2015-12-17
8413,350,13,62.32,23753.0,1.331,0.433884,-0.900969,13,2015-12-17
8414,350,14,67.55,24443.0,1.112,0.433884,-0.900969,14,2015-12-17
8415,350,15,71.63,25021.0,0.934,0.433884,-0.900969,15,2015-12-17
8416,350,16,75.27,26409.0,0.823,0.433884,-0.900969,16,2015-12-17
8417,350,17,100.9,27432.0,0.695,0.433884,-0.900969,17,2015-12-17
8418,350,18,82.23,26745.0,0.602,0.433884,-0.900969,18,2015-12-17
8419,350,19,77.9,25481.0,0.489,0.433884,-0.900969,19,2015-12-17
8420,350,20,75.88982,23554.0,0.378,0.433884,-0.900969,20,2015-12-17
8421,350,21,73.6,21676.0,0.342,0.433884,-0.900969,21,2015-12-17
8422,350,22,71.63,19303.0,0.282,0.433884,-0.900969,22,2015-12-17
8423,350,23,61.99,17360.0,0.254,0.433884,-0.900969,23,2015-12-17
8424,351,0,52.07,16288.0,0.379,-0.433884,-0.900969,0,2015-12-18
8425,351,1,47.49,15207.0,0.383,-0.433884,-0.900969,1,2015-12-18
8426,351,2,44.1,14759.0,0.385,-0.433884,-0.900969,2,2015-12-18
8427,351,3,44.01,14720.0,0.401,-0.433884,-0.900969,3,2015-12-18
8428,351,4,44.01,14794.0,0.395,-0.433884,-0.900969,4,2015-12-18
8429,351,5,49.19153,15729.0,0.518,-0.433884,-0.900969,5,2015-12-18
8430,351,6,65.5,19035.0,0.728,-0.433884,-0.900969,6,2015-12-18
8431,351,7,71.93,23304.0,0.307,-0.433884,-0.900969,7,2015-12-18
8432,351,8,78.23657,25749.0,0.226,-0.433884,-0.900969,8,2015-12-18
8433,351,9,74.39,25965.0,0.186,-0.433884,-0.900969,9,2015-12-18
8434,351,10,69.2,25229.0,0.173,-0.433884,-0.900969,10,2015-12-18
8435,351,11,69.0,24341.0,0.162,-0.433884,-0.900969,11,2015-12-18
8436,351,12,58.97,22151.0,0.234,-0.433884,-0.900969,12,2015-12-18
8437,351,13,61.65042,21893.0,0.285,-0.433884,-0.900969,13,2015-12-18
8438,351,14,67.0,23202.0,0.275,-0.433884,-0.900969,14,2015-12-18
8439,351,15,70.45,24295.0,0.323,-0.433884,-0.900969,15,2015-12-18
8440,351,16,74.69,25404.0,0.357,-0.433884,-0.900969,16,2015-12-18
8441,351,17,98.95,26524.0,0.352,-0.433884,-0.900969,17,2015-12-18
8442,351,18,76.16,25477.0,0.356,-0.433884,-0.900969,18,2015-12-18
8443,351,19,70.0,24446.0,0.393,-0.433884,-0.900969,19,2015-12-18
8444,351,20,67.0,22475.0,0.401,-0.433884,-0.900969,20,2015-12-18
8445,351,21,66.28,20857.0,0.48,-0.433884,-0.900969,21,2015-12-18
8446,351,22,64.12191,18765.0,0.492,-0.433884,-0.900969,22,2015-12-18
8447,351,23,58.0,16906.0,0.413,-0.433884,-0.900969,23,2015-12-18
8448,352,0,58.26,15411.0,0.363,-0.974928,-0.222521,0,2015-12-19
8449,352,1,50.0,14429.0,0.343,-0.974928,-0.222521,1,2015-12-19
8450,352,2,47.64,13732.0,0.353,-0.974928,-0.222521,2,2015-12-19
8451,352,3,43.9,13445.0,0.357,-0.974928,-0.222521,3,2015-12-19
8452,352,4,44.0,13323.0,0.348,-0.974928,-0.222521,4,2015-12-19
8453,352,5,46.91543,13672.0,0.335,-0.974928,-0.222521,5,2015-12-19
8454,352,6,49.26,15027.0,0.319,-0.974928,-0.222521,6,2015-12-19
8455,352,7,56.4,17245.0,0.273,-0.974928,-0.222521,7,2015-12-19
8456,352,8,60.0,18685.0,0.23,-0.974928,-0.222521,8,2015-12-19
8457,352,9,60.91,19563.0,0.2,-0.974928,-0.222521,9,2015-12-19
8458,352,10,60.12,19152.0,0.179,-0.974928,-0.222521,10,2015-12-19
8459,352,11,50.0,18497.0,0.175,-0.974928,-0.222521,11,2015-12-19
8460,352,12,47.63,17539.0,0.15,-0.974928,-0.222521,12,2015-12-19
8461,352,13,44.58,16452.0,0.159,-0.974928,-0.222521,13,2015-12-19
8462,352,14,47.64,16341.0,0.186,-0.974928,-0.222521,14,2015-12-19
8463,352,15,53.45,16623.0,0.197,-0.974928,-0.222521,15,2015-12-19
8464,352,16,59.63,17480.0,0.193,-0.974928,-0.222521,16,2015-12-19
8465,352,17,67.0,19528.0,0.158,-0.974928,-0.222521,17,2015-12-19
8466,352,18,67.0,20072.0,0.168,-0.974928,-0.222521,18,2015-12-19
8467,352,19,70.0,19880.0,0.171,-0.974928,-0.222521,19,2015-12-19
8468,352,20,65.0,18405.0,0.362,-0.974928,-0.222521,20,2015-12-19
8469,352,21,59.5,16866.0,0.593,-0.974928,-0.222521,21,2015-12-19
8470,352,22,58.94,15417.0,0.67,-0.974928,-0.222521,22,2015-12-19
8471,352,23,48.28,14198.0,0.459,-0.974928,-0.222521,23,2015-12-19
8472,353,0,45.8,12878.0,1.174,-0.781831,0.62349,0,2015-12-20
8473,353,1,41.19,12030.0,1.063,-0.781831,0.62349,1,2015-12-20
8474,353,2,39.19,11515.0,1.03,-0.781831,0.62349,2,2015-12-20
8475,353,3,38.93,11209.0,1.093,-0.781831,0.62349,3,2015-12-20
8476,353,4,38.06,11015.0,1.204,-0.781831,0.62349,4,2015-12-20
8477,353,5,40.0,11237.0,1.307,-0.781831,0.62349,5,2015-12-20
8478,353,6,39.99,12034.0,1.388,-0.781831,0.62349,6,2015-12-20
8479,353,7,41.0,12906.0,1.357,-0.781831,0.62349,7,2015-12-20
8480,353,8,43.0,13357.0,1.173,-0.781831,0.62349,8,2015-12-20
8481,353,9,44.69,14230.0,1.251,-0.781831,0.62349,9,2015-12-20
8482,353,10,47.62,14909.0,1.136,-0.781831,0.62349,10,2015-12-20
8483,353,11,46.78602,15177.0,1.011,-0.781831,0.62349,11,2015-12-20
8484,353,12,45.02,14906.0,0.901,-0.781831,0.62349,12,2015-12-20
8485,353,13,41.0,14024.0,0.953,-0.781831,0.62349,13,2015-12-20
8486,353,14,42.89,13807.0,0.855,-0.781831,0.62349,14,2015-12-20
8487,353,15,47.71,14035.0,1.059,-0.781831,0.62349,15,2015-12-20
8488,353,16,50.72,15132.0,1.212,-0.781831,0.62349,16,2015-12-20
8489,353,17,64.42,17323.0,1.427,-0.781831,0.62349,17,2015-12-20
8490,353,18,61.8,17967.0,1.687,-0.781831,0.62349,18,2015-12-20
8491,353,19,61.99,18150.0,1.843,-0.781831,0.62349,19,2015-12-20
8492,353,20,63.1,17554.0,1.877,-0.781831,0.62349,20,2015-12-20
8493,353,21,57.5,16621.0,1.908,-0.781831,0.62349,21,2015-12-20
8494,353,22,50.0,15182.0,1.831,-0.781831,0.62349,22,2015-12-20
8495,353,23,43.5,13672.0,1.682,-0.781831,0.62349,23,2015-12-20
8496,354,0,43.83,12546.0,1.229,0.0,1.0,0,2015-12-21
8497,354,1,40.59,11746.0,1.102,0.0,1.0,1,2015-12-21
8498,354,2,39.16,11422.0,0.888,0.0,1.0,2,2015-12-21
8499,354,3,38.28,11371.0,0.829,0.0,1.0,3,2015-12-21
8500,354,4,38.0,11671.0,0.827,0.0,1.0,4,2015-12-21
8501,354,5,41.34,12813.0,0.867,0.0,1.0,5,2015-12-21
8502,354,6,53.33,16144.0,0.934,0.0,1.0,6,2015-12-21
8503,354,7,65.0,20610.0,0.97,0.0,1.0,7,2015-12-21
8504,354,8,66.1,23697.0,0.962,0.0,1.0,8,2015-12-21
8505,354,9,69.8,24862.0,0.918,0.0,1.0,9,2015-12-21
8506,354,10,65.45,24651.0,0.844,0.0,1.0,10,2015-12-21
8507,354,11,62.51,24508.0,0.794,0.0,1.0,11,2015-12-21
8508,354,12,57.66,22539.0,0.779,0.0,1.0,12,2015-12-21
8509,354,13,57.39,22232.0,0.7,0.0,1.0,13,2015-12-21
8510,354,14,65.0,23179.0,0.686,0.0,1.0,14,2015-12-21
8511,354,15,69.37,23590.0,0.677,0.0,1.0,15,2015-12-21
8512,354,16,71.7,24264.0,0.588,0.0,1.0,16,2015-12-21
8513,354,17,82.03,25462.0,0.622,0.0,1.0,17,2015-12-21
8514,354,18,69.48,24629.0,0.655,0.0,1.0,18,2015-12-21
8515,354,19,68.09652,23458.0,0.702,0.0,1.0,19,2015-12-21
8516,354,20,63.0,21685.0,0.729,0.0,1.0,20,2015-12-21
8517,354,21,58.0,20007.0,0.762,0.0,1.0,21,2015-12-21
8518,354,22,54.87,17976.0,0.639,0.0,1.0,22,2015-12-21
8519,354,23,47.4,16036.0,0.609,0.0,1.0,23,2015-12-21
8520,355,0,42.89,14322.0,1.231,0.781831,0.62349,0,2015-12-22
8521,355,1,41.89,13402.0,1.045,0.781831,0.62349,1,2015-12-22
8522,355,2,39.5,12883.0,0.609,0.781831,0.62349,2,2015-12-22
8523,355,3,39.5,12764.0,0.422,0.781831,0.62349,3,2015-12-22
8524,355,4,38.92,12927.0,0.337,0.781831,0.62349,4,2015-12-22
8525,355,5,41.5,13689.0,0.251,0.781831,0.62349,5,2015-12-22
8526,355,6,52.35,16102.0,0.226,0.781831,0.62349,6,2015-12-22
8527,355,7,66.0,19534.0,0.196,0.781831,0.62349,7,2015-12-22
8528,355,8,65.53,22193.0,0.172,0.781831,0.62349,8,2015-12-22
8529,355,9,73.35,23567.0,0.15,0.781831,0.62349,9,2015-12-22
8530,355,10,66.0,23710.0,0.128,0.781831,0.62349,10,2015-12-22
8531,355,11,62.0,23699.0,0.125,0.781831,0.62349,11,2015-12-22
8532,355,12,56.85,21632.0,0.131,0.781831,0.62349,12,2015-12-22
8533,355,13,55.0,21052.0,0.156,0.781831,0.62349,13,2015-12-22
8534,355,14,64.19,21665.0,0.175,0.781831,0.62349,14,2015-12-22
8535,355,15,68.25,22064.0,0.193,0.781831,0.62349,15,2015-12-22
8536,355,16,66.0,23276.0,0.177,0.781831,0.62349,16,2015-12-22
8537,355,17,66.0,24620.0,0.166,0.781831,0.62349,17,2015-12-22
8538,355,18,66.6,23542.0,0.151,0.781831,0.62349,18,2015-12-22
8539,355,19,65.75,22119.0,0.16,0.781831,0.62349,19,2015-12-22
8540,355,20,60.20084,19883.0,0.192,0.781831,0.62349,20,2015-12-22
8541,355,21,57.76,18947.0,0.206,0.781831,0.62349,21,2015-12-22
8542,355,22,54.21,17124.0,0.212,0.781831,0.62349,22,2015-12-22
8543,355,23,47.13,15340.0,0.209,0.781831,0.62349,23,2015-12-22
8544,356,0,42.8,13191.0,0.365,0.974928,-0.222521,0,2015-12-23
8545,356,1,40.5,12364.0,0.367,0.974928,-0.222521,1,2015-12-23
8546,356,2,38.81,11958.0,0.362,0.974928,-0.222521,2,2015-12-23
8547,356,3,37.98,11799.0,0.333,0.974928,-0.222521,3,2015-12-23
8548,356,4,37.29,12006.0,0.31,0.974928,-0.222521,4,2015-12-23
8549,356,5,39.84,12815.0,0.288,0.974928,-0.222521,5,2015-12-23
8550,356,6,50.78,15389.0,0.26,0.974928,-0.222521,6,2015-12-23
8551,356,7,64.15,18856.0,0.233,0.974928,-0.222521,7,2015-12-23
8552,356,8,64.22,21517.0,0.263,0.974928,-0.222521,8,2015-12-23
8553,356,9,66.0,22452.0,0.295,0.974928,-0.222521,9,2015-12-23
8554,356,10,64.15,21947.0,0.332,0.974928,-0.222521,10,2015-12-23
8555,356,11,60.88,21713.0,0.357,0.974928,-0.222521,11,2015-12-23
8556,356,12,54.92,19993.0,0.443,0.974928,-0.222521,12,2015-12-23
8557,356,13,52.32,19345.0,0.475,0.974928,-0.222521,13,2015-12-23
8558,356,14,59.0,19624.0,0.434,0.974928,-0.222521,14,2015-12-23
8559,356,15,62.8,19763.0,0.454,0.974928,-0.222521,15,2015-12-23
8560,356,16,60.5,20633.0,0.453,0.974928,-0.222521,16,2015-12-23
8561,356,17,63.47,21720.0,0.449,0.974928,-0.222521,17,2015-12-23
8562,356,18,63.57,21566.0,0.518,0.974928,-0.222521,18,2015-12-23
8563,356,19,63.21,20839.0,0.489,0.974928,-0.222521,19,2015-12-23
8564,356,20,58.52,19255.0,0.323,0.974928,-0.222521,20,2015-12-23
8565,356,21,54.0,17723.0,0.33,0.974928,-0.222521,21,2015-12-23
8566,356,22,47.9,15982.0,0.393,0.974928,-0.222521,22,2015-12-23
8567,356,23,43.4,13972.0,0.493,0.974928,-0.222521,23,2015-12-23
8568,357,0,41.69,13433.0,0.333,0.433884,-0.900969,0,2015-12-24
8569,357,1,39.52,12333.0,0.361,0.433884,-0.900969,1,2015-12-24
8570,357,2,38.29,11646.0,0.375,0.433884,-0.900969,2,2015-12-24
8571,357,3,37.61,11294.0,0.374,0.433884,-0.900969,3,2015-12-24
8572,357,4,33.0,11269.0,0.45,0.433884,-0.900969,4,2015-12-24
8573,357,5,39.29,11868.0,0.773,0.433884,-0.900969,5,2015-12-24
8574,357,6,45.8,13646.0,0.907,0.433884,-0.900969,6,2015-12-24
8575,357,7,58.94,16153.0,0.992,0.433884,-0.900969,7,2015-12-24
8576,357,8,59.19,17937.0,1.024,0.433884,-0.900969,8,2015-12-24
8577,357,9,58.34,18649.0,1.066,0.433884,-0.900969,9,2015-12-24
8578,357,10,55.88,18221.0,0.999,0.433884,-0.900969,10,2015-12-24
8579,357,11,52.4,17758.0,0.968,0.433884,-0.900969,11,2015-12-24
8580,357,12,45.12433,16824.0,0.964,0.433884,-0.900969,12,2015-12-24
8581,357,13,41.79,16127.0,0.957,0.433884,-0.900969,13,2015-12-24
8582,357,14,45.16,16172.0,1.034,0.433884,-0.900969,14,2015-12-24
8583,357,15,46.41,16375.0,1.08,0.433884,-0.900969,15,2015-12-24
8584,357,16,56.0,17119.0,1.193,0.433884,-0.900969,16,2015-12-24
8585,357,17,59.95,18892.0,1.242,0.433884,-0.900969,17,2015-12-24
8586,357,18,56.01,18994.0,1.182,0.433884,-0.900969,18,2015-12-24
8587,357,19,53.0,18477.0,0.941,0.433884,-0.900969,19,2015-12-24
8588,357,20,46.85,17092.0,0.61,0.433884,-0.900969,20,2015-12-24
8589,357,21,43.36,15557.0,0.566,0.433884,-0.900969,21,2015-12-24
8590,357,22,43.0,14366.0,0.505,0.433884,-0.900969,22,2015-12-24
8591,357,23,41.5,12910.0,0.586,0.433884,-0.900969,23,2015-12-24
8592,358,0,41.5,10796.0,0.887,-0.433884,-0.900969,0,2015-12-25
8593,358,1,35.8,9939.0,0.717,-0.433884,-0.900969,1,2015-12-25
8594,358,2,31.59,9273.0,0.51,-0.433884,-0.900969,2,2015-12-25
8595,358,3,30.5,8778.0,0.535,-0.433884,-0.900969,3,2015-12-25
8596,358,4,31.0,8727.0,0.445,-0.433884,-0.900969,4,2015-12-25
8597,358,5,31.5,9049.0,0.387,-0.433884,-0.900969,5,2015-12-25
8598,358,6,39.31,9645.0,0.398,-0.433884,-0.900969,6,2015-12-25
8599,358,7,39.48691,10352.0,0.455,-0.433884,-0.900969,7,2015-12-25
8600,358,8,39.33,10875.0,0.424,-0.433884,-0.900969,8,2015-12-25
8601,358,9,38.97,11410.0,0.393,-0.433884,-0.900969,9,2015-12-25
8602,358,10,41.71,11493.0,0.254,-0.433884,-0.900969,10,2015-12-25
8603,358,11,40.47,11359.0,0.336,-0.433884,-0.900969,11,2015-12-25
8604,358,12,38.55,10972.0,0.439,-0.433884,-0.900969,12,2015-12-25
8605,358,13,33.54,9853.0,0.586,-0.433884,-0.900969,13,2015-12-25
8606,358,14,35.09,9563.0,0.747,-0.433884,-0.900969,14,2015-12-25
8607,358,15,40.48,10001.0,0.994,-0.433884,-0.900969,15,2015-12-25
8608,358,16,43.69,10822.0,1.311,-0.433884,-0.900969,16,2015-12-25
8609,358,17,47.39,12778.0,1.705,-0.433884,-0.900969,17,2015-12-25
8610,358,18,47.27,13579.0,2.235,-0.433884,-0.900969,18,2015-12-25
8611,358,19,45.89,13912.0,2.736,-0.433884,-0.900969,19,2015-12-25
8612,358,20,46.0,13646.0,3.116,-0.433884,-0.900969,20,2015-12-25
8613,358,21,42.5,13128.0,3.397,-0.433884,-0.900969,21,2015-12-25
8614,358,22,41.5,12296.0,3.368,-0.433884,-0.900969,22,2015-12-25
8615,358,23,38.93,11220.0,3.157,-0.433884,-0.900969,23,2015-12-25
8616,359,0,38.56,9926.0,2.645,-0.974928,-0.222521,0,2015-12-26
8617,359,1,34.79,9176.0,2.507,-0.974928,-0.222521,1,2015-12-26
8618,359,2,30.5,8818.0,2.236,-0.974928,-0.222521,2,2015-12-26
8619,359,3,30.0,8570.0,2.153,-0.974928,-0.222521,3,2015-12-26
8620,359,4,28.50162,8657.0,1.977,-0.974928,-0.222521,4,2015-12-26
8621,359,5,30.0,8931.0,1.808,-0.974928,-0.222521,5,2015-12-26
8622,359,6,31.0,10061.0,1.581,-0.974928,-0.222521,6,2015-12-26
8623,359,7,35.19,10765.0,1.4,-0.974928,-0.222521,7,2015-12-26
8624,359,8,34.74,11206.0,1.217,-0.974928,-0.222521,8,2015-12-26
8625,359,9,35.83,12275.0,0.797,-0.974928,-0.222521,9,2015-12-26
8626,359,10,38.52,12942.0,0.548,-0.974928,-0.222521,10,2015-12-26
8627,359,11,38.25,13350.0,0.314,-0.974928,-0.222521,11,2015-12-26
8628,359,12,37.33,12894.0,0.207,-0.974928,-0.222521,12,2015-12-26
8629,359,13,35.41,11891.0,0.17,-0.974928,-0.222521,13,2015-12-26
8630,359,14,36.27,11509.0,0.235,-0.974928,-0.222521,14,2015-12-26
8631,359,15,39.64,11497.0,0.318,-0.974928,-0.222521,15,2015-12-26
8632,359,16,43.36,12217.0,0.36,-0.974928,-0.222521,16,2015-12-26
8633,359,17,56.0,14005.0,0.328,-0.974928,-0.222521,17,2015-12-26
8634,359,18,50.0,14901.0,0.327,-0.974928,-0.222521,18,2015-12-26
8635,359,19,47.6,15424.0,0.3,-0.974928,-0.222521,19,2015-12-26
8636,359,20,46.23,14886.0,0.26,-0.974928,-0.222521,20,2015-12-26
8637,359,21,43.3,14076.0,0.242,-0.974928,-0.222521,21,2015-12-26
8638,359,22,41.53,12696.0,0.139,-0.974928,-0.222521,22,2015-12-26
8639,359,23,39.56,11525.0,0.089,-0.974928,-0.222521,23,2015-12-26
8640,360,0,41.42,10996.0,0.092,-0.781831,0.62349,0,2015-12-27
8641,360,1,38.87,10163.0,0.093,-0.781831,0.62349,1,2015-12-27
8642,360,2,36.34,9674.0,0.087,-0.781831,0.62349,2,2015-12-27
8643,360,3,35.5,9351.0,0.083,-0.781831,0.62349,3,2015-12-27
8644,360,4,34.72,9410.0,0.073,-0.781831,0.62349,4,2015-12-27
8645,360,5,35.8,9776.0,0.104,-0.781831,0.62349,5,2015-12-27
8646,360,6,39.39,10519.0,0.078,-0.781831,0.62349,6,2015-12-27
8647,360,7,41.49695,11267.0,0.068,-0.781831,0.62349,7,2015-12-27
8648,360,8,43.58,11886.0,0.057,-0.781831,0.62349,8,2015-12-27
8649,360,9,44.08,12390.0,0.051,-0.781831,0.62349,9,2015-12-27
8650,360,10,43.08,12378.0,0.056,-0.781831,0.62349,10,2015-12-27
8651,360,11,42.55,12376.0,0.052,-0.781831,0.62349,11,2015-12-27
8652,360,12,41.08,12556.0,0.064,-0.781831,0.62349,12,2015-12-27
8653,360,13,39.56,11972.0,0.101,-0.781831,0.62349,13,2015-12-27
8654,360,14,41.38,11954.0,0.139,-0.781831,0.62349,14,2015-12-27
8655,360,15,49.54,12125.0,0.204,-0.781831,0.62349,15,2015-12-27
8656,360,16,64.0,12769.0,0.335,-0.781831,0.62349,16,2015-12-27
8657,360,17,80.40025,14962.0,0.486,-0.781831,0.62349,17,2015-12-27
8658,360,18,80.41342,15979.0,0.586,-0.781831,0.62349,18,2015-12-27
8659,360,19,71.00244,16293.0,0.658,-0.781831,0.62349,19,2015-12-27
8660,360,20,63.0,15661.0,0.655,-0.781831,0.62349,20,2015-12-27
8661,360,21,60.0,14811.0,0.623,-0.781831,0.62349,21,2015-12-27
8662,360,22,47.59696,13667.0,0.411,-0.781831,0.62349,22,2015-12-27
8663,360,23,41.08,12492.0,0.369,-0.781831,0.62349,23,2015-12-27
8664,361,0,41.08,11172.0,0.145,0.0,1.0,0,2015-12-28
8665,361,1,38.68,10405.0,0.134,0.0,1.0,1,2015-12-28
8666,361,2,37.1,9886.0,0.133,0.0,1.0,2,2015-12-28
8667,361,3,37.1,9823.0,0.142,0.0,1.0,3,2015-12-28
8668,361,4,37.1,10026.0,0.163,0.0,1.0,4,2015-12-28
8669,361,5,38.46,10884.0,0.185,0.0,1.0,5,2015-12-28
8670,361,6,43.36,13232.0,0.192,0.0,1.0,6,2015-12-28
8671,361,7,52.0,15949.0,0.182,0.0,1.0,7,2015-12-28
8672,361,8,54.90102,18123.0,0.155,0.0,1.0,8,2015-12-28
8673,361,9,52.99,19410.0,0.128,0.0,1.0,9,2015-12-28
8674,361,10,50.65313,19856.0,0.147,0.0,1.0,10,2015-12-28
8675,361,11,44.02,20119.0,0.159,0.0,1.0,11,2015-12-28
8676,361,12,41.26,18915.0,0.192,0.0,1.0,12,2015-12-28
8677,361,13,41.71,18150.0,0.197,0.0,1.0,13,2015-12-28
8678,361,14,43.51,18280.0,0.237,0.0,1.0,14,2015-12-28
8679,361,15,50.01,18307.0,0.267,0.0,1.0,15,2015-12-28
8680,361,16,53.92,19357.0,0.252,0.0,1.0,16,2015-12-28
8681,361,17,61.0,20882.0,0.241,0.0,1.0,17,2015-12-28
8682,361,18,60.9,20653.0,0.272,0.0,1.0,18,2015-12-28
8683,361,19,60.0,20034.0,0.296,0.0,1.0,19,2015-12-28
8684,361,20,54.0,18634.0,0.358,0.0,1.0,20,2015-12-28
8685,361,21,52.99,17161.0,0.556,0.0,1.0,21,2015-12-28
8686,361,22,50.0,15342.0,0.762,0.0,1.0,22,2015-12-28
8687,361,23,42.32,13758.0,0.978,0.0,1.0,23,2015-12-28
8688,362,0,37.1,13161.0,1.467,0.781831,0.62349,0,2015-12-29
8689,362,1,30.0,12391.0,1.646,0.781831,0.62349,1,2015-12-29
8690,362,2,30.0,11872.0,1.834,0.781831,0.62349,2,2015-12-29
8691,362,3,25.0,11650.0,1.856,0.781831,0.62349,3,2015-12-29
8692,362,4,25.0,11661.0,1.681,0.781831,0.62349,4,2015-12-29
8693,362,5,31.0,12283.0,1.522,0.781831,0.62349,5,2015-12-29
8694,362,6,41.03,14301.0,1.087,0.781831,0.62349,6,2015-12-29
8695,362,7,48.7,17154.0,1.256,0.781831,0.62349,7,2015-12-29
8696,362,8,56.55,19056.0,1.206,0.781831,0.62349,8,2015-12-29
8697,362,9,55.0,20349.0,1.11,0.781831,0.62349,9,2015-12-29
8698,362,10,52.87,21108.0,1.045,0.781831,0.62349,10,2015-12-29
8699,362,11,46.32,21456.0,1.088,0.781831,0.62349,11,2015-12-29
8700,362,12,42.47,20784.0,1.109,0.781831,0.62349,12,2015-12-29
8701,362,13,42.32,20004.0,1.044,0.781831,0.62349,13,2015-12-29
8702,362,14,43.51,19757.0,0.965,0.781831,0.62349,14,2015-12-29
8703,362,15,50.98,20153.0,0.964,0.781831,0.62349,15,2015-12-29
8704,362,16,55.0,20405.0,0.972,0.781831,0.62349,16,2015-12-29
8705,362,17,60.61,22459.0,0.974,0.781831,0.62349,17,2015-12-29
