IDX__global,IDX__step,IDX__sub_step,TARG__MGP_SUD,FUTU__D_SUD,FUTU__WIND_SUD,CONST__wd_sin,CONST__wd_cos,Hour,Date
7955,331,11,46.11,3594.0,665.501,-0.974928,-0.222521,11,2015-11-28
7956,331,12,46.11,3390.0,710.179,-0.974928,-0.222521,12,2015-11-28
7957,331,13,46.11,3387.0,705.055,-0.974928,-0.222521,13,2015-11-28
7958,331,14,46.59,3117.0,668.032,-0.974928,-0.222521,14,2015-11-28
7959,331,15,63.35,3092.0,615.094,-0.974928,-0.222521,15,2015-11-28
7960,331,16,66.32708,3380.0,564.359,-0.974928,-0.222521,16,2015-11-28
7961,331,17,89.99,3587.0,537.227,-0.974928,-0.222521,17,2015-11-28
7962,331,18,88.99,3619.0,506.787,-0.974928,-0.222521,18,2015-11-28
7963,331,19,85.0,3563.0,480.373,-0.974928,-0.222521,19,2015-11-28
7964,331,20,79.99,3499.0,439.792,-0.974928,-0.222521,20,2015-11-28
7965,331,21,70.42,3286.0,394.659,-0.974928,-0.222521,21,2015-11-28
7966,331,22,60.56,3027.0,335.593,-0.974928,-0.222521,22,2015-11-28
7967,331,23,54.13,2808.0,302.707,-0.974928,-0.222521,23,2015-11-28
7968,332,0,45.91,2373.0,256.481,-0.781831,0.62349,0,2015-11-29
7969,332,1,43.99,2219.0,269.987,-0.781831,0.62349,1,2015-11-29
7970,332,2,42.5,2206.0,322.152,-0.781831,0.62349,2,2015-11-29
7971,332,3,40.06,2129.0,389.599,-0.781831,0.62349,3,2015-11-29
7972,332,4,39.31,2086.0,434.706,-0.781831,0.62349,4,2015-11-29
7973,332,5,39.96,2024.0,455.147,-0.781831,0.62349,5,2015-11-29
7974,332,6,40.74,2148.0,451.253,-0.781831,0.62349,6,2015-11-29
7975,332,7,41.96,2187.0,432.094,-0.781831,0.62349,7,2015-11-29
7976,332,8,44.0,2598.0,399.795,-0.781831,0.62349,8,2015-11-29
7977,332,9,44.99,2989.0,401.344,-0.781831,0.62349,9,2015-11-29
7978,332,10,44.99,2964.0,408.0,-0.781831,0.62349,10,2015-11-29
7979,332,11,41.43,2888.0,418.311,-0.781831,0.62349,11,2015-11-29
7980,332,12,42.03,3176.0,421.738,-0.781831,0.62349,12,2015-11-29
7981,332,13,40.44,2909.0,407.099,-0.781831,0.62349,13,2015-11-29
7982,332,14,42.46,2617.0,361.615,-0.781831,0.62349,14,2015-11-29
7983,332,15,45.3,2648.0,317.987,-0.781831,0.62349,15,2015-11-29
7984,332,16,50.9,2847.0,274.558,-0.781831,0.62349,16,2015-11-29
7985,332,17,70.0,3137.0,251.869,-0.781831,0.62349,17,2015-11-29
7986,332,18,74.49832,3211.0,236.26,-0.781831,0.62349,18,2015-11-29
7987,332,19,74.11,3179.0,226.52,-0.781831,0.62349,19,2015-11-29
7988,332,20,74.99,3165.0,214.094,-0.781831,0.62349,20,2015-11-29
7989,332,21,66.0,3053.0,200.803,-0.781831,0.62349,21,2015-11-29
7990,332,22,51.75,2876.0,192.979,-0.781831,0.62349,22,2015-11-29
7991,332,23,46.74,2634.0,209.288,-0.781831,0.62349,23,2015-11-29
7992,333,0,39.4,2180.0,558.859,0.0,1.0,0,2015-11-30
7993,333,1,38.31,1988.0,605.144,0.0,1.0,1,2015-11-30
7994,333,2,37.75,1892.0,626.065,0.0,1.0,2,2015-11-30
7995,333,3,36.36,1840.0,647.29,0.0,1.0,3,2015-11-30
7996,333,4,35.95751,1879.0,665.463,0.0,1.0,4,2015-11-30
7997,333,5,40.0,2013.0,691.818,0.0,1.0,5,2015-11-30
7998,333,6,52.45,2275.0,710.539,0.0,1.0,6,2015-11-30
7999,333,7,59.39,2611.0,695.969,0.0,1.0,7,2015-11-30
8000,333,8,72.84,3074.0,673.788,0.0,1.0,8,2015-11-30
8001,333,9,69.48,3155.0,656.144,0.0,1.0,9,2015-11-30
8002,333,10,44.9,2962.0,672.782,0.0,1.0,10,2015-11-30
8003,333,11,35.79,2733.0,711.296,0.0,1.0,11,2015-11-30
8004,333,12,42.0,2870.0,729.079,0.0,1.0,12,2015-11-30
8005,333,13,45.1,2860.0,717.274,0.0,1.0,13,2015-11-30
8006,333,14,46.64,2998.0,686.073,0.0,1.0,14,2015-11-30
8007,333,15,48.93,3172.0,654.703,0.0,1.0,15,2015-11-30
8008,333,16,75.0,3630.0,666.929,0.0,1.0,16,2015-11-30
8009,333,17,93.9,3817.0,717.024,0.0,1.0,17,2015-11-30
8010,333,18,87.22,3534.0,799.681,0.0,1.0,18,2015-11-30
8011,333,19,74.32137,3216.0,909.589,0.0,1.0,19,2015-11-30
8012,333,20,64.98,2990.0,1034.118,0.0,1.0,20,2015-11-30
8013,333,21,60.0,2653.0,1146.042,0.0,1.0,21,2015-11-30
8014,333,22,50.9,2276.0,1230.671,0.0,1.0,22,2015-11-30
8015,333,23,48.92,1940.0,1295.99,0.0,1.0,23,2015-11-30
8016,334,0,43.9215,2688.0,1533.496,0.781831,0.62349,0,2015-12-01
8017,334,1,41.06,2482.0,1541.212,0.781831,0.62349,1,2015-12-01
8018,334,2,39.96,2350.0,1525.786,0.781831,0.62349,2,2015-12-01
8019,334,3,39.31,2292.0,1510.161,0.781831,0.62349,3,2015-12-01
8020,334,4,39.31,2260.0,1508.826,0.781831,0.62349,4,2015-12-01
8021,334,5,42.78,2209.0,1476.527,0.781831,0.62349,5,2015-12-01
8022,334,6,54.02,2416.0,1438.277,0.781831,0.62349,6,2015-12-01
8023,334,7,74.4319,2694.0,1308.745,0.781831,0.62349,7,2015-12-01
8024,334,8,81.34154,3130.0,1151.489,0.781831,0.62349,8,2015-12-01
8025,334,9,75.43,3356.0,1025.636,0.781831,0.62349,9,2015-12-01
8026,334,10,49.62,3165.0,914.722,0.781831,0.62349,10,2015-12-01
8027,334,11,49.68,3074.0,793.029,0.781831,0.62349,11,2015-12-01
8028,334,12,47.44,3078.0,661.22,0.781831,0.62349,12,2015-12-01
8029,334,13,49.41,3029.0,547.204,0.781831,0.62349,13,2015-12-01
8030,334,14,49.41,3061.0,450.103,0.781831,0.62349,14,2015-12-01
8031,334,15,62.4,3186.0,372.051,0.781831,0.62349,15,2015-12-01
8032,334,16,94.1012,3416.0,336.233,0.781831,0.62349,16,2015-12-01
8033,334,17,114.66569,3651.0,317.863,0.781831,0.62349,17,2015-12-01
8034,334,18,95.0,3651.0,304.543,0.781831,0.62349,18,2015-12-01
8035,334,19,80.9,3737.0,302.483,0.781831,0.62349,19,2015-12-01
8036,334,20,70.9,3591.0,302.068,0.781831,0.62349,20,2015-12-01
8037,334,21,71.01,3311.0,318.178,0.781831,0.62349,21,2015-12-01
8038,334,22,61.75384,2908.0,344.61,0.781831,0.62349,22,2015-12-01
8039,334,23,55.83,2595.0,375.202,0.781831,0.62349,23,2015-12-01
8040,335,0,56.48,2272.0,237.407,0.974928,-0.222521,0,2015-12-02
8041,335,1,52.91,2104.0,194.619,0.974928,-0.222521,1,2015-12-02
8042,335,2,48.12,2028.0,171.369,0.974928,-0.222521,2,2015-12-02
8043,335,3,47.4,2060.0,165.989,0.974928,-0.222521,3,2015-12-02
8044,335,4,47.34,2045.0,163.974,0.974928,-0.222521,4,2015-12-02
8045,335,5,53.78,2205.0,152.294,0.974928,-0.222521,5,2015-12-02
8046,335,6,72.32985,2514.0,128.315,0.974928,-0.222521,6,2015-12-02
8047,335,7,86.84224,2873.0,95.512,0.974928,-0.222521,7,2015-12-02
8048,335,8,90.73339,3094.0,103.182,0.974928,-0.222521,8,2015-12-02
8049,335,9,87.7,3136.0,104.768,0.974928,-0.222521,9,2015-12-02
8050,335,10,76.1,3048.0,110.642,0.974928,-0.222521,10,2015-12-02
8051,335,11,74.99,2905.0,117.417,0.974928,-0.222521,11,2015-12-02
8052,335,12,47.89,2782.0,124.799,0.974928,-0.222521,12,2015-12-02
8053,335,13,47.41,2724.0,120.159,0.974928,-0.222521,13,2015-12-02
8054,335,14,47.0,2745.0,118.832,0.974928,-0.222521,14,2015-12-02
8055,335,15,48.68,2957.0,107.385,0.974928,-0.222521,15,2015-12-02
8056,335,16,50.0,3167.0,100.373,0.974928,-0.222521,16,2015-12-02
8057,335,17,100.09,3351.0,98.546,0.974928,-0.222521,17,2015-12-02
8058,335,18,68.13,3404.0,97.919,0.974928,-0.222521,18,2015-12-02
8059,335,19,63.0,3434.0,90.52,0.974928,-0.222521,19,2015-12-02
8060,335,20,70.0,3319.0,83.917,0.974928,-0.222521,20,2015-12-02
8061,335,21,61.83,3055.0,87.07,0.974928,-0.222521,21,2015-12-02
8062,335,22,49.56,2675.0,81.991,0.974928,-0.222521,22,2015-12-02
8063,335,23,49.42,2404.0,96.179,0.974928,-0.222521,23,2015-12-02
8064,336,0,49.02,2256.0,121.859,0.433884,-0.900969,0,2015-12-03
8065,336,1,45.01,2091.0,105.891,0.433884,-0.900969,1,2015-12-03
8066,336,2,44.52,1980.0,75.184,0.433884,-0.900969,2,2015-12-03
8067,336,3,43.75,1994.0,85.092,0.433884,-0.900969,3,2015-12-03
8068,336,4,43.52,2000.0,70.392,0.433884,-0.900969,4,2015-12-03
8069,336,5,49.1,2177.0,69.478,0.433884,-0.900969,5,2015-12-03
8070,336,6,56.9,2539.0,60.231,0.433884,-0.900969,6,2015-12-03
8071,336,7,73.61,2898.0,67.878,0.433884,-0.900969,7,2015-12-03
8072,336,8,79.23,3071.0,73.617,0.433884,-0.900969,8,2015-12-03
8073,336,9,75.6792,3127.0,73.439,0.433884,-0.900969,9,2015-12-03
8074,336,10,51.25,3111.0,70.485,0.433884,-0.900969,10,2015-12-03
8075,336,11,51.51,2818.0,68.488,0.433884,-0.900969,11,2015-12-03
8076,336,12,47.18,2797.0,66.43,0.433884,-0.900969,12,2015-12-03
8077,336,13,49.11,2696.0,57.923,0.433884,-0.900969,13,2015-12-03
8078,336,14,49.63,2762.0,54.976,0.433884,-0.900969,14,2015-12-03
8079,336,15,62.06,3024.0,51.139,0.433884,-0.900969,15,2015-12-03
8080,336,16,75.95,3173.0,46.615,0.433884,-0.900969,16,2015-12-03
8081,336,17,93.02458,3378.0,51.207,0.433884,-0.900969,17,2015-12-03
8082,336,18,82.95,3426.0,49.977,0.433884,-0.900969,18,2015-12-03
8083,336,19,74.16,3538.0,59.593,0.433884,-0.900969,19,2015-12-03
8084,336,20,69.99,3454.0,60.977,0.433884,-0.900969,20,2015-12-03
8085,336,21,60.86,3175.0,53.94,0.433884,-0.900969,21,2015-12-03
8086,336,22,55.64623,2827.0,45.773,0.433884,-0.900969,22,2015-12-03
8087,336,23,53.99,2418.0,46.2,0.433884,-0.900969,23,2015-12-03
8088,337,0,60.5949,2464.0,44.582,-0.433884,-0.900969,0,2015-12-04
8089,337,1,52.06,2346.0,52.319,-0.433884,-0.900969,1,2015-12-04
8090,337,2,48.9,2272.0,50.533,-0.433884,-0.900969,2,2015-12-04
8091,337,3,47.85,2230.0,50.775,-0.433884,-0.900969,3,2015-12-04
8092,337,4,47.82,2237.0,56.422,-0.433884,-0.900969,4,2015-12-04
8093,337,5,54.8,2394.0,58.68,-0.433884,-0.900969,5,2015-12-04
8094,337,6,67.70866,2477.0,60.045,-0.433884,-0.900969,6,2015-12-04
8095,337,7,75.95,2774.0,58.799,-0.433884,-0.900969,7,2015-12-04
8096,337,8,82.95,3019.0,55.651,-0.433884,-0.900969,8,2015-12-04
8097,337,9,88.9,3034.0,52.324,-0.433884,-0.900969,9,2015-12-04
8098,337,10,75.29,3054.0,48.394,-0.433884,-0.900969,10,2015-12-04
8099,337,11,78.8,3177.0,46.271,-0.433884,-0.900969,11,2015-12-04
8100,337,12,70.68,3422.0,45.881,-0.433884,-0.900969,12,2015-12-04
8101,337,13,71.0,3285.0,52.163,-0.433884,-0.900969,13,2015-12-04
8102,337,14,73.0,3025.0,62.92,-0.433884,-0.900969,14,2015-12-04
8103,337,15,67.6,3039.0,67.374,-0.433884,-0.900969,15,2015-12-04
8104,337,16,75.92,3544.0,56.816,-0.433884,-0.900969,16,2015-12-04
8105,337,17,93.9,3700.0,54.637,-0.433884,-0.900969,17,2015-12-04
8106,337,18,78.9,3758.0,57.928,-0.433884,-0.900969,18,2015-12-04
8107,337,19,71.66,3740.0,56.866,-0.433884,-0.900969,19,2015-12-04
8108,337,20,69.99,3537.0,58.233,-0.433884,-0.900969,20,2015-12-04
8109,337,21,61.99,3281.0,57.138,-0.433884,-0.900969,21,2015-12-04
8110,337,22,64.95,2895.0,59.403,-0.433884,-0.900969,22,2015-12-04
8111,337,23,60.6,2616.0,61.357,-0.433884,-0.900969,23,2015-12-04
8112,338,0,60.6,2287.0,84.956,-0.974928,-0.222521,0,2015-12-05
8113,338,1,54.01892,2142.0,90.13,-0.974928,-0.222521,1,2015-12-05
8114,338,2,50.79853,2048.0,95.741,-0.974928,-0.222521,2,2015-12-05
8115,338,3,47.55,2033.0,101.532,-0.974928,-0.222521,3,2015-12-05
8116,338,4,48.96962,2039.0,109.424,-0.974928,-0.222521,4,2015-12-05
8117,338,5,50.33795,2144.0,118.185,-0.974928,-0.222521,5,2015-12-05
8118,338,6,60.6,2317.0,119.488,-0.974928,-0.222521,6,2015-12-05
8119,338,7,67.6,2560.0,110.741,-0.974928,-0.222521,7,2015-12-05
8120,338,8,88.64627,2923.0,99.755,-0.974928,-0.222521,8,2015-12-05
8121,338,9,89.31064,3101.0,94.857,-0.974928,-0.222521,9,2015-12-05
8122,338,10,82.95,2782.0,94.433,-0.974928,-0.222521,10,2015-12-05
8123,338,11,79.82497,2620.0,90.784,-0.974928,-0.222521,11,2015-12-05
8124,338,12,64.95,2548.0,85.366,-0.974928,-0.222521,12,2015-12-05
8125,338,13,60.86,2502.0,86.985,-0.974928,-0.222521,13,2015-12-05
8126,338,14,59.9896,2534.0,88.857,-0.974928,-0.222521,14,2015-12-05
8127,338,15,64.95,2646.0,84.885,-0.974928,-0.222521,15,2015-12-05
8128,338,16,70.45,2855.0,73.807,-0.974928,-0.222521,16,2015-12-05
8129,338,17,88.59,3572.0,74.44,-0.974928,-0.222521,17,2015-12-05
8130,338,18,78.0,3619.0,76.153,-0.974928,-0.222521,18,2015-12-05
8131,338,19,80.24,3414.0,86.52,-0.974928,-0.222521,19,2015-12-05
8132,338,20,70.68,3391.0,81.757,-0.974928,-0.222521,20,2015-12-05
8133,338,21,60.86,3224.0,82.966,-0.974928,-0.222521,21,2015-12-05
8134,338,22,56.05,2880.0,75.424,-0.974928,-0.222521,22,2015-12-05
8135,338,23,54.6,2455.0,63.19,-0.974928,-0.222521,23,2015-12-05
8136,339,0,51.55,2188.0,95.268,-0.781831,0.62349,0,2015-12-06
8137,339,1,45.51,1937.0,96.083,-0.781831,0.62349,1,2015-12-06
8138,339,2,41.94,1825.0,99.326,-0.781831,0.62349,2,2015-12-06
8139,339,3,40.78,1793.0,115.6,-0.781831,0.62349,3,2015-12-06
8140,339,4,41.25,1821.0,134.629,-0.781831,0.62349,4,2015-12-06
8141,339,5,41.49,1886.0,133.189,-0.781831,0.62349,5,2015-12-06
8142,339,6,42.04,1985.0,140.315,-0.781831,0.62349,6,2015-12-06
8143,339,7,46.5,2095.0,130.921,-0.781831,0.62349,7,2015-12-06
8144,339,8,50.38,2154.0,129.597,-0.781831,0.62349,8,2015-12-06
8145,339,9,51.51,2185.0,127.556,-0.781831,0.62349,9,2015-12-06
8146,339,10,47.88,2411.0,121.864,-0.781831,0.62349,10,2015-12-06
8147,339,11,47.36,2355.0,117.039,-0.781831,0.62349,11,2015-12-06
8148,339,12,44.01,2494.0,108.925,-0.781831,0.62349,12,2015-12-06
8149,339,13,43.56563,2240.0,101.244,-0.781831,0.62349,13,2015-12-06
8150,339,14,46.11,2181.0,106.821,-0.781831,0.62349,14,2015-12-06
8151,339,15,51.22407,2168.0,83.571,-0.781831,0.62349,15,2015-12-06
8152,339,16,61.99,2420.0,86.48,-0.781831,0.62349,16,2015-12-06
8153,339,17,74.99,2772.0,88.695,-0.781831,0.62349,17,2015-12-06
8154,339,18,70.0,2976.0,90.99,-0.781831,0.62349,18,2015-12-06
8155,339,19,74.24,3236.0,89.557,-0.781831,0.62349,19,2015-12-06
8156,339,20,70.0,3233.0,69.104,-0.781831,0.62349,20,2015-12-06
8157,339,21,65.59,3113.0,58.351,-0.781831,0.62349,21,2015-12-06
8158,339,22,56.29,2946.0,51.641,-0.781831,0.62349,22,2015-12-06
8159,339,23,50.8,2523.0,50.079,-0.781831,0.62349,23,2015-12-06
8160,340,0,45.79,2050.0,47.259,0.0,1.0,0,2015-12-07
8161,340,1,42.02,1895.0,48.143,0.0,1.0,1,2015-12-07
8162,340,2,40.23,1841.0,61.593,0.0,1.0,2,2015-12-07
8163,340,3,39.7,1842.0,76.465,0.0,1.0,3,2015-12-07
8164,340,4,39.48,1848.0,80.679,0.0,1.0,4,2015-12-07
8165,340,5,42.27,1979.0,83.143,0.0,1.0,5,2015-12-07
8166,340,6,52.5,2202.0,88.43,0.0,1.0,6,2015-12-07
8167,340,7,56.5,2566.0,91.09,0.0,1.0,7,2015-12-07
8168,340,8,61.9,2925.0,87.727,0.0,1.0,8,2015-12-07
8169,340,9,61.01,3050.0,83.949,0.0,1.0,9,2015-12-07
8170,340,10,58.92,2917.0,89.378,0.0,1.0,10,2015-12-07
8171,340,11,57.0,2752.0,100.764,0.0,1.0,11,2015-12-07
8172,340,12,52.99,2591.0,116.935,0.0,1.0,12,2015-12-07
8173,340,13,52.99,2668.0,130.899,0.0,1.0,13,2015-12-07
8174,340,14,56.9404,2749.0,140.649,0.0,1.0,14,2015-12-07
8175,340,15,60.46,2779.0,154.463,0.0,1.0,15,2015-12-07
8176,340,16,65.0,3032.0,154.198,0.0,1.0,16,2015-12-07
8177,340,17,75.0,3492.0,158.533,0.0,1.0,17,2015-12-07
8178,340,18,64.35,3565.0,159.047,0.0,1.0,18,2015-12-07
8179,340,19,71.32,3608.0,157.381,0.0,1.0,19,2015-12-07
8180,340,20,62.0,3574.0,151.301,0.0,1.0,20,2015-12-07
8181,340,21,62.91,3290.0,146.181,0.0,1.0,21,2015-12-07
8182,340,22,53.5,3064.0,141.611,0.0,1.0,22,2015-12-07
8183,340,23,50.41,2845.0,139.278,0.0,1.0,23,2015-12-07
8184,341,0,43.6,2185.0,137.829,0.781831,0.62349,0,2015-12-08
8185,341,1,41.76,1985.0,145.288,0.781831,0.62349,1,2015-12-08
8186,341,2,39.99,1878.0,150.085,0.781831,0.62349,2,2015-12-08
8187,341,3,40.49,1833.0,151.637,0.781831,0.62349,3,2015-12-08
8188,341,4,39.7,1770.0,158.622,0.781831,0.62349,4,2015-12-08
8189,341,5,40.07,1790.0,158.938,0.781831,0.62349,5,2015-12-08
8190,341,6,45.72,1869.0,154.174,0.781831,0.62349,6,2015-12-08
8191,341,7,49.42,1943.0,140.28,0.781831,0.62349,7,2015-12-08
8192,341,8,47.52,2099.0,128.458,0.781831,0.62349,8,2015-12-08
8193,341,9,47.81,2291.0,115.73,0.781831,0.62349,9,2015-12-08
8194,341,10,44.6,2254.0,129.782,0.781831,0.62349,10,2015-12-08
8195,341,11,46.11,2301.0,131.752,0.781831,0.62349,11,2015-12-08
8196,341,12,43.76,2386.0,137.883,0.781831,0.62349,12,2015-12-08
8197,341,13,42.15,2207.0,145.423,0.781831,0.62349,13,2015-12-08
8198,341,14,44.76,2114.0,146.109,0.781831,0.62349,14,2015-12-08
8199,341,15,49.6,2204.0,142.654,0.781831,0.62349,15,2015-12-08
8200,341,16,51.42,2363.0,117.803,0.781831,0.62349,16,2015-12-08
8201,341,17,65.0,2840.0,137.442,0.781831,0.62349,17,2015-12-08
8202,341,18,64.35,3036.0,121.159,0.781831,0.62349,18,2015-12-08
8203,341,19,72.38,3049.0,118.592,0.781831,0.62349,19,2015-12-08
8204,341,20,64.35,3093.0,113.544,0.781831,0.62349,20,2015-12-08
8205,341,21,61.86565,2983.0,105.217,0.781831,0.62349,21,2015-12-08
8206,341,22,56.04,2732.0,114.324,0.781831,0.62349,22,2015-12-08
8207,341,23,47.64,2335.0,131.886,0.781831,0.62349,23,2015-12-08
8208,342,0,44.76,2149.0,181.754,0.974928,-0.222521,0,2015-12-09
8209,342,1,42.5,2023.0,203.81,0.974928,-0.222521,1,2015-12-09
8210,342,2,41.5,1798.0,208.404,0.974928,-0.222521,2,2015-12-09
8211,342,3,41.5,1878.0,211.209,0.974928,-0.222521,3,2015-12-09
8212,342,4,40.57,1879.0,205.909,0.974928,-0.222521,4,2015-12-09
8213,342,5,44.72,2040.0,194.667,0.974928,-0.222521,5,2015-12-09
8214,342,6,56.47,2527.0,172.01,0.974928,-0.222521,6,2015-12-09
8215,342,7,63.93,3047.0,150.411,0.974928,-0.222521,7,2015-12-09
8216,342,8,69.4,3109.0,133.782,0.974928,-0.222521,8,2015-12-09
8217,342,9,65.88,3078.0,118.08,0.974928,-0.222521,9,2015-12-09
8218,342,10,58.99,2979.0,124.898,0.974928,-0.222521,10,2015-12-09
8219,342,11,54.0,3116.0,137.119,0.974928,-0.222521,11,2015-12-09
8220,342,12,52.07,3008.0,155.511,0.974928,-0.222521,12,2015-12-09
8221,342,13,52.06,3090.0,169.954,0.974928,-0.222521,13,2015-12-09
8222,342,14,58.94,3191.0,170.579,0.974928,-0.222521,14,2015-12-09
8223,342,15,75.0,3316.0,186.125,0.974928,-0.222521,15,2015-12-09
8224,342,16,85.01,3388.0,188.898,0.974928,-0.222521,16,2015-12-09
8225,342,17,99.09,4006.0,189.405,0.974928,-0.222521,17,2015-12-09
8226,342,18,80.24,4096.0,202.159,0.974928,-0.222521,18,2015-12-09
8227,342,19,72.2,4036.0,237.143,0.974928,-0.222521,19,2015-12-09
8228,342,20,65.02,3840.0,293.803,0.974928,-0.222521,20,2015-12-09
8229,342,21,64.35,3470.0,354.12,0.974928,-0.222521,21,2015-12-09
8230,342,22,63.06,3107.0,421.716,0.974928,-0.222521,22,2015-12-09
8231,342,23,52.15,2709.0,504.785,0.974928,-0.222521,23,2015-12-09
8232,343,0,50.37,2403.0,455.662,0.433884,-0.900969,0,2015-12-10
8233,343,1,45.56439,2321.0,580.919,0.433884,-0.900969,1,2015-12-10
8234,343,2,41.69,2222.0,734.092,0.433884,-0.900969,2,2015-12-10
8235,343,3,41.5,2154.0,871.577,0.433884,-0.900969,3,2015-12-10
8236,343,4,40.4,2133.0,981.434,0.433884,-0.900969,4,2015-12-10
8237,343,5,43.76,2315.0,1045.011,0.433884,-0.900969,5,2015-12-10
8238,343,6,52.96,2564.0,1116.696,0.433884,-0.900969,6,2015-12-10
8239,343,7,51.62,2875.0,1165.51,0.433884,-0.900969,7,2015-12-10
8240,343,8,58.75,3320.0,1196.725,0.433884,-0.900969,8,2015-12-10
8241,343,9,47.76,3540.0,1221.099,0.433884,-0.900969,9,2015-12-10
8242,343,10,45.5,3514.0,1266.575,0.433884,-0.900969,10,2015-12-10
8243,343,11,45.0,3605.0,1322.963,0.433884,-0.900969,11,2015-12-10
8244,343,12,41.3,3503.0,1378.464,0.433884,-0.900969,12,2015-12-10
8245,343,13,41.76,3391.0,1405.54,0.433884,-0.900969,13,2015-12-10
8246,343,14,43.0,3382.0,1402.559,0.433884,-0.900969,14,2015-12-10
8247,343,15,49.44,3297.0,1393.06,0.433884,-0.900969,15,2015-12-10
8248,343,16,52.4,3574.0,1366.894,0.433884,-0.900969,16,2015-12-10
8249,343,17,64.35,4061.0,1366.388,0.433884,-0.900969,17,2015-12-10
8250,343,18,64.35,3949.0,1375.166,0.433884,-0.900969,18,2015-12-10
8251,343,19,65.57,3801.0,1383.112,0.433884,-0.900969,19,2015-12-10
8252,343,20,60.9,3647.0,1385.401,0.433884,-0.900969,20,2015-12-10
8253,343,21,52.42,3411.0,1376.152,0.433884,-0.900969,21,2015-12-10
8254,343,22,52.06,3113.0,1368.485,0.433884,-0.900969,22,2015-12-10
8255,343,23,48.0,2693.0,1354.077,0.433884,-0.900969,23,2015-12-10
8256,344,0,44.76,2528.0,1371.367,-0.433884,-0.900969,0,2015-12-11
8257,344,1,42.5,2266.0,1354.459,-0.433884,-0.900969,1,2015-12-11
8258,344,2,40.23,2172.0,1335.354,-0.433884,-0.900969,2,2015-12-11
8259,344,3,38.3,2144.0,1310.02,-0.433884,-0.900969,3,2015-12-11
8260,344,4,39.08,2142.0,1300.944,-0.433884,-0.900969,4,2015-12-11
8261,344,5,42.0,2194.0,1295.657,-0.433884,-0.900969,5,2015-12-11
8262,344,6,49.89,2522.0,1281.732,-0.433884,-0.900969,6,2015-12-11
8263,344,7,52.99,2972.0,1241.9,-0.433884,-0.900969,7,2015-12-11
8264,344,8,58.94,3379.0,1189.362,-0.433884,-0.900969,8,2015-12-11
8265,344,9,50.63,3512.0,1132.144,-0.433884,-0.900969,9,2015-12-11
8266,344,10,45.31,3258.0,1081.828,-0.433884,-0.900969,10,2015-12-11
8267,344,11,45.0,3143.0,1021.366,-0.433884,-0.900969,11,2015-12-11
8268,344,12,40.23,3270.0,951.401,-0.433884,-0.900969,12,2015-12-11
8269,344,13,41.51,3243.0,882.894,-0.433884,-0.900969,13,2015-12-11
8270,344,14,43.5,3501.0,803.661,-0.433884,-0.900969,14,2015-12-11
8271,344,15,53.0,3594.0,702.538,-0.433884,-0.900969,15,2015-12-11
8272,344,16,64.96,3698.0,630.165,-0.433884,-0.900969,16,2015-12-11
8273,344,17,89.45,3979.0,595.376,-0.433884,-0.900969,17,2015-12-11
8274,344,18,72.08,4021.0,572.316,-0.433884,-0.900969,18,2015-12-11
8275,344,19,70.22,4020.0,554.135,-0.433884,-0.900969,19,2015-12-11
8276,344,20,61.99,3925.0,537.21,-0.433884,-0.900969,20,2015-12-11
8277,344,21,60.61,3709.0,527.464,-0.433884,-0.900969,21,2015-12-11
8278,344,22,57.96047,3378.0,503.037,-0.433884,-0.900969,22,2015-12-11
8279,344,23,51.42,2901.0,468.608,-0.433884,-0.900969,23,2015-12-11
8280,345,0,50.2,2290.0,463.867,-0.974928,-0.222521,0,2015-12-12
8281,345,1,45.28,2160.0,440.297,-0.974928,-0.222521,1,2015-12-12
8282,345,2,43.4,2085.0,425.509,-0.974928,-0.222521,2,2015-12-12
8283,345,3,41.38,2042.0,414.169,-0.974928,-0.222521,3,2015-12-12
8284,345,4,39.81,2104.0,402.935,-0.974928,-0.222521,4,2015-12-12
8285,345,5,42.53,2165.0,390.434,-0.974928,-0.222521,5,2015-12-12
8286,345,6,50.7,2364.0,376.959,-0.974928,-0.222521,6,2015-12-12
8287,345,7,60.61,2666.0,360.903,-0.974928,-0.222521,7,2015-12-12
8288,345,8,63.06,2759.0,303.608,-0.974928,-0.222521,8,2015-12-12
8289,345,9,58.12,2733.0,304.098,-0.974928,-0.222521,9,2015-12-12
8290,345,10,46.95,2825.0,292.985,-0.974928,-0.222521,10,2015-12-12
8291,345,11,40.0,2633.0,274.404,-0.974928,-0.222521,11,2015-12-12
8292,345,12,37.8,2779.0,285.16,-0.974928,-0.222521,12,2015-12-12
8293,345,13,39.55,2659.0,286.223,-0.974928,-0.222521,13,2015-12-12
8294,345,14,43.89,2659.0,276.886,-0.974928,-0.222521,14,2015-12-12
8295,345,15,55.0,2850.0,266.148,-0.974928,-0.222521,15,2015-12-12
8296,345,16,63.1,3006.0,249.437,-0.974928,-0.222521,16,2015-12-12
8297,345,17,77.9273,3452.0,239.757,-0.974928,-0.222521,17,2015-12-12
8298,345,18,73.08,3474.0,233.339,-0.974928,-0.222521,18,2015-12-12
8299,345,19,76.75,3594.0,249.307,-0.974928,-0.222521,19,2015-12-12
8300,345,20,66.01,3634.0,287.425,-0.974928,-0.222521,20,2015-12-12
8301,345,21,61.99,3406.0,329.681,-0.974928,-0.222521,21,2015-12-12
8302,345,22,51.09,3033.0,350.916,-0.974928,-0.222521,22,2015-12-12
